region	bytes_sent
GitHub	464707303
US/California	64431777
GB/England	42502401
AWS/us-east-2	39332201
US/New York	34165143
CA/Ontario	28703875
US/New Jersey	27529744
AWS/us-east-1	27220085
NL/North Holland	19774441
GCP/us-central1	15777253
CA/Quebec	15505210
US/Washington	13764872
US/Massachusetts	13764872
US/New Mexico	13764872
PT/Lisbon	8637521
FR/Centre	7499013
US/Wisconsin	6728494
US/Maryland	3746552
US/Rhode Island	2809914
IR/Tehran	2499671
ES/Valencia	2499671
US/Michigan	2499671
HU/Csongrád	2499671
AWS/ap-southeast-1	2307874
IN/Maharashtra	1972130
VN/Ho Chi Minh	1851350
VN/Kiên Giang Province	1851350
CN/Shanghai	1035492
VPN	1035492
