region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
VPN	162356524	230	130	12
USA/NH	4254483426	17667	1661	1133
USA/VT	620762621	2624	254	50
GitHub	718613668	119820	390	328
USA/NV	27529744	22	22	0
USA/CA	67223391	110	49	8
USA/MD	44135955	257	25	19
USA/VA	5877121	15	3	3
AWS/ap-southeast-1	23102307	22	22	0
USA/NM	27529744	22	22	0
PRT/11	8637521	9	9	0
AWS/us-west-2	49269411	213	17	11
USA/NY	109324087	858	48	18
AWS/us-east-1	129962664	101	56	45
NLD	25125618	20	20	0
CHN	62309144	70	54	1
USA/CT	11265201	10	10	0
NOR/50	34422053	28	0	9
USA/MA	65713156	89	18	31
USA	16866278	14	14	0
GBR/ENG	42502401	40	40	0
VNM/SG	6618701	7	7	0
CHN/BJ	15008710	15	12	1
USA/NJ	30944127	24	24	0
ITA/88	13764872	11	11	0
CAN/ON	31203546	20	15	5
AWS/us-east-2	40268839	8645	15	16
CAN/QC	16419922	12	2	10
CHE/VD	17027896	27	13	1
EST/37	914712	1	1	0
MEX/CMX	77967343	328	58	41
CHN/SH	2766062	3	2	1
ARG/B	1829424	2	2	0
GCP/us-central1	41096689	24	24	0
TUR/06	13764872	11	11	0
SGP	4032843	4	4	0
USA/IL	105672265	551	52	25
BRA/MS	914712	1	1	0
CHN/HB	19696916	16	16	0
DEU/BW	43167892	35	35	0
THA	16509008	14	14	0
IND/MH	9471143	5	5	0
ZAF/WC	1035492	1	1	0
CHL/BI	1035492	1	1	0
FRA	1035492	1	1	0
IND	1035492	1	1	0
BRA/PR	1035492	1	1	0
PHL/07	1035492	1	1	0
JOR/AM	1964588	2	2	0
FRA/HDF	1151202	1	1	0
TUN/52	1061824	1	1	0
COL/DC	1151202	1	1	0
BRA/SC	1151202	1	1	0
USA/WI	6728494	25	2	2
VNM/HN	1954749	2	2	0
ESP/AN	1092017	1	1	0
PAK/PB	2986380	3	3	0
USA/SC	1092017	1	1	0
USA/FL	1092017	1	1	0
DOM/01	1092017	1	1	0
BRA/PI	1092017	1	1	0
KEN/30	929096	1	1	0
VEN/A	1061824	1	1	0
ARG	1111341	1	1	0
USA/PA	4951827	14	1	1
HUN/CS	2499671	1	1	0
GRC/B	2499671	1	1	0
USA/WA	1941680	8	2	2
USA/MI	2499671	1	1	0
IRN/23	2499671	1	1	0
FRA/PDL	7499013	3	3	0
NLD/NH	2499671	1	1	0
CHE/ZH	2499671	1	1	0
DEU/NI	2499671	1	1	0
TUR/34	1393644	1	1	0
GRC/I	862732	1	1	0
SAU/02	1061824	1	1	0
URY/MO	1128188	1	1	0
RUS/IRK	1327280	1	1	0
IND/DL	995460	1	1	0
CHN/HE	862732	1	1	0
ZAF/GP	1061824	1	1	0
PHL/05	1061824	1	1	0
BRA/SP	1393644	1	1	0
FRA/IDF	6608306	21	5	3
JPN/13	1873276	11	1	1
USA/RI	2809914	3	0	1
IND/KL	936638	1	1	0
BGD	936638	1	1	0
ZAF/MP	936638	1	1	0
BRA/PB	936638	1	1	0
