region	bytes_sent
US/Georgia	26987894908
US/Colorado	10616311372
GCP/us-central1	5740193280
GCP/us-east1	3677311320
GCP/asia-southeast1	2541231400
GCP/europe-west4	2361850360
GCP/asia-east1	2361850360
GCP/us-west1	2331953520
GCP/us-east4	2272159840
US/California	2042681532
GitHub	1213009704
GCP/us-west4	1016492560
GCP/europe-west1	926802040
CN/Shanghai	904812841
US/New York	871957473
GB/England	660875720
US/Pennsylvania	518228875
HK/Hong Kong	439486092
GCP/us-west3	388658920
US/Washington	387969608
VPN	330933176
CA/Quebec	317000856
US/Indiana	269071560
CH/Vaud	267692936
CN/Beijing	237796096
AWS/us-east-2	204676445
US/Massachusetts	200949340
TW/Taiwan	179381040
US/Illinois	177313104
AWS/us-east-1	162583580
US/Maryland	152521160
GB/Scotland	149484200
DE/Baden-Wurttemberg	149484200
AWS/us-west-2	149484200
US/Iowa	149484200
PT/Lisbon	124412544
IR/Tehran	122986091
US/North Carolina	119587360
CN/Zhejiang	119587360
JP/Tokyo	118898048
US/Texas	100448260
CN/Guangdong	89690520
IL/Haifa	89690520
NL/Overijssel	80126409
IR/Fars	72793045
SG/Singapore	59793680
JP/Aichi	59793680
TR/Ankara	59793680
ZA/Western Cape	59793680
US/New Jersey	59793680
CH/Geneva	59793680
GH/Greater Accra	59793680
DE/Berlin	59793680
FI/Uusimaa	59793680
US/Michigan	59104368
IN/Maharashtra	58415056
CA/Ontario	40474388
US/Rhode Island	31964776
US/Connecticut	30586152
US/Utah	29896840
US/Florida	29896840
US/Tennessee	29896840
US/Oregon	29896840
US/Arizona	29896840
AU/New South Wales	29896840
NL/North Holland	29896840
FR/Provence-Alpes-Côte d'Azur	29896840
AWS/ap-southeast-2	29896840
BE/Flanders	29896840
CH/Zurich	29896840
DE/Bavaria	29896840
DK/Capital Region	29896840
FI/Pirkanmaa	29896840
FR/Auvergne-Rhône-Alpes	29896840
NL/Gelderland	29896840
FR/Normandy	29896840
HU/Budapest	29896840
IL/Central District	29896840
AU/Queensland	29896840
IT/Trentino-Alto Adige	29896840
JP/Chiba	29896840
IN/Karnataka	29896840
IN/Uttar Pradesh	29207528
IT/Apulia	14203032
JP/Osaka	9980272
DE/Saxony	1378624
IT/Lombardy	689312
VN/Ho Chi Minh	689312
VN/Kiên Giang Province	689312
AWS/ap-southeast-1	689312
