region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NY	3726850246	2270	8	2
USA	1448520308397	19898	10	3
NLD	6802071622412	317380	4	6
AWS/us-east-1	6666639179232	794781	61	20
USA/MA	19207536292654	368188	2	40
USA/PA	52261056	109	3	1
GitHub	42962063777	63672	177	149
USA/CA	17639894963	146	27	9
USA/VA	463968317	106	4	4
CAN/QC	715282297647	98	0	9
GBR/ENG	536192536	51	5	6
PRT/03	299702838	47	1	1
VPN	6667247965491	447	87	48
AWS/us-west-2	187472100	71	7	3
CHN	5241572755582	59729	2	10
AWS/ap-southeast-1	88435800	15	15	0
USA/WA	114742100	26	9	2
USA/RI	483914022	153	7	3
CHN/SH	265123144	17	0	1
JPN/13	10277180	12	1	1
AWS/us-east-2	62914560	12	0	2
RUS	328440732	87	3	1
USA/MD	65442616	131	11	6
TWN/TPE	4294420493001	7	6	1
MEX/CMX	46380488	202	31	23
DEU/NW	7842720	34	3	3
SYC	1441176	1	1	0
JPN/26	826582262	100	0	8
MAR/06	851604	1	1	0
USA/IL	103032720	21	5	2
USA/NJ	5214050	29	2	2
FRA/IDF	16492164	16	4	3
GBR/SCT	99286000	15	5	1
DEU/BW	40113954	15	0	1
NOR/50	146800640	28	0	1
CHE/VD	16879036	64	12	6
SEN/DK	1375668	1	1	0
VNM/20	1048128	1	1	0
GCP/asia-south1	26359247	128	4	3
BEL/VLG	5306148	1	1	0
BRA/DF	4585560	1	1	0
PAK/IS	1048128	1	1	0
MYS/10	1048128	1	1	0
BRA/RJ	2358288	1	1	0
USA/VT	10744012	15	1	1
ECU/P	2030748	1	1	0
VNM/HN	851604	1	1	0
JOR/AM	1113636	1	1	0
