date	bytes_sent
2023-11-12	868736318202
2023-11-13	1392748228849
2023-11-14	844209084417
2023-11-15	52261056
2023-11-16	749222240484
2023-11-17	895046671982
2023-11-18	477736110
2023-11-19	199263344
2023-11-21	223100264
2023-11-26	335400
2023-11-29	7714092
2023-12-04	335400
2023-12-08	41943040
2023-12-11	335400
2023-12-12	241127910
2024-01-04	242657752
2024-01-22	287119434
2024-01-23	3898242049475
2024-01-24	396178443526
2024-01-26	26082397
2024-02-09	26805536
2024-03-08	78643200
2024-03-12	161758441
2024-03-18	49206721
2024-03-19	49861801
2024-03-20	52547629
2024-03-21	50516881
2024-03-25	45079717
2024-03-26	38725441
2024-03-27	57722761
2024-04-04	47540405
2024-04-19	158234105
2024-07-09	3916680475
2024-07-22	22338228
2024-07-24	35243304
