region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	20558458	111	37	29
AWS/us-east-1	3333804	12	12	0
USA/MA	53896680	376	0	24
ESP/CT	41116916	148	148	0
VPN	2222536	12	4	4
EST/37	277817	1	1	0
MEX/CMX	9445778	51	17	13
CHE/VD	555634	3	1	1
USA/CA	555634	3	1	1
BRA/MT	277817	1	1	0
MEX/JAL	277817	1	1	0
VEN/A	277817	1	1	0
PAK	277817	1	1	0
GCP/us-central1	1111268	4	4	0
USA/MD	2222536	12	4	2
FRA/IDF	3889438	21	7	7
USA/IL	1111268	6	2	2
BGD	277817	1	1	0
