region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/MA	136269869546	1616	397	147
AWS/ap-southeast-1	215515635	247	247	0
GBR/ENG	12976673740	210	194	4
AWS/us-east-1	67548215830	8600	579	53
CHE/VD	4783237522	42	42	0
VPN	622446416	163	163	0
USA	134431111954	406	406	0
AWS/us-east-2	294853246	34	34	0
USA/CA	67276130597	601	39	151
AWS/us-west-2	1732126824	22	22	0
CHN/BJ	57981303555	139	113	11
USA/MD	6233038812	21	21	0
JPN/13	36189146	37	37	0
GBR/WLS	4747207279	19	19	0
FRA/ARA	18091192	6	6	0
USA/TX	1326526446	227	212	9
DEU/HH	855	1	1	0
ESP/MD	1499624490	22	22	0
PRT	855	1	1	0
ITA/88	11992524	2	2	0
VNM	855	1	1	0
VNM/45	855	1	1	0
CZE/10	855	1	1	0
VNM/SG	855	1	1	0
IND/DL	855	1	1	0
IND	1710	2	2	0
USA/CO	8314490548	25	10	4
USA/VA	32096727	15	15	0
USA/NC	18090337	5	5	0
CAN/ON	138624028	36	36	0
USA/NY	223898010	58	58	0
USA/SC	30082006	6	6	0
DEU/SN	18090337	5	5	0
USA/PA	72361348	20	20	0
USA/WA	54065344	8	8	0
CAN/QC	36180674	10	10	0
TWN/TAO	36180674	10	10	0
SEN/DK	18090337	5	5	0
USA/IL	35259709	9	9	0
USA/VT	138007027	15	15	0
FRA/IDF	42279342	14	14	0
USA/GA	36180674	10	10	0
USA/HI	18090337	5	5	0
EGY	41388374	13	13	0
NLD/GE	18090337	5	5	0
ARG/C	18090337	5	5	0
FRA/NAQ	18090337	5	5	0
FRA/OCC	38448432	14	14	0
IND/KA	18090337	5	5	0
GH-actions	54065344	8	8	0
JPN/23	18090337	5	5	0
AUS/NSW	63635936	15	15	0
DEU	18090337	5	5	0
IRN	18090337	5	5	0
NLD/UT	18090337	5	5	0
AUS/VIC	18090337	5	5	0
USA/DC	103364819	28	27	1
GCP/us-central1	114023689	13	13	0
USA/NH	18090337	5	5	0
USA/IN	18090337	5	5	0
FIN/11	3869799	3	3	0
ITA/62	18090337	5	5	0
USA/IA	36180674	10	10	0
BRA/SP	36180674	10	10	0
ARG/B	890968	1	1	0
SGP	35975007	3	1	1
USA/NJ	11991669	1	1	0
HKG	42662837	4	3	1
GCP/us-east4	11991669	1	1	0
RUS/MOW	4585560	1	1	0
GCP/europe-central2	59958345	5	5	0
CHE/BS	30665154	3	3	0
CHN/HB	11991669	1	1	0
ITA/25	11991669	1	1	0
IND/MH	11991669	1	1	0
