region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/MA	5608201233	723	4	647
AWS/us-east-1	6505685671	1441	810	91
VPN	1598993405	3219	597	115
GitHub	50277344977	199905	4811	3618
CAN/ON	5668501451	647	647	0
CHN	5668501451	647	647	0
USA/RI	474565567	337	337	0
AWS/ap-southeast-1	1126353873	915	915	0
AWS/us-east-2	702584472	137	137	0
MEX/CMX	1284240609	6598	140	87
GCP/us-central1	6570823	5	5	0
USA/CA	1850776	6	2	1
USA/OH	6168603	6	6	0
USA/DC	1121912	3	1	1
USA/NY	1901147	2	1	1
USA/IL	3504966	13	2	2
FRA/IDF	3300228	9	3	3
USA/PA	488231442	2271	35	25
CHE/VD	4025824	15	4	3
USA/MD	99657245	686	2	1
USA	119701112	487	1	1
