region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GBR/ENG	2288448	12	12	0
GitHub	19399728	22979	16	132
USA/NH	83146944	654	218	97
USA/PA	190704	1	1	0
USA/IL	572112	4	2	1
MEX/GUA	4958304	26	26	0
USA/MA	1334932	11	0	3
USA/VT	6865344	54	18	6
AWS/us-east-1	1907040	10	10	0
USA/MD	2288448	18	6	2
AWS/us-east-2	3667352	1387	0	14
IND/MH	381408	2	2	0
USA/CA	2097744	15	7	3
VPN	3051264	20	11	5
NOR/50	3051264	16	0	2
USA/VA	953520	6	2	3
CHN	762816	4	4	0
NLD	190704	1	1	0
USA/NC	572112	3	3	0
JPN/13	381408	3	1	1
USA	190704	1	1	0
USA/NY	381408	3	1	1
USA/RI	572112	3	0	1
EST/37	190704	1	1	0
MEX/CMX	3814080	28	12	6
CHE/VD	1144224	9	3	1
DEU/NW	762816	6	2	1
GCP/us-central1	381408	2	2	0
COL/SAN	190704	1	1	0
IRQ/BG	190704	1	1	0
BRA/PE	190704	1	1	0
FRA/IDF	1525632	12	4	3
