region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
NLD	889833856053	41430	29	42
USA/NH	41963627188	99941	6211	5488
CHN	869064038175	136255	72	178
USA/MA	1377042359070	28339	15	167
USA	257196209395	47364	152	35
CAN/QC	169199510963	253	27	64
AWS/us-east-1	919866794140	112608	877	244
GH-actions	1313980945660	487877	43342	16867
USA/VT	9125389921	4875	463	170
GCP/us-east1	51169975	10	1	1
USA/IN	2623355940	3573	201	120
VPN	1160625343820	112297	8126	1808
USA/CA	910519545698	782	285	18
AWS/ap-southeast-1	1362333264	232	232	0
USA/MD	708963784	713	140	71
USA/NY	6616135115	5583	307	114
USA/VA	49709873471	1905	102	63
GCP/us-west1	25489507046	33	22	1
AWS/us-east-2	417779422421	2517	63	8
GBR/ENG	542993524	48	27	21
CHE/VD	380825711	1437	66	51
MEX/CMX	4801345640	1733	105	157
CHN/BJ	70356416	258	56	56
PAK/IS	917112	1	1	0
CHL/RM	49274191	6	6	0
VNM/SG	4716576	5	5	0
DEU/BE	111289653	967	16	14
AWS/us-west-2	28075645850	32644	95	104
HKG/KKC	574267392	74	0	10
KOR/27	69525231946	59	53	2
TUR/34	3078876	3	3	0
JAM	5895720	1	1	0
BLR/BR	1113636	1	1	0
TWN/TNN	1113636	1	1	0
JPN/13	6842148	10	2	1
VNM/HN	5175132	6	6	0
USA/PA	1801428811	1587	131	15
MYS/14	1768716	2	2	0
ETH/AA	1965240	2	2	0
HKG	68940560	38	10	1
VNM	7205880	2	2	0
USA/IL	2077733286	97	62	4
TUR/79	917112	1	1	0
BGD	8843580	3	3	0
ARG/B	10612296	7	7	0
ESP/MD	8385024	2	2	0
HND/YO	1703208	1	1	0
IRQ/AR	1179144	1	1	0
ISR/M	20423392	1	1	0
CHN/SH	48505021	2	2	0
PER/LMA	1768716	1	1	0
DEU/BW	28110433644	670	36	29
GCP/us-central1	3606125665	1184	86	27
VNM/CT	1703208	2	2	0
IRQ/NA	851604	1	1	0
BRA/GO	9040104	1	1	0
USA/CO	32029748	156	14	11
CRI/H	2489304	1	1	0
RUS/ORE	1113636	1	1	0
URY/MO	3340908	2	2	0
SOM/AW	1113636	1	1	0
USA/OH	2358288	1	1	0
FRA/IDF	68606167	197	14	14
BRA/PR	85135300	54	8	1
BRA/MG	6747324	4	4	0
MEX/JAL	1113636	1	1	0
JPN	5663004	9	1	1
UKR/30	12315504	3	3	0
OMN/MA	851604	1	1	0
IND/KL	1179144	1	1	0
BRA/SP	5830212	4	4	0
