date	bytes_sent
2023-06-29	9642473917
2023-06-30	741099221665
2023-07-01	152216132065
2023-07-02	479136
2023-07-03	22731276
2023-07-04	21637509324
2023-07-06	301736012
2023-07-07	459840672
2023-07-10	168280080
2023-07-11	229612764
2023-07-12	417059644608
2023-07-13	140879084
2023-07-14	3480336699
2023-07-15	476881385
2023-07-16	479136
2023-07-17	2639657
2023-07-18	248921433
2023-07-19	395332885
2023-07-20	78988712
2023-07-21	93778660
2023-07-22	45032803
2023-07-23	479136
2023-07-24	24447676
2023-07-25	34211728
2023-07-26	17345432
2023-07-27	16866296
2023-07-28	25299444
2023-07-29	25778580
2023-07-30	25299444
2023-07-31	50948204
2023-08-01	514513188
2023-08-02	891041537
2023-08-03	25299444
2023-08-04	25778580
2023-08-05	25299444
2023-08-06	25299444
2023-08-07	126149543
2023-08-08	25778580
2023-08-09	25778580
2023-08-10	25299444
2023-08-11	25299444
2023-08-12	25778580
2023-08-13	25778580
2023-08-14	66019538
2023-08-15	41021364
2023-08-16	34211728
2023-08-17	33732592
2023-08-18	34211728
2023-08-19	34211728
2023-08-20	33732592
2023-08-21	33732592
2023-08-22	34211728
2023-08-23	33732592
2023-08-24	34211728
2023-08-25	61332040
2023-08-26	42165740
2023-08-27	42165740
2023-08-28	42165740
2023-08-29	67335364
2023-08-30	42644876
2023-08-31	92984124
2023-09-01	42165740
2023-09-02	42644876
2023-09-03	43124012
2023-09-04	42644876
2023-09-05	59197820
2023-09-06	33732592
2023-09-07	479136
2023-09-08	17345432
2023-09-09	16866296
2023-09-10	16866296
2023-09-11	31560668
2023-09-12	32360708
2023-09-13	25299444
2023-09-14	25299444
2023-09-15	25299444
2023-09-16	25778580
2023-09-17	25299444
2023-09-18	25778580
2023-09-19	25299444
2023-09-20	25299444
2023-09-21	25778580
2023-09-22	25778580
2023-09-23	25299444
2023-09-24	25778580
2023-09-25	26257716
2023-09-26	25299444
2023-09-27	59381352
2023-09-28	25299444
2023-09-29	25778580
2023-09-30	25299444
2023-10-01	42644876
2023-10-02	50598888
2023-10-03	42165740
2023-10-04	50598888
2023-10-05	59032036
2023-10-06	59032036
2023-10-07	59032036
2023-10-08	59032036
2023-10-09	59032036
2023-10-11	479136
2023-10-12	8433148
2023-10-13	16866296
2023-10-14	25299444
2023-10-15	25778580
2023-10-16	25299444
2023-10-17	107977841
2023-10-18	25299444
2023-10-19	25299444
2023-10-20	922880500
2023-10-21	23680006414
2023-10-22	244329684
2023-10-23	98428108
2023-10-24	250994884
2023-10-25	51287104
2023-10-26	50598888
2023-10-27	50598888
2023-10-28	42644876
2023-10-29	42165740
2023-10-30	59511172
2023-10-31	42873042890
2023-11-01	50623947670
2023-11-02	101557124
2023-11-03	67335364
2023-11-04	84331480
2023-11-05	214644485
2023-11-06	75898332
2023-11-07	75898332
2023-11-08	101722828
2023-11-09	75898332
2023-11-10	84810616
2023-11-11	75898332
2023-11-12	75898332
2023-11-13	75898332
2023-11-14	75898332
2023-11-15	89723716
2023-11-16	84331480
2023-11-17	84810616
2023-11-18	109980240
2023-11-19	307243052
2023-11-20	84331480
2023-11-21	905073481423
2023-11-22	101197776
2023-11-23	320459624
2023-11-24	126497220
2023-11-25	92764628
2023-11-26	101197776
2023-11-27	154679016
2023-11-28	177575244
2023-11-29	117557872
2023-11-30	255251712
2023-12-01	477805208
2023-12-02	213895932
2023-12-03	207579620
2023-12-04	264061356
2023-12-05	340598612
2023-12-06	574958616
2023-12-07	356709141
2023-12-08	351225096
2023-12-09	239858164
2023-12-10	228301212
2023-12-11	1200485470
2023-12-12	242150944
2023-12-13	528163344
2023-12-14	1216449388
2023-12-15	456401816
2023-12-16	263061816
2023-12-17	293274360
2023-12-18	281452180
2023-12-19	271446840
2023-12-20	357317928
2023-12-21	335604040
2023-12-22	325140144
2023-12-23	336128104
2023-12-24	325878116
2023-12-25	324633464
2023-12-26	322388808
2023-12-27	319934272
2023-12-28	311073308
2023-12-29	331559928
2023-12-30	301002460
