week_start	sub-fCamk1/sub-fCamk1_ses-fCamk1-200827-sess9-no-raw-data_behavior+ecephys+image+ogen.nwb	sub-fCamk1/sub-fCamk1_ses-fCamk1-200827-sess9_behavior+ecephys+image+ogen.nwb	sub-fCamk1/sub-fCamk1_ses-fCamk1-200901-sess12-no-raw-data_behavior+ecephys+image+ogen.nwb	sub-fCamk1/sub-fCamk1_ses-fCamk1-200901-sess12_behavior+ecephys+image+ogen.nwb	sub-fCamk1/sub-fCamk1_ses-fCamk1-200902-sess13-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk1/sub-fCamk1_ses-fCamk1-200902-sess13_behavior+ecephys+image.nwb	sub-fCamk1/sub-fCamk1_ses-fCamk1-200904-sess15-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk1/sub-fCamk1_ses-fCamk1-200904-sess15_behavior+ecephys+image.nwb	sub-fCamk1/sub-fCamk1_ses-fCamk1-200908-sess16-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk1/sub-fCamk1_ses-fCamk1-200908-sess16_behavior+ecephys+image.nwb	sub-fCamk1/sub-fCamk1_ses-fCamk1-200909-sess17-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk1/sub-fCamk1_ses-fCamk1-200909-sess17_behavior+ecephys+image.nwb	sub-fCamk1/sub-fCamk1_ses-fCamk1-200910-sess18-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk1/sub-fCamk1_ses-fCamk1-200910-sess18_behavior+ecephys+image.nwb	sub-fCamk1/sub-fCamk1_ses-fCamk1-200911-sess19-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk1/sub-fCamk1_ses-fCamk1-200911-sess19_behavior+ecephys+image.nwb	sub-fCamk2/sub-fCamk2_ses-fCamk2-201012-sess1-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk2/sub-fCamk2_ses-fCamk2-201012-sess1_behavior+ecephys+image.nwb	sub-fCamk2/sub-fCamk2_ses-fCamk2-201013-sess2-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk2/sub-fCamk2_ses-fCamk2-201013-sess2_behavior+ecephys+image.nwb	sub-fCamk2/sub-fCamk2_ses-fCamk2-201014-sess3-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk2/sub-fCamk2_ses-fCamk2-201014-sess3_behavior+ecephys+image.nwb	sub-fCamk2/sub-fCamk2_ses-fCamk2-201015-sess4-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk2/sub-fCamk2_ses-fCamk2-201015-sess4_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201028-sess10-cleanned-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201028-sess10-cleanned_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201029-sess11-cleanned-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201029-sess11-cleanned_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201030-sess12-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201030-sess12_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201102-sess13-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201102-sess13_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201103-sess14-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201103-sess14_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201105-sess16-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201105-sess16_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201106-sess17-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201106-sess17_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201109-sess18-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201109-sess18_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201110-sess19-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201110-sess19_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201111-sess20-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201113-sess22-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201113-sess22_behavior+ecephys+image.nwb	sub-fCamk5/sub-fCamk5_ses-fCamk5-210406-sess10-no-raw-data_behavior+ecephys.nwb	sub-fCamk5/sub-fCamk5_ses-fCamk5-210406-sess10_behavior+ecephys.nwb	sub-fCamk5/sub-fCamk5_ses-fCamk5-210407-sess11-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk5/sub-fCamk5_ses-fCamk5-210407-sess11_behavior+ecephys+image.nwb	sub-fCamk5/sub-fCamk5_ses-fCamk5-210408-sess12-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk5/sub-fCamk5_ses-fCamk5-210408-sess12_behavior+ecephys+image.nwb	sub-fCamk5/sub-fCamk5_ses-fCamk5-210412-sess14-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk5/sub-fCamk5_ses-fCamk5-210412-sess14_behavior+ecephys+image.nwb	sub-fCamk5/sub-fCamk5_ses-fCamk5-210414-sess16-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk5/sub-fCamk5_ses-fCamk5-210414-sess16_behavior+ecephys+image.nwb
2025-12-22	7377317054	0	0	0	19875264	0	0	0	0	0	0	0	0	0	0	0	1442510096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35751198720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-29	7955058751	0	0	0	0	0	7640364	0	0	1193572272	0	0	0	0	0	0	1735996644	0	0	0	0	0	0	0	0	0	0	16005046	0	0	0	0	38489150263	0	0	26725252	0	0	0	0	0	31457280	0	0	0	0	0	0	0	0	0	28673310720	0	0	0	0
2026-01-05	15439050105	86533552	44474696	34038024	50154488	43149924	30218124	38108931	44258672	47834552	45803052	50282487	51959286	1641212813	38318856	35349264	1310436932	41405199	39935520	49151212	52825961	39211844	38539500	33689728	46939985	26823258	51155904	41550972	62002289	62247699	35657618086	34020354	41448749	51240645	41469381	49326600	48231402	41740584	47537289	41972764	46346453	42360688	64337526	39025204	45770874	58018323	47643232	56711640	64793373	33760675	72541304	63603948	62625696	35101132	33059372	40886718
2026-01-12	10354908877	0	0	0	20423392	0	0	2417250386	0	0	73384500	0	0	2231267847	0	0	1313798960	0	0	5309891100	0	0	0	19155668212	0	78067674	0	0	0	0	0	71661426	0	0	9757180524	0	3950358680	0	0	0	0	0	0	0	48274167	0	0	0	0	0	0	5082828824	0	0	0	0
2026-01-19	14962412824	14436011	13509716	13929648	25145216	11978040	18893136	23276247	18414849	96605220	25882140	18726069	83509342	30847653	17390712	10278492	2787287156	16269201	17349180	22927191	17495328	15868160	18006728	19034728	52867104539	4192512	23350680	19533984	20866900	27316268	22432143	22680236	19707728	16279797	26129541	17351316	21645314	36158672	12546136	17060368	17830912	27700032	10999992	17842148	12527458	21457533	11064196	33485996664	16111108	32709138927	19890292	18079344	23575612	22581094	16496932	11498275
2026-01-26	45530018128	20085256388	35252700	15064880216	29468744	31885856	30156564	973821417	29664996	22102748	22587064	22344699	50740042	28812495	23627856	1011993872	1765282380	10735596033	29718764	22665159	26338908	17006450032	32992292	26015984	25584377	31376820	38539617	28050024	35530777562	37322757	29934258	19735993	17483001	29141907	31735959	35324496	24962225	24467880	51017070	38004332	26608984	26386588	41598993298	34616676	43763820	27013574	72752812	35692716	19976080	25919966	28537348	25415376	29805544	32519144	39522809	36347077976
2026-02-02	16607770345	24441729	11700712	24497412	14535384	809569940	24230064	18101115	24749656	20753196	31629648	1078747839	13358896	14669382	28077064	19181316	2477783756	11523050	14204796	16725970	21326373	13567768	21529776	15548754	16700091	41073108	28924876068	16713990	10638813	22025544	13360734	51756391	15253184	45583419	22068045	17343012	29073375687	8450532	14535603	19666544	31644644701	17222036	22493970	21445088	18037845	38590627726	19514728	12832710	13852047	22361332	11638012	13231320	20984412	29081156969	20694986	14873558
2026-02-09	5291778700	18783790	24031284	9606120	19186452	11126436	20500056	20335356	19836556	10953112	15289520	14206017	24787674	25408284	17618328	17645010	4434988668	16596741	14921904	15502748	3835737	17521084	16420152	13101600	13928402	17767911	16415751	14549076	21504302	20814741	21939384	14164196	17876049	20734341	25166040	15189552	12867242	20013336	4192512	8347804	15151909	4710008	16538094	17711132	13379062	21457533	20628364	9756120	13655523	13407938	17423400	17423832	21049920	27802568	19087269	13990821
2026-02-16	3707562273	29716750	6722104	16447632	13227688	25045576	7988028	13380184	4127004	10832360	7166528	23357659	6646694	20790942	29389464	31413448	2933854748	20632191	5892240	4127004	2557158	2005956	8909088	6391684	6833185	5878965	13673334	6881490	2105095	2636555	4779186	7344130	8052394	13124142	12334623	6542496	6433621	10798116	6199033	0	8882702	10609012	15061488	8626288	5837927	7087003	8961284	11396106	4127004	9411950	9846884	2947428	9425884	11290547	10707787	4192512
2026-02-23	5286919594	28634241	23340404	30667928	29127816	25697348	25921368	18510715	24336268	14369016	21779964	16982262	18317164	27693410	13616076	12678160	2057248712	36375410	25865220	14521827	21129849	27283104	29322072	16766776	25687451	34034032	32526288	27544488	25264212	20078235	18184198	23720959	26659211	24251433	21481615	23816268	24341191	20930448	12660098	19297996	26201642	13942848	17666820	13928648	25895578	26714725	31693260	23881720	36075811	18296910	16334248	30337184	38963228	18871966	21264218	25181896
2026-03-02	3288683506	0	2361684	0	37200608	171893900	0	0	41119971	4127004	46787220	6067335	6237094	4258020	2341080	4192512	2170720052	0	5789840	1709785	4454544	1186756	0	4651068	7160725	0	0	0	0	0	4651068	5768321	0	0	2130706432	0	2132705849	6605604	4454544	6171896	0	0	2141370608	0	0	2857599	0	0	0	4258020	0	0	0	0	4192512	2130706432
2026-03-09	4933025259	0	0	0	2093792	1284988764	6516072	0	0	0	0	0	0	0	0	0	5875258688	0	0	0	0	0	0	0	1056964608	0	0	6779090	0	0	0	0	0	0	2687360760	4651068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-03-16	29183990215	19962934	24948396	17972776	26520884	40739744	30064224	22879730	15513028	22140640	14483748	36768235	6349540	3797259	23907096	12934698	1631707980	19479093	20293560	26923788	18070448	15941280	12540796	25257988	17506540	17702403	27337749	13373082	16674388	7909665	40836993	8064718	19055193	20811120	26148660	36790584	14425597	15034728	15018386	23012664	18970934	41325696	22917096	16968174	20927912	19950849	16363688	12963726	17355760	14085171	41923392	35766072	24652860	25135906	10511263	24275577
2026-03-23	8092314238	14284655	4887880	34030512	6220796	4716576	2716608	13219245	0	307200	5876044	6001827	2519690	7334691	6468084	3436038	2657053232	6544442	7460952	3646409	3212238	0	4127004	0	14780006	6075489	13411302	7536570	56205864	3226127	8002941	49138311	2355743	3483195	7487031	982620	17863475	2478600	3120157	10233392	0	4061496	6741972	10503650	7941898	7218019	12945428	17032080	7368685	4738729	9846884	21158220	4913100	10265590	6515275	3244267
2026-03-30	5421883618	0	0	0	0	215054600	0	0	0	0	0	0	0	0	0	0	1359735036	0	0	0	0	0	0	0	0	0	0	0	0	0	307200	0	0	0	0	0	307200	0	0	0	0	0	0	0	0	0	4127004	4127004	0	0	0	0	0	0	24793531	7336896
2026-04-06	5244116942	0	0	0	0	8450532	0	0	0	0	0	0	0	0	0	4127004	1949541756	0	0	0	4770020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10715396	0	0	0	0	0	0	0	0
2026-04-13	8043942089	0	0	0	0	0	23369004	0	0	0	0	0	0	0	0	0	509034232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34091940	6550800	0	0	0	0
2026-04-20	6187367928	0	9186188	0	27183356	4447928	1865004	3682386	5941759	2699104	5679520	5624469	6712202	4782084	5337240	3334644	1502372680	6812832	7991976	0	12846937	1186756	1324544	0	2640673	720588	13223697	9498660	4210190	2636555	17618754	5899337	7724854	8385024	0	17940888	2306617	4957200	0	4744864	7487473	6875056	14995980	12708552	12068902	2959999	0	0	1800505	0	6986944	4782084	6776444	0	851604	11694799
2026-04-27	133325007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69338088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
