region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/ap-southeast-1	151965727	35	35	0
VPN	890275566	816	115	60
CHN	331853567	41	39	2
GitHub	424918622	1763	113	85
USA/VA	143380162	16	16	0
USA/MA	498169436	101	1	44
USA/NC	110616708	16	16	0
USA	63223386	7	7	0
AWS/us-east-1	35847865	4	4	0
MEX/CMX	76912404	270	44	43
NPL	5895720	1	1	0
COL/DC	4127004	1	1	0
VNM/HN	8949214	1	1	0
GAB/1	8949214	1	1	0
SYR	4716576	1	1	0
BOL/L	8949214	1	1	0
AWS/us-east-2	35847865	4	4	0
USA/OR	11727299	175	1	2
USA/CA	14985480	16	4	4
JPN/13	9498939	14	1	1
CHN/SH	17910207	2	2	0
USA/MD	9195239	2	0	1
GCP/us-central1	44667505	5	5	0
CHN/BJ	1158804	4	1	1
FRA/IDF	7059012	16	4	3
AWS/us-west-2	36384312	72	6	2
USA/WA	2383116	8	2	2
CRI/SJ	7795452	1	1	0
USA/IL	9426276	29	2	2
BGD/C	9197303	1	1	0
CHL/RM	9197303	1	1	0
ARG/B	9197303	1	1	0
GBR/ENG	9197303	1	1	0
MEX/CHH	9197303	1	1	0
VNM/43	8252329	1	1	0
IDN	7140372	2	2	0
VNM/SG	8889153	1	1	0
TUR/34	1	1	0	1
PAK/PB	8945137	1	1	0
BRA/SP	8945137	1	1	0
VNM/20	6354276	1	1	0
ETH/AA	851604	1	1	0
VNM	9307666	1	1	0
UZB/SA	9307666	1	1	0
BGD	851604	1	1	0
SAU/02	1	1	0	1
EST/37	8226046	1	1	0
CHE/VD	2383116	8	2	1
