region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA	1135067023	218	0	4
HKG/KKC	218715156	27	0	1
BRA/SP	1253787768	5	5	0
MEX/CMX	48593596	145	20	20
GitHub	2284465943	4786	274	265
NLD	608097921	25	2	2
USA/MA	9354018327	1997	0	22
USA/CA	2520112392	19	13	3
AWS/us-east-1	1912341400	235	22	10
GCP/asia-east1	1253787768	5	5	0
ITA/45	304826488	60	0	5
VPN	3298643599	132	47	7
IRN	1253787768	5	5	0
USA/MD	21986560	15	5	5
AWS/ap-southeast-1	96296760	23	23	0
CHN	1902287798	35	0	3
PRT/11	1253787768	5	5	0
USA/TX	3771320520	16	16	0
CHN/SH	1253787768	5	5	0
USA/DC	34457208	4	4	0
DEU/TH	4127004	1	1	0
USA/VA	1253787768	5	5	0
AWS/us-east-2	645085656	12	2	1
USA/NY	1253787768	5	5	0
HKG	332608407	362	1	5
USA/IL	23633936	32	3	2
KOR/29	1253787768	5	5	0
GCP/us-central1	1171967373	5	5	0
USA/WA	412866159	6	4	1
CAN/QC	751614390	2	2	0
GBR/ENG	405249727	20	2	1
PER/LIM	13756680	3	3	0
KEN/30	1703208	1	1	0
TUR/01	8385024	1	1	0
VNM/HN	12315504	1	1	0
IDN/YO	2227272	2	2	0
IRQ/NI	1441176	1	1	0
GCP/us-west4	593603725	5	5	0
EST/37	118720745	1	1	0
CHE/VD	2858224	12	2	1
FRA/IDF	7501016	11	3	3
