region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA	85306133360	16272	0	3
AWS/us-east-1	377297749488	44996	24	12
USA/MA	682718833452	13129	0	43
CHN	405035881284	55715	0	15
VPN	377694231440	214	75	34
USA/MD	46914104	40	10	5
GitHub	318948628	739	112	91
USA/NC	66425112	12	12	0
AWS/ap-southeast-1	117914400	17	17	0
MEX/CMX	48857176	150	32	32
USA/CA	13351388	16	4	4
FRA/IDF	10641612	12	3	3
HKG	4127004	2	2	0
VNM/SG	33474588	3	3	0
CHE/VD	2602708	8	2	1
JPN/27	33323676	25	1	1
USA/IL	3143272	12	2	2
VNM/HN	2554812	1	1	0
EGY/FYM	5306148	1	1	0
UZB/TK	13429140	1	1	0
ZAF/WC	2358288	1	1	0
USA/PA	11136360	1	1	0
USA/NY	435872116	27	2	2
CAN/BC	4339078076	9	3	1
