region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	379616445	1402	90	68
CHN	248505956	29	23	1
VPN	602015276	705	72	53
AWS/us-west-2	31604170	70	6	2
USA	42338827	7	3	1
AWS/us-east-1	488003429	1010	63	15
USA/WA	5593008	8	2	2
CAN/ON	130552396	15	15	0
USA/NC	95126127	15	15	0
AWS/ap-southeast-1	89627518	23	23	0
USA/MA	449577992	97	0	39
MEX/CMX	73259808	257	42	41
AWS/us-east-2	33584588	3	3	0
DEU/NW	7359336	46	3	3
USA/NY	2187776	152	0	1
USA/CA	7190028	16	4	4
GCP/us-central1	43855066	5	5	0
USA/IL	14638300	29	2	2
EST/37	8065995	1	1	0
CHN/SH	17104547	2	2	0
CHE/VD	2448624	8	2	1
JPN/13	10397104	14	1	1
CHN/BJ	1158804	4	1	1
FRA/IDF	9613824	16	4	3
IDN/YO	5044116	1	1	0
VNM/39	6943848	1	1	0
