region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
VPN	1208905	28	28	0
CHN	805784	17	17	0
AWS/us-east-1	605077	22	22	0
USA	201836	9	9	0
AWS/ap-southeast-1	600	6	6	0
USA/MA	402766	7	0	7
USA/VA	172	2	2	0
AWS/us-east-2	100	1	1	0
USA/VT	1800	24	12	3
USA/NH	11100	148	74	56
GitHub	300	4	2	2
USA/WI	75	1	1	0
MEX/GUA	75	1	1	0
