region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
VPN	4925555652	8894	361	118
AWS/us-east-1	79557025612	9559	124	139
USA/MD	1545657888	1242	332	172
GitHub	10343427540	54848	1265	1051
AWS/ap-southeast-1	1383463452	259	259	0
USA/MA	93834328414	2301	1	174
SWE/W	139301091480	242	242	0
USA/CA	77944689152	426	151	42
AWS/us-east-2	3959254728	10	10	0
AWS/ap-south-1	27251328	1	1	0
USA/NY	78579169148	139	139	0
CHN/SH	437690404	2	2	0
FRA/IDF	92788184	392	15	13
DEU/NW	28814516	150	4	4
RUS	11529408	1	1	0
VNM/DN	7271388	1	1	0
MEX/CMX	281347484	1344	77	53
USA/NH	3280292688	13728	312	221
VNM/SG	95445156	10	10	0
VEN/A	10546788	1	1	0
PAK/PB	25089564	4	4	0
MDA/CU	10415772	1	1	0
ZAF/LP	24303468	1	1	0
BGD/B	5633688	1	1	0
FRA/HDF	11922456	1	1	0
IRQ	2030748	1	1	0
UKR/63	8974596	1	1	0
ARG	7140372	1	1	0
FRA	13691172	1	1	0
CAN/BC	734814132	260	6	3
VNM/HN	111036060	9	9	0
HKG	1244652	1	1	0
CRI/SJ	6878340	2	2	0
ARG/U	5961228	1	1	0
BOL/S	4978608	1	1	0
UKR/51	26530740	1	1	0
LBN/BA	2816844	1	1	0
VEN/P	7664436	1	1	0
FRA/OCC	9957216	1	1	0
BRA/RN	5175132	1	1	0
SAU/01	18538764	2	2	0
COG/13	7336896	1	1	0
IND/TS	9826200	1	1	0
BGD	60201852	7	7	0
ARE/SH	1113636	1	1	0
USA/OH	2047381952	4	4	0
ARE/AZ	6878340	1	1	0
COL/VAC	12839568	2	2	0
BGD/C	6026736	2	2	0
CHL/LL	3668448	1	1	0
ALB/11	5437164	1	1	0
FRA/NAQ	28692504	2	2	0
MYS/08	12708552	1	1	0
VNM/61	10743312	2	2	0
KGZ/GB	21945180	2	2	0
ARG/B	9957216	2	2	0
DZA/05	2685828	1	1	0
COL/BOL	6419784	1	1	0
ARG/X	1113636	1	1	0
AWS/us-west-2	50893404	158	6	2
USA/WA	1850776	6	2	2
IDN/AC	24893040	2	2	0
IRQ/BG	8122992	2	2	0
GEO/TB	3471924	1	1	0
PRY/ASU	19783416	2	2	0
SEN	3013368	1	1	0
NGA/LA	11529408	2	2	0
COL/DC	5699196	2	2	0
TUR/01	4585560	1	1	0
PSE/RBH	1703208	1	1	0
IND/MH	1244652	1	1	0
MEX/QUE	9105612	1	1	0
UZB/TK	40483944	4	4	0
SYR/DI	982620	1	1	0
MYS/10	9826200	1	1	0
TUR/16	5371656	1	1	0
OMN/MA	21748656	1	1	0
BRA/RS	34522716	3	3	0
AGO/LUA	14084220	1	1	0
PHL/06	15066840	1	1	0
IND/SK	28561488	1	1	0
BRA/PI	8647056	1	1	0
MYS/14	917112	1	1	0
UKR/18	13232616	1	1	0
CIV/AB	30657744	2	2	0
CHE/VD	12279024	28	2	2
IRQ/AR	5371656	1	1	0
ECU/O	31771380	1	1	0
ETH/AA	917112	1	1	0
VNM/49	8254008	1	1	0
ECU/P	8188500	1	1	0
KEN/30	12970584	2	2	0
KAZ/19	1048128	1	1	0
CHL/RM	1375668	1	1	0
JOR	6485292	2	2	0
MAR/06	9957216	1	1	0
SYR	2030748	1	1	0
PAN/8	5699196	1	1	0
BRA/SC	4716576	1	1	0
ARM/ER	13625664	1	1	0
ITA/25	7926468	1	1	0
BRA/GO	40025388	4	4	0
SVK/TC	50244636	1	1	0
SEN/DK	5568180	1	1	0
GBR/ENG	14018712	1	1	0
USA/TX	22469244	2	2	0
KAZ/71	6026736	1	1	0
ARG/M	1768716	1	1	0
SYR/HA	2620320	1	1	0
NPL/P3	2882352	3	3	0
BRA/RJ	3340908	1	1	0
BLR/HM	6157752	1	1	0
USA/IL	20304104	75	2	2
ARE/AJ	5306148	1	1	0
ZAF/MP	3733956	1	1	0
USA/FL	8778072	1	1	0
BRA/MG	15656412	2	2	0
GCP/us-central1	1764483548	6	6	0
USA/LA	200034177	74	5	2
EST/37	71920304	1	1	0
SGP	13494648	2	2	0
DEU/HH	11922456	1	1	0
PHL/03	1768716	1	1	0
MAR/07	4389036	1	1	0
PHL/13	12839568	1	1	0
TUR/34	2816844	1	1	0
PAK/SD	10153740	1	1	0
PER/CUS	12577536	1	1	0
MEX/JAL	4323528	1	1	0
SVK/ZI	4323528	1	1	0
SAU/02	982620	1	1	0
IRQ/KI	11463900	1	1	0
MEX/VER	1048128	1	1	0
IRQ/KA	9826200	1	1	0
BRA/BA	2358288	1	1	0
MEX/ROO	4454544	1	1	0
NPL	1113636	1	1	0
