date	bytes_sent	number_of_requests	number_of_downloads
2026-02-12	82088973932	19180	240
2026-02-13	78331029388	340	140
2026-02-16	341046992	<50	<50
2026-02-17	1421053989	1220	<50
2026-02-18	1370178060	<50	<50
2026-02-19	66719967088	1320	<50
2026-02-20	9589473724	260	<50
2026-02-21	1802234152	80	<50
2026-02-23	213022980	160	<50
2026-02-24	2749865836	1260	<50
2026-02-25	449186876	380	<50
2026-02-26	1325634384	1240	280
2026-02-27	73001296	320	<50
2026-02-28	414379680	1660	<50
2026-03-01	79948816	280	<50
2026-03-02	123907608	500	<50
2026-03-03	140986396	580	<50
2026-03-04	91090036	380	<50
2026-03-05	82581820	320	<50
2026-03-06	141696740	520	<50
2026-03-07	205741244	820	<50
2026-03-08	155163084	560	<50
2026-03-09	94809116	400	<50
2026-03-10	123890004	540	<50
2026-03-18	407055972	1720	<50
2026-03-19	1196736656	1240	120
2026-03-20	262789100	1140	<50
2026-03-26	7165200	<50	<50
2026-03-27	130772224	580	<50
2026-03-29	50893404	160	<50
2026-03-30	1850776	<50	<50
2026-04-08	8460496152	<50	<50
2026-04-09	130654119800	220	220
2026-04-10	848217820	3200	80
2026-04-11	425258088	1760	<50
2026-04-12	298488360	1300	<50
2026-04-16	101432	<50	<50
2026-04-19	104376	<50	<50
2026-04-20	258072524	1140	<50
2026-04-21	1672164724	2380	140
2026-04-22	261871232	1160	<50
2026-04-23	8681560	<50	<50
2026-04-25	77320	<50	<50
2026-04-28	186502800	<50	<50
2026-05-01	23488	<50	<50
2026-05-04	86480	<50	<50
2026-05-07	45744	<50	<50
2026-05-12	71920304	<50	<50
2026-05-13	11424	<50	<50
2026-05-14	28130956	140	<50
2026-05-15	816202144	560	<50
2026-05-16	1429446252	440	<50
2026-05-17	4930075736	740	<50
2026-05-18	514945040	340	100
2026-05-19	566913944	380	<50
2026-05-20	35581940	180	<50
2026-05-21	88610324	420	<50
2026-05-22	67502556	280	<50
2026-05-23	66411268	260	<50
2026-05-24	57005384	240	<50
2026-05-25	39030684	200	<50
2026-05-26	18317068	120	<50
2026-05-27	225941396	1400	<50
2026-05-28	68362968	360	<50
2026-05-29	470530100	240	<50
2026-05-30	73799672	400	<50
2026-05-31	55874740	260	<50
2026-06-01	27476496	180	<50
2026-06-02	97640332	300	<50
2026-06-03	101869748	80	<50
2026-06-04	181179416	440	<50
2026-06-05	124596216	<50	<50
2026-06-06	113066808	<50	<50
2026-06-07	227247252	<50	<50
2026-06-08	126757980	<50	<50
2026-06-09	75792756	<50	<50
2026-06-10	339581340	1260	<50
2026-06-11	172353400	180	<50
2026-06-12	292091004	1220	<50
2026-06-13	239094392	1060	<50
2026-06-14	232805080	380	<50
2026-06-15	269169548	280	<50
2026-06-16	171479720	720	<50
2026-06-17	163196440	440	<50
2026-06-18	161628688	540	<50
2026-06-19	74728240	300	<50
2026-06-20	163557812	800	<50
2026-06-21	196257824	740	<50
2026-06-22	23822188	180	<50
2026-06-23	134310936	980	<50
2026-06-24	116475152	740	<50
2026-06-25	141852956	720	<50
2026-06-26	205954288	400	100
2026-06-27	183597184	560	<50
2026-06-28	142409652	820	<50
2026-06-29	4016786892	320	<50
2026-06-30	92236956	480	<50
2026-07-01	95391024	560	<50
2026-07-02	90203744	460	<50
2026-07-03	57924464	300	<50
2026-07-04	148652656	1020	<50
2026-07-05	127787592	800	<50
2026-07-06	1820648418	500	<50
2026-07-07	925922612	620	<50
2026-07-08	60853872	320	<50
2026-07-09	158578352	300	80
2026-07-10	88719508	560	<50
2026-07-11	87168416	400	<50
2026-07-12	35132596	220	<50
2026-07-13	108819444	740	<50
2026-07-14	108018128	700	<50
2026-07-15	77022872	500	<50
2026-07-16	157178592	940	<50
2026-07-17	82001952	480	<50
2026-07-18	123234700	720	<50
2026-07-19	720588	<50	<50
