region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-2	22252573287	220689	4	29
NLD	17147326149	786	3	3
NOR/50	8757430176	1677	0	2
GitHub	62128321793	1229772	313	373
VPN	84442128685	4371	72	42
USA/MA	103196827729	11058	0	35
USA/VA	15971038652	4085	6	4
AWS/us-east-1	62994558676	9192	37	36
USA	52442523689	2651	18	3
CHN	52327449194	5343	0	10
CAN/QC	27506068447	1661	6	10
AWS/ap-southeast-2	56537831499	13	13	0
MEX/CMX	1302434913	6508	47	35
USA/CA	41218351315	373	19	7
JOR/AM	21486624	2	2	0
USA/MD	346696132	920	11	11
AWS/ap-southeast-1	154467864	21	21	0
AWS/us-west-2	838624081	3866	15	9
RUS/PER	11332884	1	1	0
BGD	17883684	3	3	0
CAN/ON	39306115613	9	9	0
BRA/TO	12118980	1	1	0
USA/NY	78776172502	5959	19	2
IND/WB	1048128	1	1	0
SYC	9433152	3	3	0
USA/GA	5428749380	9444	0	9
USA/IL	278862988	620	7	2
USA/IN	91262556	330	6	2
GBR/ENG	111298092	6	6	0
VNM/HN	23124324	2	2	0
IRQ/NI	9957216	1	1	0
CHE/VD	51805424	241	2	2
VNM	11922456	1	1	0
USA/NC	41794104	2	2	0
ESP/CT	3864972	1	1	0
CHN/BJ	1224312	4	1	1
USA/WA	8868408	8	2	2
PRT/06	220953820	83	3	1
USA/OH	975468124	6	5	1
TWN/TPE	5285698944	1	1	0
BRA/SP	10415772	1	1	0
USA/FL	20438496	2	2	0
KOR/30	10571397888	2	2	0
BRA/BA	11791440	1	1	0
VNM/20	9040104	1	1	0
OMN/MA	24499992	2	2	0
USA/WI	19324860	1	1	0
CHN/SN	14477268	1	1	0
VNM/68	11463900	1	1	0
KEN/28	16049460	1	1	0
RUS/IRK	15459888	1	1	0
USA/MO	27513360	1	1	0
USA/LA	9498660	1	1	0
USA/TX	5764704	1	1	0
VNM/49	851604	1	1	0
ETH/AA	4127004	1	1	0
IRQ/BG	8647056	1	1	0
BRA/PR	13887696	1	1	0
JAM/01	3078876	1	1	0
USA/TN	8647056	1	1	0
SYR	5044116	2	2	0
DEU/HE	19128336	1	1	0
ZAF/GP	7926468	1	1	0
SEN/DK	14804808	1	1	0
RUS	9891708	1	1	0
RUS/MOW	9236628	1	1	0
TWN/KHH	1113636	1	1	0
DOM/01	3078876	1	1	0
BGD/C	917112	1	1	0
JPN/13	68215234	308	1	1
USA/RI	1897144870	362	0	1
QAT/DA	20176464	1	1	0
IND/MH	15328872	1	1	0
BGD/E	10088232	1	1	0
FRA/IDF	16684900	23	4	3
ZAF/FS	10612296	1	1	0
VNM/SG	17425128	1	1	0
PER/CAJ	1375668	1	1	0
VNM/45	851604	1	1	0
BRA/PI	1113636	1	1	0
PAK	7926468	1	1	0
UKR	16245984	1	1	0
CHL/BI	1113636	1	1	0
NLD/NH	18211224	1	1	0
