region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
CHN	431506528	77	0	7
GitHub	831827560	456	92	86
AWS/us-east-1	360852712	53	12	6
VPN	1182236132	86	46	17
HKG	251452976	4	4	0
USA/MA	457604446	64	0	28
AWS/us-west-2	48023668	31	11	5
CAN/ON	312900856	6	6	0
KOR/42	127121712	2	2	0
USA/WA	29778640	7	3	2
USA/DC	48868968	6	6	0
CHN/HE	312900856	6	6	0
USA/CA	91136908	49	17	16
MEX/CMX	30935340	75	25	19
CHE/VD	339248252	76	7	6
USA/OR	316180744	15	9	1
GCP/us-central1	485788064	8	8	0
USA/NY	177014212	15	2	1
ITA/25	64584899	12	2	1
DEU/SN	118605672	1	1	0
NOR/03	118605672	1	1	0
CHL/VS	46903728	2	2	0
USA/IL	2186592	6	2	2
EST/37	20910232	1	1	0
CHN/SH	51201120	2	2	0
SGP	16377000	2	2	0
MAR/07	1048128	1	1	0
BRA/SP	20910232	1	1	0
KOR/11	1224312	3	1	1
USA/MD	5242888	1	0	1
ISL/1	20910232	1	1	0
FRA/IDF	8782560	9	3	3
IND/DL	20910232	1	1	0
CAN/BC	1	1	0	1
KNA/03	12688212	4	2	1
