region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	10634031400	53788	102	161
USA/MA	424371674	20	2	4
CHN	118359600	23	0	1
VNM/SG	236719200	2	2	0
VPN	1074015002	72	17	7
AWS/us-east-2	203595348	4748	0	18
PRT/11	946876800	8	8	0
CAN/QC	16518240	4	0	2
MEX/CMX	46483952	70	18	7
AWS/us-east-1	254367424	43	4	12
USA/GA	238905532	12	3	1
NOR/50	228239120	55	0	2
USA/MD	141633132	21	6	4
USA/CA	402611156	25	9	5
GCP/us-central1	591798000	5	5	0
USA/TX	118359600	1	1	0
ITA/34	118359600	1	1	0
AWS/us-west-2	9024980	18	4	2
ESP/CT	42949460	13	3	1
USA/MO	118359600	1	1	0
USA/VA	280653552	59	3	4
GBR/ENG	2490329808	22	22	0
IND	118359600	1	1	0
USA/IN	236719200	2	2	0
USA/NV	253541509	7	2	1
IND/MH	236719200	2	2	0
AUS/NSW	118359600	1	1	0
JPN/13	4985332	5	1	1
CAN/ON	236719200	2	2	0
USA/WI	118359600	1	1	0
CHL/RM	121478708	2	2	0
JPN	118359600	1	1	0
JPN/35	118359600	1	1	0
USA/NY	46763632	94	3	2
SWE/AB	8259120	2	0	1
KOR/41	118359600	1	1	0
CHN/HB	118359600	1	1	0
DEU/RP	118359600	1	1	0
NLD	118359600	1	1	0
USA/RI	21761120	5	0	1
IND/KL	9622780	1	1	0
FRA/PAC	118359600	1	1	0
CHE/AG	1528696	5	1	1
GCP/us-west1	118359600	1	1	0
USA/WA	6213596	3	1	1
USA	8361864	1	1	0
EST/37	118359600	1	1	0
CHN/SH	140662252	7	1	3
CHE/VD	3400628	10	2	1
SGP	473438400	4	4	0
CHN/BJ	1323896	4	1	1
USA/IL	6041448	5	1	1
HKG	118359600	1	1	0
FRA/IDF	13259264	16	4	3
