region	bytes_sent
AWS/us-east-1	1546675793263
US/California	1545958846444
US/Virginia	1545428633414
US/Florida	538220504194
AWS/us-east-2	340266720830
CN/Shanghai	327673603518
UY/Montevideo Department	23474786698
US/North Carolina	23349860012
GitHub	21140673844
US/New York	17388766092
CA/Quebec	2649424962
US/Texas	1237657962
DK/Central Jutland	1113681196
US/Indiana	916391793
GCP/us-central1	653129708
GB/England	503145696
AWS/ap-southeast-1	419775264
US/New Jersey	376298768
AT/Salzburg	306898207
SE/Stockholm	250043188
US/Connecticut	176859536
US/Maryland	150091453
IN/Maharashtra	41928808
VN/Tiền Giang	33802128
US/New Hampshire	33789995
HK/Hong Kong	30998266
VPN	27775393
GCP/us-west3	24587259
GCP/us-west1	24587259
GCP/us-east1	24587259
US/Rhode Island	13309234
US/Pennsylvania	12971624
