week_start	Neurophysiology
2023-06-26	1885107678692
2023-07-03	109707036
2023-07-10	24030427748
2023-07-17	710910525
2023-07-24	824576
2023-07-31	42547240
2023-08-07	1545710077710
2023-08-14	487913784
2023-08-21	618432
2023-08-28	126817144
2023-09-04	618432
2023-09-11	347087659
2023-09-18	824576
2023-09-25	42959528
2023-10-16	180718260752
2023-10-23	7280727607
2023-10-30	139801020015
2023-11-06	412288
2023-11-13	113132078
2023-11-20	1545749428324
2023-11-27	24886490
2023-12-04	514338086
2023-12-11	2998251977
2024-01-01	83857616
2024-01-08	24587259
2024-01-15	49174518
2024-01-22	1574753453
2024-02-05	55072777
2024-02-19	135269293
2024-02-26	7860960
2024-03-04	19963851
2024-03-11	4109676950
2024-03-18	5654662215
2024-03-25	4134232660
2024-04-01	2889009132
2024-04-08	7860960
2024-04-15	1742667901
2024-04-22	697549810
2024-04-29	848204036
2024-05-06	559974711937
2024-05-13	108129759
2024-05-20	15829036563
2024-05-27	7795452
2024-06-03	235632276
2024-06-10	113197824
2024-06-17	36946512
2024-06-24	41597580
2024-07-01	7795452
2024-07-08	3530373114
2024-07-15	150416379
2024-07-22	2179794436
2024-07-29	1666000260
2024-08-05	1861173877
2024-08-12	25247856
2024-08-19	132289324
2024-08-26	183386500813
2024-09-02	1109126417954
2024-09-09	1122114662597
2024-09-16	1911906770
2024-09-23	4021468920
2024-09-30	3375588835
2024-10-07	1704601278
2024-10-14	1267936012
2024-10-21	5992478190
2024-10-28	167979187
2024-11-11	83391684
2024-11-18	2044380274
2024-11-25	34522716
2024-12-02	1181351274
2024-12-23	455444172
2024-12-30	798905506
2025-01-06	22930271
2025-01-13	116918860
2025-01-20	966641534
2025-01-27	344981931
2025-02-03	293541348
2025-02-10	3924930556
2025-02-17	259911627144
2025-03-03	889992
2025-03-10	27589998
2025-03-17	1545404613698
2025-03-31	168038031
2025-04-07	73715576
2025-04-28	116986503
2025-05-05	76648702462
2025-05-12	365813496
2025-05-19	2256675486
2025-06-09	122311642
2025-06-23	162274416
2025-07-14	141839472
2025-07-21	89889548494
2025-07-28	378499774789
2025-08-04	289128120881
2025-08-11	513500750026
2025-08-18	280716244798
2025-08-25	314953226450
2025-09-01	128176496857
2025-09-08	184250164646
2025-09-22	72624483
2025-09-29	5214849
2025-10-06	1737542954
2025-10-13	2063113674
2025-10-20	728079322
2025-10-27	713274514
2025-11-03	10409341093
2025-11-10	9509556769
2025-11-17	4988008498
2025-11-24	4979361442
2025-12-01	4993576678
2025-12-08	185130727590
2025-12-15	1646381555618
2025-12-22	7139283884
2025-12-29	299151858308
2026-01-05	209093328834
2026-01-12	49848375819
2026-01-19	242480427705
2026-01-26	509035049258
2026-02-02	312768814327
2026-02-09	2866874088
2026-02-16	128238687313
2026-02-23	5600018943
2026-03-02	2098653181
2026-03-09	1545684791474
2026-03-16	4340127211
2026-03-23	3176031190
2026-03-30	324456134392
2026-04-06	1937566000
2026-04-13	2101376366
2026-04-20	4935220618
2026-04-27	12919582000
2026-05-04	134625504002
2026-05-11	2694027239
2026-05-18	20994833327
2026-05-25	117443490537
2026-06-01	1927251231
2026-06-08	114011820173
2026-06-15	127233144185
2026-06-22	14580896290
2026-06-29	3001373423
