date	bytes_sent	number_of_requests	number_of_downloads
2023-06-30	1885107266404	184320	<50
2023-07-01	206144	360	<50
2023-07-02	206144	360	<50
2023-07-03	109294748	<50	<50
2023-07-04	206144	360	<50
2023-07-06	206144	360	<50
2023-07-10	104	<50	<50
2023-07-11	206144	360	<50
2023-07-12	206144	360	<50
2023-07-13	23598546783	580	<50
2023-07-14	431056285	420	<50
2023-07-15	206144	360	<50
2023-07-16	206144	360	<50
2023-07-17	150622523	360	<50
2023-07-18	206144	360	<50
2023-07-19	559257282	2380	<50
2023-07-20	206144	360	<50
2023-07-21	206144	360	<50
2023-07-22	206144	360	<50
2023-07-23	206144	360	<50
2023-07-24	206144	360	<50
2023-07-25	206144	360	<50
2023-07-26	206144	360	<50
2023-07-29	206144	360	<50
2023-07-31	42134952	360	<50
2023-08-02	206144	360	<50
2023-08-04	206144	360	<50
2023-08-07	206144	360	<50
2023-08-08	1545709253134	1500	120
2023-08-09	206144	360	<50
2023-08-12	206144	360	<50
2023-08-13	206144	360	<50
2023-08-14	487295352	980	<50
2023-08-16	206144	360	<50
2023-08-18	206144	360	<50
2023-08-19	206144	360	<50
2023-08-22	206144	360	<50
2023-08-24	206144	360	<50
2023-08-25	206144	360	<50
2023-08-29	41928808	<50	<50
2023-08-30	206144	360	<50
2023-08-31	84063760	360	<50
2023-09-02	206144	360	<50
2023-09-03	412288	720	<50
2023-09-04	206144	360	<50
2023-09-07	206144	360	<50
2023-09-08	206144	360	<50
2023-09-11	206144	360	<50
2023-09-12	223519914	820	<50
2023-09-14	123155457	760	<50
2023-09-16	206144	360	<50
2023-09-18	206144	360	<50
2023-09-21	206144	360	<50
2023-09-22	206144	360	<50
2023-09-24	206144	360	<50
2023-09-25	412288	720	<50
2023-09-27	42134952	360	<50
2023-09-29	206144	360	<50
2023-10-01	206144	360	<50
2023-10-18	206144	360	<50
2023-10-20	96603609	<50	<50
2023-10-21	180423138129	21500	<50
2023-10-22	198312870	<50	<50
2023-10-23	185564357	380	<50
2023-10-24	257035993	<50	<50
2023-10-25	6838127257	820	<50
2023-10-31	153014804	380	<50
2023-11-01	83763741	<50	<50
2023-11-02	139522312662	16640	<50
2023-11-03	41928808	<50	<50
2023-11-08	206144	360	<50
2023-11-12	206144	360	<50
2023-11-16	206144	360	<50
2023-11-18	41928808	<50	<50
2023-11-19	70997126	<50	<50
2023-11-20	66192785285	60	60
2023-11-21	1479522440756	100	60
