region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/CA	1232996	8	4	4
USA/IL	617540	3	3	0
VPN	8129196	43	36	5
AWS/us-east-1	3499412	17	17	0
GitHub	12762568	93	31	27
CHN	2058476	10	10	0
USA/MD	924740	6	3	3
USA/MA	1440936	7	0	7
USA/NV	617540	3	3	0
AWS/ap-southeast-1	1234968	6	6	0
USA/VA	617540	3	3	0
USA	411684	2	2	0
EST/37	205828	1	1	0
DEU/NW	924740	6	3	3
CHE/VD	308228	2	1	1
MEX/CMX	1232996	8	4	4
GCP/us-central1	617540	3	3	0
FRA/IDF	924768	6	3	3
