region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
HKG/KKC	8118692560	973	0	13
USA/NH	30084751848	28297	5724	4880
AWS/us-east-1	169292621640	21613	578	406
GH-actions	166357386558	27083	4356	3912
USA/MA	215354054058	4387	10	192
CHN	385110429756	21300	137	142
DEU/BW	4460883576	7	6	1
USA/VT	1940620160	2046	431	282
USA	58119095428	10899	169	55
AWS/ap-southeast-1	2211939182	373	373	0
CAN/QC	58451227778	338	46	123
VPN	402799968532	1430	1076	170
USA/CA	152115207356	1624	396	266
USA/MO	74055015700	61	60	1
USA/PA	33650992797	5894	782	212
USA/MD	147655722932	203	137	8
ITA/25	46276548	15	2	3
BEL	9871848734	14	14	0
GCP/us-central1	1395601878	27	15	4
KOR/28	145809634804	142	125	2
USA/IL	3757425918	92	73	16
TUR/34	947408200	3	3	0
VNM/DN	851604	1	1	0
DEU/RP	17916485254	25	25	0
AWS/ap-northeast-1	6334785536	10	10	0
DEU/NI	87601995922	73	68	2
CHN/GD	232143556	129	4	7
AWS/us-west-2	757805136	6	3	1
USA/KS	93961217580	95	91	2
AWS/us-east-2	4089396264	1248	11	9
SAU/02	1113636	1	1	0
MEX/CMX	103018590	259	73	49
DEU/HE	1113636	1	1	0
USA/GA	31640364	2	2	0
VNM/SG	25702110	11	11	0
GBR/SCT	156160964304	15980	70	46
NOR/50	222898840	56	0	9
TUN/11	1113636	1	1	0
USA/NY	243347167364	37098	1542	391
NLD	58719912372	2753	40	41
IND/HR	8122992	2	2	0
USA/NJ	5128929869	147	41	20
USA/ME	92497996	16	4	2
SWE	83702571	16	6	3
KOR/30	2435998692	3	3	0
VNM/61	1048128	1	1	0
BRA/SP	49196508	8	8	0
USA/TX	66032064	2	2	0
USA/VA	2967788366	104	38	7
HUN/BA	1130939594	25	4	2
IRL/L	11463900	2	2	0
SGP	81092198	27	12	5
FRA/GES	17622244	4	3	1
BEN/LI	1310160	1	1	0
SYC	10743312	3	3	0
VNM/HN	38992576	10	10	0
GBR/ENG	10307926606	31	31	0
USA/MI	6587638356	11	5	4
VEN/O	6223260	1	1	0
BRA/PB	9826200	2	2	0
JPN/13	8303692	15	4	2
ISR/TA	17032080	1	1	0
BRA/MG	13363632	5	5	0
HKG	1958633302	41	12	4
KOR/11	3922040460	174	13	1
ROU	9802739104	5	5	0
ISL/1	4612298944	2	2	0
RUS/KLU	1375668	1	1	0
VNM/51	851604	1	1	0
ISR/HA	114459452	6	3	1
CHE/VD	3038378	9	2	2
MYS/10	2358288	1	1	0
IDN/JI	1113636	1	1	0
TUR/33	1375668	1	1	0
COL/VAC	1768716	1	1	0
ZAF/NC	1113636	1	1	0
AUS/NSW	25411520	1	1	0
EST/37	25411520	1	1	0
PAK/SD	1113636	1	1	0
ZAF/GP	1113636	1	1	0
TWN/CYQ	917112	1	1	0
HUN/BU	224440904	77	5	4
USA/CO	25411520	1	1	0
HUN/VE	27251328	1	1	0
BGD	14608284	4	4	0
PHL/00	917112	1	1	0
JOR/AM	2620320	2	2	0
QAT/DA	14018712	1	1	0
THA/10	1113636	1	1	0
IRQ/BG	2030748	2	2	0
BRA/TO	7795452	1	1	0
MEX/COA	22731276	1	1	0
ARG/D	1375668	1	1	0
BRA/RJ	14608284	3	3	0
IDN	2882352	3	3	0
ZAF/WC	2489304	2	2	0
VEN/V	15197856	2	2	0
CHL/VS	1113636	1	1	0
BRA/ES	1899732	1	1	0
CHN/SN	129277166	3	1	1
CAN/ON	13494648	2	2	0
RUS/LIP	1244652	1	1	0
COL/DC	2620320	1	1	0
IDN/JB	1113636	1	1	0
USA/AZ	546697112	1	1	0
USA/DC	315264986	78	22	11
USA/WA	37303641	9	3	1
NLD/OV	1113636	1	1	0
IND	917112	1	1	0
IRQ/KA	1113636	1	1	0
IDN/JK	8254008	2	2	0
VEN/G	1113636	1	1	0
DZA/15	1113636	1	1	0
ITA/75	23190424	3	2	1
PHL/03	917112	1	1	0
VNM/39	56598912	2	2	0
IND/UP	1244652	1	1	0
BRA/PR	4323528	1	1	0
VNM/HP	1703208	2	2	0
ARG/N	1441176	1	1	0
USA/DE	36344876	8	3	2
CHL/RM	5502672	4	4	0
JOR	2227272	2	2	0
FRA/OCC	2751336	1	1	0
ROU/B	1048128	1	1	0
ARG/B	5961228	4	4	0
MAR/04	2292780	1	1	0
ARG/U	1048128	1	1	0
VNM/37	924770	1	1	0
VNM/68	1849540	2	2	0
ESP/CT	924770	1	1	0
SRB	924770	1	1	0
SRB/00	924770	1	1	0
DEU/NW	924770	1	1	0
HND/CR	924770	1	1	0
UZB/TK	5182790	2	2	0
NGA/LA	1776374	2	2	0
PAK/PB	2030748	2	2	0
VNM	1048128	1	1	0
XK	9629676	1	1	0
IND/TN	1048128	1	1	0
MEX/AGU	1048128	1	1	0
MYS/14	1	1	0	1
USA/FL	3908783408	2	2	0
ARG/J	2423796	1	1	0
DZA/03	2751336	1	1	0
ARG/E	1375668	1	1	0
LBN/BA	3078876	2	2	0
SAU/04	1113636	1	1	0
IRQ/AR	1113636	1	1	0
DOM/01	851604	1	1	0
COL/SAN	3406416	1	1	0
GIN/C	851604	1	1	0
AUS/WA	1048128	1	1	0
VNM/56	851604	1	1	0
IRQ/NI	1179144	1	1	0
ARG	1375668	1	1	0
EGY/C	1115684	2	1	1
GCP/us-east5	54093756	20	8	4
RUS	31337652	10	4	1
GCP/us-west1	81435420	30	12	6
GCP/us-south1	14456928	5	2	1
GCP/us-east1	27603696	10	4	2
GCP/us-west4	20156124	5	2	1
GCP/us-east4	14129388	5	2	1
CHN/JS	335720336	12	12	0
CZE/32	2306149472	1	1	0
ESP/CM	3275400	1	1	0
SYR	917112	1	1	0
BGD/B	20504004	1	1	0
BIH/BIH	5633688	1	1	0
ARE	22665768	1	1	0
BRA/PA	2358288	1	1	0
FRA/IDF	12911256	18	6	3
EGY/KB	7664436	1	1	0
PRY/ASU	7598928	1	1	0
BRA/GO	1375668	1	1	0
BRA/RS	1703208	1	1	0
PRT/03	5961228	1	1	0
ESP	8406376	2	0	1
USA/RI	16812752	4	0	1
VEN/A	2030748	1	1	0
KHM/12	67839175	17	4	3
FRA/NAQ	1113636	1	1	0
ESP/VC	1113636	1	1	0
