region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/MI	27356820	4	4	0
GitHub	34408799	73	7	6
AWS/us-east-1	39187395	10	10	0
USA/PA	13533585	3	2	1
USA/MA	30589931	259	2	3
VPN	88519184	30	15	3
PRT/11	6864000	3	1	1
GCP/us-central1	34196025	5	5	0
USA/MD	4580517	4	1	1
CHN	13678410	2	2	0
USA/CA	5820126	8	2	2
USA/NV	6839205	1	1	0
EST/37	6839205	1	1	0
CHE/VD	1919517	7	1	1
MEX/CMX	4144979	16	3	3
FRA/IDF	6273639	12	3	3
