region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	2443221130	352	64	1
AWS/ap-southeast-1	10387616	14	14	0
VPN	66960904	263	51	51
GitHub	193454616	943	132	94
JPN/26	28889628	59	59	0
USA/CA	52081145	41	21	3
USA/MA	2964956	8	0	4
SGP	1175072	3	3	0
USA/IL	2522384	12	2	2
CHN	2252368	3	3	0
MEX/CMX	1200496	5	1	1
FRA/IDF	3285544	13	3	3
