region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-2	1018264516	8083	2	25
PRT/11	976593864	8	8	0
GitHub	16596367240	59824	126	322
USA/CA	1215126568	40	13	6
CHN	2162494920	120	0	3
AWS/us-east-1	760041312	110	4	10
USA/VA	1524570112	300	4	4
AWS/ap-southeast-1	7764588	1	1	0
VPN	3695319476	41	27	3
USA/CT	64588168	1	1	0
ITA/52	28076696	7	0	2
USA/MD	35271884	64	9	6
NOR/50	294852624	77	0	3
VNM/SG	129176336	2	2	0
GBR/ENG	8061976648	19	19	0
NLD	635320564	3	3	0
USA/RI	62692504	14	0	1
CAN/QC	50721824	12	0	3
JPN/13	6722196	10	1	1
CHE/AG	8231444	9	2	2
USA/MA	2491572324	80	0	8
MEX/CMX	57106936	90	20	11
USA/NV	1205868872	32	4	2
USA/NY	535163492	40	4	3
USA	14998264	2	2	0
EST/37	64588168	1	1	0
USA/IL	14752240	13	3	2
CHE/VD	6565192	11	1	1
GCP/us-central1	64588168	1	1	0
FRA/IDF	12926780	30	6	5
SGP	129176336	2	2	0
CHN/SH	16077992	5	0	1
USA/NH	508018452	456	114	103
USA/VT	35245248	32	8	6
IND/MH	1048953376	2	2	0
ITA	207058420	13	0	1
SEN/DK	1393644	1	1	0
ARG/B	1725464	1	1	0
UGA/C	1128188	1	1	0
ZWE/HA	1260916	1	1	0
SAU/05	1128188	1	1	0
IND/MP	1061824	1	1	0
RUS	1061824	1	1	0
LBY/TB	1128188	1	1	0
PHL/08	1128188	1	1	0
