region	bytes_sent
US/California	11503570230468
AWS/us-east-1	1738644088399
US/Pennsylvania	1562527360637
NL/North Holland	1434373899425
NO/Trøndelag	1185997769859
CN/Shanghai	1050160439364
AWS/us-east-2	945340206918
US/Maryland	636163129392
JP/Yamanashi	587491200885
DE/Bavaria	537547540751
US/New York	483269785612
US/Massachusetts	392053427615
FR/Île-de-France	373070059602
GB/England	372735517919
HK/Hong Kong	269893291459
VPN	228045497821
US/Texas	225465820608
US/Georgia	180903339791
BE/Flanders	179896003641
US/Washington	159535746761
TW/Taiwan	157387996701
US/Florida	143372633055
US/Virginia	141796288321
DE/North Rhine-Westphalia	140581824553
CA/Quebec	127489876174
US/Indiana	126389504034
HK/Sha Tin	120841316135
JP/Shiga	120834669221
FR/Hauts-de-France	120789640778
US/Utah	120787125141
GCP/us-west1	113743859877
CN/Beijing	108034611995
GitHub	102366142906
DE/Berlin	92523768302
US/Connecticut	80936655430
IT/Lazio	80822210179
US/Oregon	80515211982
IT/Emilia-Romagna	80515211982
GB/Scotland	80515211982
US/Ohio	77845670779
US/New Jersey	71730789227
GCP/europe-west4	67545466800
JP/Tokyo	63300963958
FR/Auvergne-Rhône-Alpes	59127602713
AU/Victoria	53415057903
GCP/asia-southeast1	52806113144
CH/Vaud	51336393723
DK/Capital Region	49203244699
CA/Nova Scotia	45416928755
JP/Hyōgo	43377245040
KR/Seoul	42848501771
PT/Braga	40939381290
US/Rhode Island	40632523204
IT/Lombardy	40630399291
NL/South Holland	40569050061
DE/Bremen	40448233119
US/District of Columbia	40264166311
FR/Nouvelle-Aquitaine	40263590279
CH/Zurich	40257605991
BE/Brussels Capital	40257605991
GCP/us-east4	40257605991
GCP/us-west4	40257605991
US/Colorado	40257605991
MX/Mexico City	40257605991
US/Missouri	40257605991
CH/Geneva	40257605991
IL/Jerusalem	40257605991
IT/Piedmont	40257605991
IT/Trentino-Alto Adige	35219149249
SG/Singapore	27573530883
BE/Wallonia	22437256156
CN/Guangdong	21785044755
GCP/us-east1	19799641048
HK/Kwun Tong	19042573205
CL/Santiago Metropolitan	11742641868
DE/Saxony-Anhalt	10035057296
CH/Bern	8840901456
GCP/us-central1	8001567613
IT/Veneto	5896073486
SE/Stockholm	4215252122
HK/Sham Shui Po	2299420564
US/Montana	1380933856
AWS/ap-southeast-1	854442296
KR/Gyeonggi-do	409838349
CR/San José	398866488
US/New Hampshire	198391716
ES/Madrid	150156687
IN/Karnataka	116914577
FR/Grand Est	103044501
US/Wisconsin	95579020
HK/Kwai Tsing	62780344
BR/Santa Catarina	55679396
CA/British Columbia	48792976
CA/Ontario	47511311
PT/Lisbon	38649648
AU/South Australia	27573773
PT/Porto	19179196
SE/Västra Götaland	18290320
IT/Tuscany	14002804
IN/Maharashtra	9858928
PR/Bayamón	7921920
IN/Punjab	4929464
VN/Ho Chi Minh	4446080
VN/Kiên Giang Province	4446080
