asset_path	bytes_sent
sub-KSt117/sub-KSt117_ses-20150629T120000_behavior.nwb	13288001677
sub-KSt95/sub-KSt95_ses-20150429T120000_behavior.nwb	11581908042
sub-KSt96/sub-KSt96_ses-20150420T120000_behavior.nwb	10637573206
sub-KSt122/sub-KSt122_ses-20150719T120000_behavior.nwb	9891748617
sub-KSt101/sub-KSt101_ses-20150511T120000_behavior.nwb	9870172363
sub-KSt111/sub-KSt111_ses-20150529T120000_behavior.nwb	8848830195
sub-KSt109/sub-KSt109_ses-20150521T120000_behavior.nwb	8480913861
sub-KSt66/sub-KSt66_ses-20140718T120000_behavior.nwb	8095695463
sub-KSt107/sub-KSt107_ses-20150514T120000_behavior.nwb	7917608344
sub-KSt92/sub-KSt92_ses-20150405T120000_behavior.nwb	7914776318
sub-KSt106/sub-KSt106_ses-20150514T120000_obj-g7vu6s_behavior.nwb	7644652993
sub-KSt99/sub-KSt99_ses-20150506T120000_obj-1wybaw_behavior.nwb	7378363202
sub-KSt127/sub-KSt127_ses-20160909T120000_behavior.nwb	7288809076
sub-KSt124/sub-KSt124_ses-20150721T120000_behavior.nwb	6837354128
sub-KSm31/sub-KSm31_ses-20160824T120000_behavior.nwb	6777464563
sub-KSt115/sub-KSt115_ses-20150622T120000_behavior.nwb	5915070764
sub-KSt106/sub-KSt106_ses-20150514T120000_obj-1pi120h_behavior.nwb	5793096624
sub-KSt91/sub-KSt91_ses-20150413T120000_obj-u72o7l_behavior.nwb	5756468210
sub-KSt97/sub-KSt97_ses-20150427T120000_behavior.nwb	5649511344
sub-KSt89/sub-KSt89_ses-20150331T120000_behavior.nwb	5070890926
sub-KSt66/sub-KSt66_ses-20140711T120000_behavior.nwb	4937504447
sub-KSt80/sub-KSt80_ses-20141025T120000_behavior.nwb	4720038331
sub-KSt77/sub-KSt77_ses-20141110T120000_obj-maz7dk_behavior.nwb	4230586396
sub-KSt112/sub-KSt112_ses-20150610T120000_behavior.nwb	3926651169
sub-KSt107/sub-KSt107_ses-20150515T120000_obj-1lzhy6l_behavior.nwb	3716135232
sub-KSt119/sub-KSt119_ses-20150706T120000_behavior.nwb	3705290674
sub-KSt88/sub-KSt88_ses-20150320T120000_behavior.nwb	3592840775
sub-KSt82/sub-KSt82_ses-20141208T120000_behavior.nwb	3456361632
sub-KSt123/sub-KSt123_ses-20150729T120000_behavior.nwb	3143804981
sub-KSt77/sub-KSt77_ses-20141110T120000_obj-k3liaq_behavior.nwb	3143412068
sub-KSt107/sub-KSt107_ses-20150515T120000_obj-1yadv1x_behavior.nwb	3001738840
sub-KSt91/sub-KSt91_ses-20150413T120000_obj-2btolv_behavior.nwb	2746128956
sub-KSm11/sub-KSm11_ses-20160616T120000_behavior.nwb	2659421744
sub-KSt140/sub-KSt140_ses-20161205T120000_obj-ofsdfk_behavior.nwb	2225812420
sub-KSt76/sub-KSt76_ses-20140927T120000_behavior.nwb	2095782394
sub-KSt137/sub-KSt137_ses-20161015T120000_behavior.nwb	2093853804
sub-KSt119/sub-KSt119_ses-20150703T120000_behavior.nwb	2017149192
sub-KSt135/sub-KSt135_ses-20161027T120000_behavior.nwb	2008463216
sub-KSm6/sub-KSm6_ses-20160602T120000_behavior.nwb	1969058668
sub-KSt93/sub-KSt93_ses-20150416T120000_behavior.nwb	1956287638
sub-KSt140/sub-KSt140_ses-20161201T120000_behavior.nwb	1819074899
sub-KSt99/sub-KSt99_ses-20150506T120000_obj-r9qsp2_behavior.nwb	1809511469
sub-KSt94/sub-KSt94_ses-20150424T120000_behavior.nwb	1671061858
sub-KSt131/sub-KSt131_ses-20160923T120000_behavior.nwb	1660932664
sub-KSt138/sub-KSt138_ses-20161120T120000_behavior.nwb	1630910249
sub-KSm8/sub-KSm8_ses-20160604T120000_behavior.nwb	1589508768
sub-KSt137/sub-KSt137_ses-20161018T120000_obj-1jbvpxr_behavior.nwb	1539810126
sub-KSt89/sub-KSt89_ses-20150401T120000_behavior.nwb	1533682712
sub-KSt69/sub-KSt69_ses-20140725T120000_behavior.nwb	1462275418
sub-KSt135/sub-KSt135_ses-20161024T120000_behavior.nwb	1440237078
sub-KSt140/sub-KSt140_ses-20161205T120000_obj-13pr4ey_behavior.nwb	1364156870
sub-KSt126/sub-KSt126_ses-20160831T120000_behavior.nwb	1337617899
sub-KSt119/sub-KSt119_ses-20150702T120000_behavior.nwb	1333529314
sub-KSm9/sub-KSm9_ses-20160610T120000_behavior.nwb	1323369692
sub-KSt128/sub-KSt128_ses-20160913T120000_behavior.nwb	1251315186
sub-KSt130/sub-KSt130_ses-20160923T120000_behavior.nwb	1237791016
sub-KSm30/sub-KSm30_ses-20160831T120000_behavior.nwb	1166689157
sub-KSt137/sub-KSt137_ses-20161017T120000_behavior.nwb	1031199500
sub-KSt112/sub-KSt112_ses-20150606T120000_behavior.nwb	642311892
sub-KSt137/sub-KSt137_ses-20161018T120000_obj-1cimbwp_behavior.nwb	566538786
