region	bytes_sent
GitHub	100857642381
US/California	42118957818
US/Massachusetts	20912608770
NL/North Holland	19329773397
AWS/us-east-1	14380890997
CA/Quebec	13799011653
US/New Mexico	13745152235
US/Georgia	13521983121
CN/Shanghai	3082922276
AWS/us-east-2	2460047097
VPN	2010522415
GB/England	705832026
CA/British Columbia	518395680
HK/Hong Kong	518395680
GCP/us-central1	403715725
PT/Lisbon	350427561
AWS/ap-southeast-1	178386432
US/Rhode Island	99139207
US/Maryland	91792394
SE/Stockholm	80073818
IN/Maharashtra	78707854
VN/Ho Chi Minh	57536745
US/Washington	40036909
VN/Kiên Giang Province	38507707
US/New York	15860996
PT/Viseu	436152
