region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
VPN	235027326091	177	142	15
HKG/KKC	39993606	5	0	1
MEX/CMX	654009957	360	48	57
USA	113320153397	21602	16	8
AWS/us-east-1	220429259957	26295	35	16
CHN	127876389819	20456	2	14
USA/MA	247911532697	10141	0	38
AWS/ap-southeast-1	233863560	40	40	0
GCP/us-east1	20962560	2	2	0
USA/OK	222012137224	4724	23	8
USA/NY	237812090011	406	36	16
COL/DC	15066840	3	3	0
AWS/us-east-2	39993606	1	1	0
BEL	31509348	2	0	2
USA/MD	206463872	76	21	14
GBR/ENG	168456908	16	8	8
GitHub	138523444	323	43	43
USA/CA	11329428	223	5	5
CZE/52	35769216	3	2	1
IND/CH	3995989	2	1	1
USA/VA	213503609936	8	8	0
UZB/TK	8974596	1	1	0
FRA/IDF	19208020	70	11	12
USA/IL	9716224	12	2	2
CAN/BC	1371880	6	1	1
USA/WA	2023004	7	2	2
ITA/42	34603332	36	1	1
AWS/us-west-2	22834244	37	6	2
USA/OR	7271388	1	0	1
VNM/HN	2423796	1	1	0
VNM/61	8974596	1	1	0
KAZ/79	10088232	1	1	0
KEN	4716576	1	1	0
AZE/BA	7860960	1	1	0
USA/NC	65626979	6	2	1
PAK/IS	4061496	1	1	0
MEX/MEX	2358288	1	1	0
IDN/YO	12774060	1	1	0
VNM/56	1179144	1	1	0
KOR/30	17215114681	25	3	3
GCP/asia-east1	1766474056	337	0	1
GCP/us-west1	1829012112	349	0	1
USA/PA	101510564	56	1	1
GCP/us-east4	15352136	3	0	1
ECU/P	1	1	0	1
ZAF/WC	5175132	1	1	0
PHL/40	1768716	1	1	0
BRA/PE	7271388	1	1	0
CHE/VD	1429112	6	1	1
