week_start	Neurophysiology	Video
2024-10-07	213677807536	6732105663
2024-10-14	159032332	31509348
2024-10-21	18598236400	57168361
2024-10-28	1885742040	60201852
2024-11-04	15352136	0
2024-11-18	13566481876	0
2024-12-02	76986052	39993606
2025-01-20	23713896	41913083
2025-02-10	138156372	0
2025-02-24	0	10743312
2025-03-17	84570828	0
2025-05-12	83886080	0
2025-06-09	213503609936	0
2025-07-28	56793534024	2618847294
2025-08-04	0	49878296
2025-08-11	105927201180	3992913588
2025-08-18	0	36402325
2025-08-25	0	10219248
2025-09-01	0	1327095322
2025-09-08	52624299928	0
2025-12-15	155319468	14913006678
2025-12-22	239551608056	0
2025-12-29	59400246656	1217449856
2026-01-05	25082528496	36402325
2026-01-12	7739042820	2514119532
2026-01-19	35792894580	0
2026-01-26	25114931800	4075248222
2026-02-02	52624299928	0
2026-02-16	122273496	557056
2026-02-23	71134280	0
2026-03-02	19439028	196608
2026-03-09	0	310593236
2026-03-16	80443824	317040693
2026-03-23	225481349645	7951893684
2026-03-30	75522983	74188782
2026-04-06	46408980	59449482
2026-04-13	21486627	35374321
2026-04-20	108939804	101602908
2026-04-27	20372988	66032064
2026-05-04	213601579124	6698041503
2026-05-11	6396468	0
2026-05-18	58001004	82770330
2026-05-25	36516768	0
2026-06-01	22915736	0
2026-06-08	80160996	2751336
2026-06-15	5801280	917112
2026-06-22	21842848	9105612
2026-06-29	6540068	39993606
2026-07-06	8593936228	14935824
2026-07-13	4886860	0
2026-07-20	1791132	0
2026-07-27	3568656	0
2026-08-03	11376340	0
2026-08-10	4241719244	0
2026-08-17	11751248952	0
