region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NY	9853097420	1420	34	21
CHN	76249679436	5284	2	27
USA	10354370604	1975	9	4
GitHub	1607324034	47559	530	778
HKG	10303012332	1231	0	4
USA/MA	38841515098	719	9	32
VPN	66466660238	126	80	14
AWS/us-east-1	26510402998	3186	36	28
CAN/QC	18109025146	28	7	10
USA/NM	44984881946	27	15	6
MEX/CMX	208323102	360	82	41
USA/MD	34391400178	116	33	13
USA/CA	26107517974	46	21	8
GCP/us-west1	2458429992	1	1	0
AWS/us-east-2	5418050528	3958	6	28
AWS/ap-southeast-1	183946464	28	28	0
NOR/50	244444962	56	0	7
USA/TX	26039386048	9	9	0
DEU/HB	19500007378	6	6	0
ITA	93778036	58	9	10
USA/IL	188937836	16	7	2
VNM/HN	23517372	3	3	0
BRA/RJ	1441176	1	1	0
VNM/SG	19259352	2	2	0
IDN/KR	917112	1	1	0
COL/ANT	4585560	1	1	0
BRA/SP	917112	1	1	0
AWS/ap-northeast-1	28464299758	28	10	9
USA/FL	1113636	1	1	0
ZAF/KZN	1703208	1	1	0
IDN	3340908	1	1	0
BRA/RS	13429140	1	1	0
AUT/5	141842508	10	0	1
USA/WA	15197656827	6	5	1
FRA/PAC	3278774856	1	1	0
USA/PA	16489016	14	1	1
USA/VA	3436788866	51	5	3
USA/DC	12643044	2	2	0
HKG/NSK	3278774856	1	1	0
USA/NC	3278774856	1	1	0
BGD	20307480	2	2	0
PRY/10	3602940	1	1	0
PAK/PB	7729944	1	1	0
ARG/A	1179144	1	1	0
JOR/AM	7009356	1	1	0
NLD	9718749554	459	3	3
USA/RI	22040970	6	0	1
JPN/13	8113874	8	2	1
CHE/VD	3877736	14	3	2
IND/TS	12249996	1	1	0
JAM/01	2685828	1	1	0
GBR/ENG	3951520	15	3	1
FRA/IDF	6845936	12	4	3
POL/14	8319516	1	1	0
