region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
VPN	139387440	482	6	5
AWS/us-east-1	61180980	8	5	1
CHN	92483328	11	0	2
USA/CA	152681160	314	8	3
GitHub	138546724	572	6	8
USA/MD	5216512	11	1	1
USA/NY	46002744	180	2	1
USA/DC	10153740	1	1	0
USA/WA	23120832	1	1	0
USA/MA	39573992	6	0	2
EST/37	23120832	1	1	0
USA/IL	10219248	1	1	0
CHE/VD	1633912	8	1	1
MEX/CMX	15871300	106	2	2
GCP/us-central1	23120832	1	1	0
FRA/IDF	6543224	17	3	3
