region	bytes_sent
GitHub	1624856808
US/California	678128936
CA/Quebec	394006648
FR/Île-de-France	371940026
AWS/us-east-2	310689731
CN/Shanghai	291090910
KR/Gyeonggi-do	238675592
GCP/us-east4	232996584
HK/Hong Kong	226715360
GB/England	208459440
US/Georgia	171582328
US/Massachusetts	160234488
KR/Gangwon-do	155331056
AWS/us-east-1	143988196
IN/Telangana	130257265
US/Washington	127287049
GCP/us-central1	111330720
DE/Berlin	109382320
US/Maryland	94720676
ES/Valencia	77736456
PT/Porto	77665528
JP/Tokyo	77665528
KR/Chungcheongnam-do	77665528
US/New Mexico	77665528
CA/Ontario	77665528
BR/Paraná	77665528
BO/La Paz Department	77665528
GCP/europe-west4	77665528
PT/Lisbon	76473816
NL/North Holland	67164192
AWS/sa-east-1	67164192
AWS/ap-southeast-2	67164192
US/Utah	42289056
VPN	28562108
IN/Maharashtra	23561616
AWS/ap-southeast-1	18188680
US/Rhode Island	17037024
US/North Carolina	16674064
VN/Ho Chi Minh	10582440
VN/Kiên Giang Province	10582440
UA/Kiev	10572264
TN/Tunis Governorate	10572264
IN/Karnataka	10572264
FR/Provence-Alpes-Côte d'Azur	10572264
AWS/ap-northeast-2	10572264
US/Pennsylvania	9032328
US/Colorado	6202528
US/New York	5890028
US/Arizona	5679008
US/Florida	5679008
