region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NV	134328384	19	17	1
USA/CA	910862790	521	123	14
AWS/us-east-2	337330315	9394	13	28
GitHub	2413666408	51568	376	282
USA/NH	5227288456	5700	1140	1030
PRT/11	76473816	14	14	0
USA/WA	522334697	305	54	24
USA/VT	330776696	360	72	52
VPN	1264260847	273	170	31
HUN/CS	77665528	10	10	0
HKG	440877036	60	60	0
USA/MA	432244710	127	11	39
CHN/BJ	155331056	20	20	0
CHN	838237238	156	83	8
AWS/us-east-1	1253924892	313	32	124
AWS/sa-east-1	67164192	9	9	0
USA/MI	5301264	5	1	1
USA/GA	171582328	33	12	12
ITA/52	77649952	20	0	10
CHE/AG	8705100	6	2	2
USA/IL	126302660	23	18	2
BRA/PR	77665528	10	10	0
AWS/us-west-2	171589616	128	42	23
USA/MD	155142836	83	27	17
IND/TS	130257265	18	18	0
FRA/IDF	443967058	69	57	5
CAN/ON	310662112	40	40	0
BOL/L	77665528	10	10	0
GBR/ENG	286124968	46	46	0
USA	116117308	34	20	3
NLD	97280296	13	13	0
KOR/42	155331056	20	20	0
IND	77665528	10	10	0
KOR/11	316341120	41	41	0
GCP/europe-west4	77665528	10	10	0
CAN/QC	224077840	42	19	11
USA/CT	77665528	10	10	0
TWN/TPE	97983808	13	13	0
GCP/us-east4	232996584	30	30	0
USA/VA	114376868	31	15	5
CHN/SH	319079328	46	37	6
JPN/13	116758044	19	14	2
USA/NY	158181844	393	13	11
PRT/13	77665528	10	10	0
KOR/26	77665528	10	10	0
GCP/us-central1	239141560	28	28	0
VNM/SG	28921964	8	8	0
CHL/RM	35013600	6	6	0
AWS/ap-southeast-1	166086036	39	39	0
AWS/ap-southeast-2	67164192	9	9	0
DEU/BE	198405864	25	25	0
USA/NM	77665528	10	10	0
HKG/KKC	20961576	4	2	1
KOR/48	46521448	8	8	0
EST/37	4903432	1	1	0
HUN/BU	84576656	21	10	1
USA/UT	175765516	69	15	21
MEX/CMX	46313820	133	39	28
SGP	106340284	15	15	0
CHE/VD	5542804	9	1	1
USA/TX	21154704	3	3	0
MAR/07	4903432	1	1	0
BRA/SP	4903432	1	1	0
TUR/16	1460008	1	1	0
URY/MO	8295500	2	2	0
TUR/34	12456764	2	2	0
AWS/us-west-1	10582440	2	2	0
SWE/AB	4903432	1	1	0
JPN/26	77665528	10	10	0
VEN/A	9181104	2	2	0
VNM/HN	24062960	4	4	0
COL/DC	83107376	11	11	0
BGD	13025068	3	3	0
IND/TN	6322304	1	1	0
BGD/B	6322304	1	1	0
VEN	12001312	2	2	0
NOR/50	243202192	59	0	6
VEN/D	9735840	1	1	0
DOM/32	6702764	1	1	0
BRA/SE	4247296	1	1	0
COL/RIS	9735840	1	1	0
ZAF/WC	1990920	1	1	0
BRA/MG	1592736	1	1	0
DOM/01	1061824	1	1	0
AZE/BA	13339164	2	2	0
IRN	9735840	1	1	0
NGA/LA	851604	1	1	0
NPL	917112	1	1	0
BGD/C	917112	1	1	0
CHL/AR	1375668	1	1	0
IDN/JB	917112	1	1	0
MEX/CHP	3078876	1	1	0
COL/CUN	6747324	1	1	0
USA/FL	16251272	2	2	0
USA/RI	17037024	6	0	1
USA/CO	6202528	701	1	2
IND/MH	23561616	4	4	0
JPN	4637540	5	1	1
USA/AZ	5679008	1	1	0
DEU/NW	862732	1	1	0
PER/LMA	5574576	1	1	0
CRI/G	5679008	1	1	0
SYR	862732	1	1	0
PAK/SD	1128188	1	1	0
DEU/SN	2863176	6	2	1
NLD/ZH	62610568	18	6	1
PAK	929096	1	1	0
AWS/ap-northeast-2	10572264	1	1	0
FRA/PAC	10572264	1	1	0
USA/NC	16674064	2	2	0
TUN/11	10572264	1	1	0
FRA	17009572	2	2	0
UKR/18	10572264	1	1	0
IND/KA	10572264	1	1	0
AWS/ap-northeast-1	10572264	1	1	0
IDN/JK	7764588	1	1	0
ARG/G	7830952	1	1	0
SYC	6901856	1	1	0
CAN/NS	1526372	1	1	0
USA/OH	2329336	10	2	1
BRA/RJ	7366404	1	1	0
IND/CH	1260916	1	1	0
DEU/HE	3589364	3	1	1
CIV/AB	4579116	1	1	0
VNM	6101800	1	1	0
PAK/PB	5640940	1	1	0
VEN/R	2986380	1	1	0
MEX/TAB	2322740	1	1	0
VNM/13	6101800	1	1	0
PER/LAM	6830664	1	1	0
AZE/YE	7698224	1	1	0
BEN/LI	796368	1	1	0
BRA/RS	1460008	1	1	0
JOR/AZ	1393644	1	1	0
USA/PA	9032328	1	1	0
CHN/JS	9032328	1	1	0
BOL/C	9032328	1	1	0
ARG/B	4645480	1	1	0
BRA/MT	2654560	1	1	0
IRQ/DI	3981840	1	1	0
COL/VAC	9032328	1	1	0
IDN	5972760	1	1	0
MEX/MEX	9032328	1	1	0
MYS/08	6835492	1	1	0
NGA/EN	1128188	1	1	0
KAZ/59	6570036	1	1	0
MEX/COA	9032328	1	1	0
ARG/T	9032328	1	1	0
