date	bytes_sent	number_of_requests	number_of_downloads
2024-08-08	3653263839	460	<50
2025-01-30	7663644066	320	80
2025-02-12	7015466935	60	60
2025-02-20	7015466935	60	60
2025-03-01	7015466935	60	60
2025-05-31	7015466935	60	60
2025-06-20	7015466935	60	60
2025-06-24	7015466935	60	60
2025-07-02	7015466935	60	60
2025-07-29	185520999	<50	<50
2025-07-30	829627907	<50	<50
2025-07-31	152404656	<50	<50
2025-08-01	545073441	<50	<50
2025-08-02	454901889	<50	<50
2025-08-03	414738520	<50	<50
2025-08-05	338759148	<50	<50
2025-08-07	114793617	<50	<50
2025-08-08	185479251	<50	<50
2025-08-09	213718678	<50	<50
2025-08-11	995742610	<50	<50
2025-08-12	174670380	<50	<50
2025-08-14	184392113	<50	<50
2025-08-15	531452261	<50	<50
2025-08-16	136267897	<50	<50
2025-08-18	329178697	<50	<50
2025-08-19	121410477	<50	<50
2025-08-21	331707669	<50	<50
2025-08-22	152469091	<50	<50
2025-08-24	82259383	<50	<50
2025-08-26	75204295	<50	<50
2025-08-28	341995656	<50	<50
2025-08-29	275005260	<50	<50
2025-08-30	89399331	<50	<50
2025-09-01	290390961	<50	<50
2025-09-02	343736536	<50	<50
2025-09-03	143105398	<50	<50
2025-09-04	349357225	<50	<50
2025-09-05	304865073	<50	<50
2025-09-06	137041748	<50	<50
2025-09-10	53594498	<50	<50
2025-09-11	77075898	<50	<50
2025-09-12	31035074	<50	<50
2025-10-20	6509548919	80	60
2025-10-21	7279005619	60	60
2026-02-24	223095079	<50	<50
2026-02-25	152990157	<50	<50
2026-05-16	75204295	<50	<50
2026-05-17	259523971	<50	<50
2026-05-19	1031454954	3060	60
2026-05-20	1205959924	4200	<50
2026-05-21	46558156	200	<50
2026-05-22	776311850	2640	<50
2026-05-23	62832656	240	<50
2026-05-24	58022141	240	<50
2026-05-25	35255184	160	<50
2026-05-26	17626570	80	<50
2026-05-27	204118922	1080	<50
2026-05-28	37620233	180	<50
2026-05-29	188344468	120	<50
2026-05-30	27899717	160	<50
