region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/GA	28739158065	250	244	6
USA/PA	14948866189	145	139	5
USA/MA	12177343267	837	0	93
VPN	22585371339	3532	253	65
USA/RI	7564711178	74	70	4
USA/CA	14098735384	156	124	1
GitHub	3159052892	13027	242	244
TUR/34	112850943	487	48	44
USA/WA	1075721993	1213	0	61
IND/KL	284560584	1	1	0
USA/NY	7015466935	61	61	0
AWS/ap-southeast-1	145558776	89	89	0
USA/MD	7015466935	61	61	0
AWS/us-east-2	1171858412	9	9	0
USA/IL	48232753	87	3	2
MEX/CMX	236152908	1204	70	49
AWS/us-east-1	3653263839	452	0	36
JPN/16	2361534557	29	29	0
FRA/GES	344432900	6	6	0
CHN/SH	207739905	15	2	3
CHE/VD	6437736	33	3	2
GCP/us-central1	347310278	5	5	0
GCP/asia-south1	26362676	150	5	5
CHN/BJ	1187420	3	1	1
FRA/IDF	5826424	10	3	3
SGP	372952956	10	10	0
CHN/GS	115366408	4	4	0
CAN/BC	7916744	47	2	1
