region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA	52253807	13	6	1
AWS/ap-southeast-1	41100057	18	18	0
VPN	1125924317	62	62	0
AWS/us-east-1	493317337	65	20	2
USA/NC	429769581	13	13	0
CHN	1869179672	91	9	4
USA/NV	858854106	30	9	3
HKG/KKC	32998810	4	0	1
USA/CA	65997620	2	2	0
CAN/QC	168741155	10	10	0
USA/MA	1632964378	35	25	4
HKG	414653608	8	4	1
USA/WA	104919071	11	11	0
USA/NY	12542796	1	1	0
NLD	381654798	4	4	0
USA/IL	14619497	2	2	0
AWS/us-east-2	33748231	2	2	0
SGP	899680062	28	28	0
JPN/13	7868929	9	3	1
VNM/HN	749421	1	1	0
GitHub	21384348	4	4	0
USA/NH	101383248	13	13	0
USA/WI	5346087	1	1	0
USA/ND	5346087	1	1	0
USA/MD	10692174	2	2	0
AWS/ap-northeast-1	5346087	1	1	0
USA/MO	5346087	1	1	0
RUS	5346087	1	1	0
USA/CT	26730435	5	5	0
USA/VT	5346087	1	1	0
CHL/AP	2123648	1	1	0
JOR/AM	1460008	1	1	0
FRA/IDF	2256376	1	1	0
TUR/31	862732	1	1	0
BRA/MG	1128188	1	1	0
TWN/TPE	80101348	2	2	0
