date	bytes_sent	number_of_requests	number_of_downloads
2021-04-23	381654798	<50	<50
2021-06-09	37230204	<50	<50
2021-07-03	3185472	<50	<50
2021-08-17	48114783	<50	<50
2021-08-20	106921740	<50	<50
2021-08-25	10692174	<50	<50
2021-11-16	749421	<50	<50
2022-02-10	381654798	<50	<50
2022-02-25	353252654	<50	<50
2022-02-26	42768696	<50	<50
2022-02-27	5346087	<50	<50
2022-02-28	37422609	<50	<50
2022-03-01	44267538	<50	<50
2022-03-02	5346087	<50	<50
2022-03-03	247245834	<50	<50
2022-03-04	56030434	<50	<50
2022-04-21	5346087	<50	<50
2022-07-12	45775521	<50	<50
2022-07-13	5346087	<50	<50
2022-07-14	360080080	<50	<50
2022-08-01	33748231	<50	<50
2022-08-08	5346087	<50	<50
2022-08-10	342560480	<50	<50
2022-08-23	32998810	<50	<50
2022-08-24	32998810	<50	<50
2022-08-25	33748231	<50	<50
2022-08-26	5346087	<50	<50
2022-08-27	342560480	<50	<50
2022-10-12	342560480	<50	<50
2023-01-07	381654798	<50	<50
2023-02-23	32998810	<50	<50
2023-04-13	32998810	<50	<50
2023-04-14	749421	<50	<50
2023-06-06	5346087	<50	<50
2023-10-01	342560480	<50	<50
2023-10-22	33748231	<50	<50
2023-11-02	5346087	<50	<50
2023-12-13	42768696	<50	<50
2024-04-02	5346087	<50	<50
2024-07-23	381654798	<50	<50
2024-07-24	50559388	<50	<50
2024-08-27	32998810	<50	<50
2024-08-29	749421	<50	<50
2024-08-30	38861774	<50	<50
2024-09-04	67496462	<50	<50
2024-09-05	33748231	<50	<50
2024-09-06	33748231	<50	<50
2024-10-24	18306484	<50	<50
2024-12-02	32998810	<50	<50
2025-01-26	5346087	<50	<50
2025-03-21	5346087	<50	<50
2025-04-26	5346087	<50	<50
2025-06-19	5346087	<50	<50
2025-07-27	32998810	<50	<50
2025-07-30	342560480	<50	<50
2025-07-31	5346087	<50	<50
2025-08-04	749421	<50	<50
2025-09-07	20108292	<50	<50
2025-09-08	20658621	<50	<50
2025-09-29	2522842	<50	<50
2025-11-18	80101348	<50	<50
2025-12-16	436297709	<50	<50
2025-12-18	381654798	<50	<50
2025-12-19	13159489	<50	<50
2026-01-05	5346087	<50	<50
2026-01-16	101244693	<50	<50
2026-01-17	1043719701	<50	<50
2026-01-28	342560480	60	<50
2026-03-19	28914744	<50	<50
2026-04-02	749421	<50	<50
2026-04-21	27484133	<50	<50
2026-05-18	26459276	<50	<50
2026-05-19	6095508	<50	<50
2026-05-23	33927906	<50	<50
2026-05-25	2209429	<50	<50
2026-05-26	749421	<50	<50
2026-05-27	1327280	<50	<50
2026-05-28	3782748	<50	<50
2026-05-30	5346087	<50	<50
2026-06-02	13870076	<50	<50
2026-06-15	1128188	<50	<50
2026-06-16	1460008	<50	<50
2026-06-18	862732	<50	<50
2026-06-19	2123648	<50	<50
2026-06-20	2256376	<50	<50
2026-06-26	6807962	<50	<50
2026-06-29	34497652	<50	<50
