region	bytes_sent
US/Massachusetts	1251309580
US/California	924851726
AWS/us-east-1	436149079
US/North Carolina	429769581
NL/North Holland	381654798
HK/Sham Shui Po	381654798
CN/Beijing	342560480
VPN	146950903
US/Vermont	106729335
US/Washington	104919071
CN/Shanghai	39094318
HK/Hong Kong	32998810
US/Connecticut	21384348
US/New Jersey	12542796
GitHub	10692174
US/Maryland	10692174
RU/Moscow	5346087
JP/Tokyo	5346087
US/Missouri	5346087
US/New York	5346087
US/North Dakota	5346087
US/Wisconsin	5346087
