region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
CHN/SH	28145837914	45	45	0
USA/MA	115656285314	1467	107	59
CHE/ZH	15916372200	20	20	0
CHN	232701505781	3343	297	61
DEU/BW	15944934152	40	24	2
VPN	284720286572	1431	725	95
HKG	227446398403	1170	314	48
USA/MI	69528316472	1265	173	53
MYS/14	32144916932	49	48	1
USA/PA	192261220290	396	276	26
HKG/KKC	18467816496	35	33	1
GCP/us-west4	31832744400	40	40	0
MEX/CMX	16337434742	779	171	68
GitHub	21832504929	6326	1139	1024
AWS/ap-southeast-1	16054041788	50	50	0
USA/IN	15916372200	20	20	0
GCP/us-west1	15916372200	20	20	0
USA/GA	53065412139	74	74	0
CHN/ZJ	65353029664	91	89	2
USA/CA	217963783084	391	313	22
IND	16061120159	22	21	1
USA/NY	16668998219	336	48	18
USA	132733471719	457	178	31
CHE/VD	47750443312	65	61	1
AWS/us-east-1	16231212584	1966	60	20
KOR/30	15916372200	20	20	0
AUS	47687538246	74	59	7
CHN/BJ	60017350940	82	80	2
DEU/BY	47749116600	60	60	0
BEL/VLG	15916372200	20	20	0
USA/MD	16293178544	273	35	18
USA/WA	63742691954	167	81	17
SGP	79720997404	111	105	2
JPN/04	15916372200	20	20	0
USA/AZ	28262108963	27	27	0
VNM/SG	16185882303	54	23	15
ESP/PV	9573428138	2451	4	23
CHL/RM	79284696	5	5	0
TWN/TXG	15916372200	20	20	0
JPN/28	31909287412	46	40	6
USA/RI	31832744400	40	40	0
USA/TX	23852546933	232	25	2
GBR/ENG	31891858951	271	63	20
TUR/34	3638410528	29	15	5
IND/MH	15916372200	20	20	0
TWN/HSQ	15916372200	20	20	0
TWN/TPE	24139494008	50	39	7
PRT/15	31832744400	40	40	0
JPN/13	36267386701	830	39	18
KOR/41	16392895892	238	21	15
GCP/us-central1	97217062	8	5	1
CHN/GD	47757370608	62	62	0
AWS/us-east-2	35645288	2	2	0
IDN/BA	15916372200	20	20	0
KOR/45	15916372200	20	20	0
USA/ID	6662710052	21	20	1
NLD/NB	12717622539	34	14	7
KOR/29	15916372200	20	20	0
USA/OH	569473450	549	59	20
USA/NV	15950892328	25	20	5
CAN/ON	16033966660	35	27	8
DEU/HE	15916372200	20	20	0
USA/VT	145090839	236	27	9
USA/NH	1302364964	2108	248	194
DEU/NI	135706560	6	6	0
ARG/B	12805429757	44	11	12
PAK	1113636	1	1	0
HKG/NKT	1072086272	6	6	0
AWS/us-west-2	29584856	9	1	1
IND/DL	288482614	2	2	0
CAN/BC	1261204	5	1	1
USA/VA	51882336	1	1	0
AWS/cn-north-1	7336896	1	1	0
BEL/BRU	9368673350	7	1	3
JPN/26	721034976	280	0	14
VNM/HN	27249056	2	2	0
IDN	3668448	1	1	0
PRT/11	4978608	1	1	0
MLI/BKO	8843580	1	1	0
ALB/11	5371656	1	1	0
DEU/NW	7934692704	8	7	1
USA/IL	86221499	18	5	2
USA/NJ	1787510880	2	2	0
AZE/BA	2048254388	4	2	2
TWN/TNN	38780736	1	1	0
AWS/ap-northeast-1	172835764	102	1	2
ESP/NC	360464	395	0	1
FRA/IDF	8389512	12	3	3
THA/12	54686247	1	0	1
EST/37	14278472	1	1	0
