region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
CAN/ON	1676840284	50	50	0
AWS/ap-southeast-1	422461092	66	66	0
AWS/us-east-1	2136434732	286	67	50
GitHub	14832971567	60718	403	306
CHN	2897569529	361	1	54
VPN	10241418253	9179	410	35
USA/MA	2640688097	215	5	70
USA	925772536	133	51	12
USA/VA	1677392398	60	50	2
AWS/us-east-2	2529256643	7821	62	15
VNM/20	9367644	1	1	0
MEX/CMX	1123327807	5144	103	71
ZAF/GP	2358288	1	1	0
BIH/BIH	15197856	1	1	0
BRA/SP	24893040	2	2	0
HKG	13822188	2	2	0
IND/PB	1048128	1	1	0
USA/NY	5009135788	16444	110	27
USA/WA	8925640	6	2	2
AWS/us-west-2	192376298	1280	6	2
USA/MD	48116676	34	10	5
BGD	268596629	9	9	0
CHE/VD	51869740	182	12	6
GCP/us-central1	285131593	7	7	0
IRQ/KI	5044116	1	1	0
MAR/06	7926468	1	1	0
USA/PA	1522792279	5210	33	8
USA/CA	56560615	161	4	5
CHN/SH	81538460	2	2	0
FRA/IDF	3541920	12	3	3
USA/IL	266106644	654	18	41
MEX/VER	13625664	1	1	0
VNM/HN	38387688	4	4	0
DOM/28	9171120	1	1	0
BRA/SC	3537432	1	1	0
MYS/14	15721920	1	1	0
UZB/TK	12708552	1	1	0
SLV/SA	2096256	1	1	0
MYS/10	12708552	1	1	0
VNM/54	28889028	1	1	0
CRI/H	11725932	1	1	0
BRA/MG	3406416	1	1	0
URY/MO	9629676	1	1	0
GBR/ENG	13363632	1	1	0
BRA/PR	17556144	1	1	0
COL/VAC	4716576	1	1	0
RUS/CHE	8319516	1	1	0
IDN/YO	10284756	1	1	0
BGD/C	917112	1	1	0
UKR/63	3406416	1	1	0
VEN/V	14870316	1	1	0
EST/37	23594186	1	1	0
PAK/PB	3340908	1	1	0
