date	bytes_sent	number_of_requests	number_of_downloads
2024-03-30	7048	<50	<50
2025-03-13	479454844577	57480	160
2025-03-20	168747482	<50	<50
2025-03-26	2034	<50	<50
2025-03-27	13500235	240	240
2025-03-28	942	<50	<50
2025-04-01	35894721218	7680	<50
2025-04-02	38288045277	<50	<50
2025-04-11	6872599654	<50	<50
2025-04-17	6899567673	<50	<50
2025-04-23	20105501937	<50	<50
2025-04-27	11734	<50	<50
2025-05-14	6687172779	<50	<50
2025-05-19	7509315818	<50	<50
2025-05-23	34981272	<50	<50
2025-06-10	16314707649	<50	<50
2025-06-11	54921825446	<50	<50
2025-06-12	20821446540	60	60
2025-06-13	1195	<50	<50
2025-06-14	104419752	<50	<50
2025-06-17	6687171584	<50	<50
2025-07-26	16074426102	320	<50
2025-07-27	7011659545	140	<50
2025-07-28	28214211351	560	<50
2025-07-29	13586619497	280	<50
2025-07-30	28172957146	560	<50
2025-07-31	36947747699	740	<50
2025-08-01	13442281172	280	<50
2025-08-02	17751764743	360	<50
2025-08-03	6279190533	140	<50
2025-08-04	35171752955	700	<50
2025-08-05	8873173310	200	<50
2025-08-06	27577247242	540	<50
2025-08-07	254655378	<50	<50
2025-08-08	12004800610	240	<50
2025-08-09	5534090861	120	<50
2025-08-10	32903528690	660	<50
2025-08-11	40439339609	780	<50
2025-08-12	8147606059	180	<50
2025-08-13	317948394	<50	<50
2025-08-14	222564081	<50	<50
2025-08-15	35129617923	700	<50
2025-08-16	8570334645	180	<50
2025-08-17	24264960362	480	<50
2025-08-18	24509287901	480	<50
2025-08-19	5009490249	100	<50
2025-08-20	8770457671	180	<50
2025-08-21	9141872907	180	<50
2025-08-22	6860825583	140	<50
2025-08-23	93457529	<50	<50
2025-08-24	6896658273	140	<50
2025-08-26	70147487	<50	<50
2025-08-27	254475167	<50	<50
2025-08-28	12786895533	260	<50
2025-08-29	7965383557	180	<50
2025-08-30	16769932028	320	<50
2025-08-31	7539524984	160	<50
2025-09-01	232189386	<50	<50
2025-09-02	12169088387	240	<50
2025-09-03	13758065718	280	<50
2025-09-04	15050305034	300	<50
2025-09-05	226297971	<50	<50
2025-09-06	7908365321	160	<50
2025-09-07	15208601776	300	<50
2025-09-08	7464583624	160	<50
2025-09-09	37047378435	720	<50
2025-09-10	5931470537	120	<50
2025-09-11	77392594	<50	<50
2025-09-12	230099278	<50	<50
2025-09-13	15433450555	300	<50
2025-09-29	6367642579	<50	<50
2025-10-01	17097588	<50	<50
2025-12-12	76965020	<50	<50
2025-12-13	8916091405	1700	<50
2025-12-14	7020169020	1340	<50
2025-12-15	6959046097	1340	<50
2025-12-16	3528714311	780	780
2025-12-17	80555706	<50	<50
2025-12-18	24451985984	2700	700
2025-12-19	485200130046	840	840
2025-12-20	6502481388	1240	<50
2025-12-21	26495223	<50	<50
2025-12-22	7776249031	1500	<50
2025-12-23	7014105877	1340	<50
2025-12-24	95784984	<50	<50
2025-12-25	6830936586	1300	<50
2025-12-26	87560499	<50	<50
2025-12-27	102541336	<50	<50
2025-12-28	26526315	<50	<50
2025-12-29	13983931770	80	<50
2025-12-30	118699142	<50	<50
2025-12-31	6186906544	1180	<50
2026-01-01	66100595	<50	<50
2026-01-02	262881485	<50	<50
