region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	992786487	125	7	2
USA/WV	198682428	3	3	0
AWS/ap-southeast-1	9629676	6	6	0
USA/IL	45200424	19	19	0
AWS/us-west-2	2102006	1	1	0
USA/VA	13167108	1	1	0
