region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NH	1311368544	2592	216	194
NLD	2185155426	104	2	2
GitHub	429530299	2541	52	54
CHN	2137420087	409	0	2
AWS/us-east-1	2221990915	266	10	2
USA/NV	20372988	2	2	0
USA/CA	2155443843	25	6	4
USA/MA	16982694798	3583	0	10
VPN	4555654442	51	25	4
USA/VA	538357472	192	1	2
AWS/us-west-2	26597766	26	6	2
CAN/QC	97939767	20	0	2
USA/VT	60338475	120	10	8
AWS/us-east-2	96009840	20	0	2
GBR	1091521124	2	2	0
USA/MD	8860132	6	2	2
USA/RI	64552560	14	0	1
USA/WA	8729116	6	2	2
JPN/13	6113364	12	1	1
NOR/50	277705000	69	0	2
IRQ/AR	1059880760	1	1	0
MEX/CMX	8439248	34	7	7
SGP	9957216	2	2	0
CHE/VD	2587916	10	2	1
FRA/IDF	21074626	86	10	5
CHN/BJ	2792716	12	2	2
VNM/24	2947860	1	1	0
CZE/10	24893040	1	1	0
USA/IL	10833648	8	2	2
BRA/SP	14477268	1	1	0
GBR/ENG	7542775289	7	7	0
IND/MH	917112	1	1	0
VNM	1048128	1	1	0
PHL/40	25024056	1	1	0
VNM/37	1048128	1	1	0
ARG/B	1441176	1	1	0
