region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/MA	51355752763	112796	85679	11
AWS/us-east-1	152756743	254	236	9
USA/TX	7744695429	11262	11070	5
bogon	3800464988	12791	12791	0
USA/NJ	693843	97	97	0
USA/VA	120989	178	178	0
USA/WA	1104370467	1945	1913	2
GBR/ENG	11799868206	31219	30729	11
USA/PA	59653064	511	511	0
VPN	97068205	61	61	0
RUS/MOW	531409342	1415	1415	0
USA/CA	197437913	522	514	1
GBR	172	3	3	0
CHE/ZH	1731888505	3745	3733	1
USA/SC	4094211283	6222	6182	5
SWE/AB	87360412	381	381	0
ITA/25	2530104910	4583	4546	5
HKG/NKT	188778997	821	817	1
DEU/MV	173399530	679	669	2
USA/MN	1143556572	3699	3684	1
FRA/ARA	265797784	820	814	2
USA/CT	393683601	1673	1673	0
USA/MD	38341793	701	699	1
GitHub	74256584	277	277	0
DEU/BE	443237946	886	884	1
KOR/29	58616428	336	332	1
AUS/NSW	7798084	28	28	0
USA	864082	10	10	0
CAN/AB	7763776	28	28	0
SGP	483248	10	10	0
GCP/us-central1	1158904	196	196	0
CAN/BC	10738945	51	51	0
ITA/88	330368106	409	409	0
USA/NY	499391140	641	641	0
USA/NM	186365995	231	230	1
CHN	78435231	15	0	1
