region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
NLD	383743782726	17696	12	18
USA/MA	599418744590	12717	5	85
USA	844534054928	23513	65	11
USA/MD	25603522916	5449	11	104
VPN	535652393116	1074	452	67
USA/VA	363121879189	917	154	47
MEX/CMX	362729907630	1859	235	88
CAN/QC	141713888505	27	2	14
GH-actions	907781573970	19902	1794	1725
GBR/ENG	199202864	18	1	16
AWS/ap-southeast-1	298061400	51	51	0
ITA/45	576425510	127	0	30
USA/NY	435888517783	614	64	12
AWS/us-east-1	1747078916	773	60	31
CHN	344281481632	46132	0	31
USA/NV	176216520	30	30	0
CHE/VD	79687128	250	12	12
AWS/us-west-2	24057594173	127	12	5
USA/CA	1752112907	76	23	5
GCP/us-east1	20569512	2	2	0
USA/IL	715256321	35	18	2
FRA/IDF	24989632	115	13	13
USA/TX	14488741060	18	4	1
CHN/GD	819200	8	0	1
HKG/KKC	580765028	70	0	2
USA/PA	5120242935	1767	17	3
NOR/18	6010423939	20	20	0
MEX/JAL	857477731	337	40	16
AWS/us-east-2	612608129	9	2	1
USA/IN	4647395761	15	15	0
CHN/BJ	20878109	87	15	15
JPN/26	26595957	134	15	15
CAN/BC	346312662	864	107	15
GCP/us-central1	2259943505	7	7	0
EST/37	250564290	1	1	0
CHN/SH	508891495	2	2	0
DEU/BW	250564290	1	1	0
USA/GA	56808860	285	2	1
SGP	3157148	13	2	2
PRT/11	216527000	54	7	2
USA/CT	906462920	6	2	1
USA/WA	10981216	14	4	4
NOR/50	7487066837	3	3	0
ITA/25	8122992	1	1	0
DEU/BY	551962881	3	3	0
JPN/13	98225	4	0	1
USA/NE	851604	1	1	0
UZB/TK	1506684	1	1	0
BLR/HM	7664436	1	1	0
MEX/NLE	2423796	1	1	0
SRB/00	15852936	1	1	0
ZAF/GP	3668448	1	1	0
BRA/PE	12774060	1	1	0
USA/NH	1308466252	2108	248	194
USA/VT	127080096	204	24	4
NOR/03	13940823323	1	1	0
ITA/34	15852936	1	1	0
