week_start	Neurophysiology
2024-06-03	436178032712
2024-06-10	216527000
2024-06-17	516719577
2024-07-08	755153958
2024-07-15	72320832
2024-07-22	1112798154
2024-07-29	1268921057
2024-08-12	465419137
2024-08-19	94294696
2024-08-26	66383439905
2024-09-02	193973691860
2024-09-09	265132382567
2024-09-16	849944034
2024-09-23	576425510
2024-09-30	100452436
2024-10-07	360687685
2024-10-14	191864768
2024-10-28	28255350493
2024-11-11	13973544553
2024-11-18	511281912
2024-11-25	28626996
2024-12-02	580765028
2024-12-09	98225
2024-12-16	10153740
2024-12-23	10415772
2025-01-20	40771560
2025-02-10	794048128
2025-02-17	43514936600
2025-02-24	270232289
2025-03-03	361973519782
2025-03-10	4243372
2025-03-17	116368
2025-03-24	5815564
2025-03-31	361977630162
2025-04-07	362462354942
2025-04-14	116368
2025-04-21	65951908
2025-04-28	116368
2025-05-05	16624
2025-05-12	161478912
2025-05-19	4389036
2025-06-02	25007340394
2025-06-09	4127004
2025-06-16	11070852
2025-06-23	2117094
2025-06-30	10022724
2025-07-14	6327218
2025-07-21	24010780009
2025-07-28	113515003685
2025-08-04	145310533272
2025-08-11	66239095355
2025-08-18	47170657694
2025-08-25	696768420
2025-09-01	14475672980
2025-09-08	78773473788
2025-09-15	33248
2025-09-22	4981144022
2025-09-29	33248
2025-10-06	161206930
2025-10-13	127129968
2025-10-20	43004688
2025-10-27	42562756
2025-11-03	194387800
2025-11-10	118417856
2025-11-17	75757332
2025-11-24	78426536
2025-12-01	75331036
2025-12-08	24098427001
2025-12-15	71467162351
2025-12-22	372462764139
2025-12-29	112981645314
2026-01-05	19759686397
2026-01-12	102834153883
2026-01-19	42709408
2026-01-26	226649222069
2026-02-02	14941481784
2026-02-09	42971440
2026-02-16	462456143
2026-02-23	134476708
2026-03-02	7351462905
2026-03-09	4447198
2026-03-16	216304704
2026-03-23	220282932
2026-03-30	254474452
2026-04-06	140376768
2026-04-13	212213660
2026-04-20	603947884
2026-04-27	732530656
2026-05-04	34367408
2026-05-11	71793529316
2026-05-18	960741087
2026-05-25	956674816
2026-06-01	530531198
2026-06-08	2520817879
2026-06-15	952044818
2026-06-22	362199088453
2026-06-29	5486836670
2026-07-06	1947745849
