region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NH	894123082	2346	138	114
GitHub	255053425	658	66	56
USA	137995459	28	0	2
AWS/us-east-1	310644727	34	10	3
USA/TX	992596950	890	43	18
DEU/BW	637169734	592	33	3
IND/TN	56057350	45	3	2
USA/FL	160220068	77	7	2
MEX/CMX	50589812	164	20	12
AWS/us-west-2	21493402	73	6	2
CHN	670337618	25	8	2
AWS/ap-southeast-1	52864956	12	12	0
VPN	1242231140	158	34	14
USA/MA	921086991	146	0	9
USA/WA	8868408	7	2	2
USA/MD	87281886	99	10	3
USA/GA	1440512989	987	52	1
CAN/ON	327873331	5	5	0
USA/CA	117352796	56	14	11
USA/DC	8516040	3	3	0
CHN/SH	137995459	2	2	0
DEU/NW	9481120	49	3	3
SWE/AB	160	20	0	1
AWS/us-east-2	80033448	1	1	0
GCP/us-central1	353600647	5	5	0
USA/IL	15707468	31	2	2
EGY/C	8843580	1	1	0
CHL/RM	4323528	1	1	0
FRA/IDF	7361724	9	3	3
ARE/RK	16901064	1	1	0
BRA/SP	8712564	1	1	0
USA/LA	88410424	59	5	3
USA/MI	36845414	22	1	1
EST/37	55538292	1	1	0
CHE/VD	6339824	36	2	1
DEU/HE	55538292	1	1	0
DZA/16	10612296	1	1	0
BRA/MA	4127004	1	1	0
ARG/B	17228604	1	1	0
CHN/GD	4300800	34	0	1
UKR/46	32033412	1	1	0
