region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GH-actions	810992894	4473	438	439
JPN/26	5100255296	4511	698	8
AWS/us-east-1	1070681148401	128099	533	66
AWS/us-west-2	53476633	6	6	0
USA/CA	60108112	25	0	8
VPN	109736010	358	18	67
USA/NY	369841222	39	26	1
SGP	8012984	40	5	4
FRA/IDF	5860145342	288	17	11
MEX/CMX	2281120	14	1	1
CAN/BC	1995296	1	1	0
USA/VT	222945613	462	2	1
