region	bytes_sent
GitHub	8475341832
AWS/us-east-2	2016022680
US/New Jersey	1704609658
US/California	1423373128
US/Vermont	766435546
VPN	514912752
US/Massachusetts	509133948
AWS/us-east-1	463492390
US/Georgia	435672700
GCP/us-central1	372500904
US/New York	365304244
GB/England	290764096
US/New Hampshire	214119036
NL/North Holland	206771236
CA/Quebec	181331508
US/Connecticut	166121425
US/Washington	160483704
PT/Braga	146244536
US/Maryland	144564540
GCP/us-west3	140505196
KR/Seoul	140397420
GCP/us-east4	139600500
GCP/us-west1	139600500
DE/Hesse	139600500
IR/Fars	139600500
US/North Carolina	139600500
IN/Delhi	139600500
US/Hawaii	139600500
BR/Rio de Janeiro	139600500
ES/Catalonia	139600500
US/Michigan	135262316
AWS/ap-southeast-1	115045884
PT/Lisbon	95280036
SE/Stockholm	63818632
IN/Punjab	51145568
IN/Maharashtra	45775104
US/Nevada	42039492
US/Texas	39191340
US/Virginia	33263136
IT/Sardinia	25823624
NL/Gelderland	22980300
BR/Santa Catarina	21602028
JP/Tokyo	21108916
GCP/us-east1	16736876
CN/Shanghai	15986544
VN/Ho Chi Minh	15937060
HK/Central and Western	15709896
VN/Kiên Giang Province	13322016
CA/British Columbia	13288072
SG/Singapore	11476076
US/Colorado	11038224
US/Pennsylvania	10266412
RU/Moscow	10050860
US/Oregon	7660100
AU/New South Wales	5428176
US/Rhode Island	3187680
NL/Drenthe	1593840
HK/Hong Kong	1121268
US/District of Columbia	904696
IN/Karnataka	904696
IN/Chandigarh	796920
DE/Baden-Wurttemberg	796920
US/Ohio	452348
IN/Tamil Nadu	452348
GCP/asia-east1	452348
UY/Montevideo Department	452348
CA/Ontario	452348
MX/Tabasco	254360
SE/Västra Götaland	245992
