week_start	sub-anm369962/sub-anm369962_ses-20170309.nwb	sub-anm369962/sub-anm369962_ses-20170313.nwb	sub-anm369962/sub-anm369962_ses-20170314.nwb	sub-anm369962/sub-anm369962_ses-20170316.nwb	sub-anm369962/sub-anm369962_ses-20170317.nwb	sub-anm369963/sub-anm369963_ses-20170227.nwb	sub-anm369963/sub-anm369963_ses-20170228.nwb	sub-anm369963/sub-anm369963_ses-20170301.nwb	sub-anm369963/sub-anm369963_ses-20170302.nwb	sub-anm369963/sub-anm369963_ses-20170306.nwb	sub-anm369963/sub-anm369963_ses-20170309.nwb	sub-anm369963/sub-anm369963_ses-20170310.nwb	sub-anm369964/sub-anm369964_ses-20170321.nwb	sub-anm369964/sub-anm369964_ses-20170322.nwb	sub-anm369964/sub-anm369964_ses-20170323.nwb	sub-anm372793/sub-anm372793_ses-20170504.nwb	sub-anm372793/sub-anm372793_ses-20170508.nwb	sub-anm372793/sub-anm372793_ses-20170512.nwb	sub-anm372793/sub-anm372793_ses-20170513.nwb	sub-anm372793/sub-anm372793_ses-20170514.nwb	sub-anm372794/sub-anm372794_ses-20170621.nwb	sub-anm372794/sub-anm372794_ses-20170622.nwb	sub-anm372794/sub-anm372794_ses-20170624.nwb	sub-anm372794/sub-anm372794_ses-20170625.nwb	sub-anm372794/sub-anm372794_ses-20170626.nwb	sub-anm372794/sub-anm372794_ses-20170627.nwb	sub-anm372795/sub-anm372795_ses-20170714.nwb	sub-anm372795/sub-anm372795_ses-20170715.nwb	sub-anm372795/sub-anm372795_ses-20170716.nwb	sub-anm372795/sub-anm372795_ses-20170718.nwb	sub-anm372797/sub-anm372797_ses-20170615.nwb	sub-anm372797/sub-anm372797_ses-20170617.nwb	sub-anm372904/sub-anm372904_ses-20170615.nwb	sub-anm372904/sub-anm372904_ses-20170616.nwb	sub-anm372904/sub-anm372904_ses-20170617.nwb	sub-anm372904/sub-anm372904_ses-20170618.nwb	sub-anm372904/sub-anm372904_ses-20170619.nwb	sub-anm372905/sub-anm372905_ses-20170715.nwb	sub-anm372905/sub-anm372905_ses-20170716.nwb	sub-anm372905/sub-anm372905_ses-20170717.nwb	sub-anm372906/sub-anm372906_ses-20170608.nwb	sub-anm372906/sub-anm372906_ses-20170610.nwb	sub-anm372906/sub-anm372906_ses-20170611.nwb	sub-anm372906/sub-anm372906_ses-20170612.nwb	sub-anm372907/sub-anm372907_ses-20170608.nwb	sub-anm372907/sub-anm372907_ses-20170610.nwb	sub-anm372907/sub-anm372907_ses-20170612.nwb	sub-anm372907/sub-anm372907_ses-20170613.nwb	sub-anm372909/sub-anm372909_ses-20170520.nwb	sub-anm372909/sub-anm372909_ses-20170522.nwb
2024-12-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470808	0	0	0	0	0	0	0	0	0	0	0	109294380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-01-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148493464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-01-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110116064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-01-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101973800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-01-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148517524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-02-03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164729872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-02-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138244652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-02-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233010360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-02-24	3187712	0	0	609568	8194336	0	0	493516	281012	4114568	0	0	0	4114568	0	0	0	470808	0	0	654184	0	4751624	0	4114568	553420	465540	0	0	185912632	8229136	338864	388212	783896	0	4114568	0	0	0	448436	0	374788	0	0	0	349728	0	258992	0	0
2025-03-03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120841284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-10	8364160	11476076	15220176	1219136	8194336	6459808	553264	987032	562024	13333432	901720	1209688	999728	10095200	852888	1073472	714848	941616	11345424	5459688	1615568	1205616	9503248	11369752	4929288	1660260	465540	646312	813220	167837356	5970808	677728	388212	725200	769840	18756960	4100256	344024	1415288	448436	14377536	1431564	677304	324348	438876	699456	444520	517984	352892	11341624
2025-03-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156290452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-24	0	11476076	0	609568	8194336	6459808	276632	493516	281012	6666716	450860	0	499864	5047600	426444	0	357424	0	5519112	0	0	602808	4751624	5684876	4929288	553420	465540	0	813220	113020236	0	338864	0	362600	384920	0	4100256	344024	554044	448436	6942912	374788	338652	324348	438876	349728	444520	0	0	5670812
2025-03-31	796920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108312088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79993416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-14	1593840	0	0	0	8194336	6459808	0	493516	0	0	450860	604844	0	5047600	0	357824	0	470808	5519112	0	0	602808	4751624	5684876	0	553420	465540	0	813220	98515624	0	0	388212	362600	0	0	4100256	0	554044	0	0	0	338652	324348	438876	349728	0	258992	0	5670812
2025-04-21	1593840	34428228	22369464	1219136	24583008	19379424	829896	1480548	843036	20000148	1352580	1814532	1499592	15142800	1279332	1073472	1072272	1412424	16557336	16379064	1962552	1205616	9503248	17054628	14787864	1660260	1396620	969468	2439660	100271480	17912424	1016592	1164636	1087800	1154760	28135440	12300768	1032072	1662132	1345308	20828736	1124364	677304	973044	1316628	699456	1333560	776976	705784	17012436
2025-04-28	796920	0	7456488	609568	8194336	6459808	276632	493516	0	6666716	450860	604844	499864	0	426444	357824	357424	470808	0	5459688	654184	602808	4751624	5684876	0	553420	465540	323156	813220	126834296	5970808	338864	388212	0	384920	9378480	0	0	554044	448436	6942912	374788	338652	324348	438876	349728	444520	258992	352892	0
2025-05-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126542556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-05-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110573828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-05-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72755848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-05-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109163248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-06-02	60565920	57380380	37282440	3047840	40971680	32299040	1383160	2467580	1405060	33333580	2254300	3024220	2499320	25238000	2132220	1789120	1787120	2354040	27595560	27298440	3270920	3014040	23758120	28424380	24646440	2767100	2327700	1615780	4066100	146737608	29854040	1694320	1941060	1813000	1924600	46892400	20501280	1720120	2770220	2242180	34714560	1873940	1693260	1621740	2194380	1748640	2222600	1294960	1764460	28354060
2025-06-09	39846000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170425728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-06-16	27095280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217499396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-06-23	8084800	176600	224904	150368	174056	233032	56896	94352	0	225888	155912	215176	130536	47120	29888	88480	55576	29752	26672	55856	0	84800	61832	84048	96864	53032	13040	22896	46208	196854176	16336	18880	85896	0	46320	46576	40656	31616	73728	113408	58800	85584	44080	49496	50360	63144	31368	0	52656	63696
2025-06-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200834700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220475748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-14	7118368	59552	100296	32744	27560	17184	24384	41968	0	39936	57784	97968	57920	48800	84344	102648	55576	38000	40752	38032	39240	88920	47664	90792	44096	76896	39120	22896	41784	233705556	0	28320	85896	24864	69480	23288	60984	15808	64704	100752	71040	65768	43032	80280	49024	67296	54016	0	78984	50584
2025-07-21	1981160	15941156	7456488	1219136	16388672	6459808	829896	1378148	843036	7087032	450860	1609732	897328	10066316	852888	715648	1072272	839216	5918224	11361464	1655352	1603624	9954072	10159520	9932092	1455460	465540	969468	1626440	252086572	10085376	1016592	1164636	1087800	384920	13793964	8614368	1032072	1457332	1345308	11057480	1124364	1015956	1297392	1316628	699456	1333560	776976	705784	6119224
2025-07-28	796920	22952152	7456488	1219136	8194336	0	0	0	0	0	0	0	0	0	0	357824	357424	0	0	0	0	0	0	5684876	4929288	553420	0	0	813220	267627012	0	0	0	725200	384920	0	0	0	0	0	0	0	338652	0	0	0	0	258992	0	0
2025-08-04	81112960	932056	11836676	1219136	8955680	4975560	829896	1480548	562024	5259960	0	1209688	499864	5638752	852888	357824	357424	470808	538376	4925340	1308368	1677352	4738252	4689292	4653772	0	0	969468	0	273716264	4446388	677728	776424	362600	769840	4580152	4100256	344024	977016	896872	4634952	0	338652	648696	438876	0	0	0	352892	0
2025-08-11	0	0	0	0	8194336	0	0	0	0	6666716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296257664	0	0	0	0	0	0	0	344024	554044	0	0	374788	0	0	0	0	0	0	0	0
2025-08-18	6396336	0	7456488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	654184	0	0	0	0	0	0	0	0	198846056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-08-25	0	0	0	609568	0	0	0	0	0	0	450860	0	0	0	0	0	0	470808	0	0	0	0	0	0	0	0	0	0	0	183329676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-01	45424440	263949748	178955712	12191360	180275392	135655968	7469064	13324932	5339228	146667752	9918920	15725944	11496872	141332800	10661100	7514304	7863328	11299392	104863128	120113136	15046232	15070200	123542224	125067272	103515048	13282080	12104040	6786276	15451180	244527788	131357776	5421824	9705300	6889400	8853160	225083520	102506400	9632672	12188968	10314028	159686976	7870548	7450344	5513916	10094148	8043744	9334920	6215808	8822300	113416240
2025-09-08	51448536	137712912	67108392	20201024	90137696	51678464	1936424	3948128	2529108	86667308	3606880	4838752	5498504	40380800	2985108	2504768	2859392	3766464	44152896	49137192	5233472	4822464	42764616	34109256	59151456	4427360	3258780	3231560	6505760	256502980	47766464	2710912	4270332	2538200	3849200	75027840	45102816	3440240	5540440	3587488	48600384	2248728	3047868	2919132	3511008	2797824	4445200	4143872	3528920	39695684
2025-09-15	48808728	318083188	199575992	16458336	241949404	193794240	9682120	12337900	7306312	164115752	11722360	16330788	16495512	124523028	12793320	10734720	9650448	12241008	147545116	156985832	17008784	15673008	128293848	178775416	126731140	14942340	13500660	9694680	24396600	265496404	141376788	9827056	10869936	10515400	8853160	260120816	114807168	9632672	16067276	10314028	174925388	10868852	9820908	8433048	13166280	8743200	12002040	6733792	8469408	128806068
2025-09-22	7969200	11476076	7456488	609568	8194336	6459808	276632	493516	281012	6666716	450860	604844	499864	5047600	426444	357824	357424	470808	5519112	5459688	654184	602808	4751624	5684876	4929288	553420	465540	323156	813220	245670688	5970808	338864	388212	362600	384920	9378480	4100256	344024	554044	448436	6942912	374788	338652	324348	438876	349728	444520	258992	352892	5670812
2025-09-29	15528800	160665064	59651904	9143520	122915040	77517696	3319584	6415708	4215180	93334024	4959460	5443596	7497960	60571200	5543772	5009536	4646512	4708080	60710232	76435632	10466944	7836504	47516240	51163884	39434304	7194460	6517560	3554716	12198300	265549940	77620504	4066368	3105696	4713800	4234120	121920240	61503840	4472312	7756616	4484360	97200768	5621820	3725172	3892176	4388760	4546464	4889720	3884880	4587596	68049744
2025-10-06	29701016	126236836	89477856	6705248	98332032	77517696	3319584	5428676	3091132	80000592	4959460	7258128	5498504	55523600	5117328	3936064	4289088	5649696	66229344	65516256	7850208	7233696	52267864	62533636	59151456	6641040	5586480	3554716	9758640	269382868	71649696	4066368	4270332	4351200	4619040	112541760	49203072	4128288	6648528	5381232	83314944	4497456	4063824	3567828	5266512	4196736	5334240	2848912	4234704	68049744
2025-10-13	5578440	11476076	7456488	2438272	8194336	6459808	276632	493516	281012	6666716	450860	604844	499864	5047600	426444	357824	357424	470808	5519112	5459688	654184	602808	4751624	5684876	4929288	553420	465540	323156	813220	229784972	5970808	338864	388212	362600	384920	9378480	4100256	344024	554044	448436	6942912	374788	338652	324348	438876	349728	444520	258992	352892	5670812
2025-10-20	1593840	11476076	7456488	1219136	8194336	0	829896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196835748	0	0	776424	0	0	0	4100256	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-27	7969200	34428228	14912976	3047840	32777344	12919616	1106528	2961096	1686072	26666864	2254300	4233908	2499320	25238000	2132220	2146944	2501968	2824848	38633784	21838752	4579288	3616848	14254872	22739504	24646440	3873940	3258780	1292624	4066100	204233924	17912424	2033184	1941060	2538200	2309520	28135440	16401024	2064144	3324264	2690616	20828736	2248728	1354608	1297392	2194380	2797824	2667120	1294960	1411568	17012436
2025-11-03	0	11476076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212483260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214137460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-17	796920	22952152	22369464	1219136	24583008	19379424	829896	493516	843036	13333432	0	1209688	499864	10095200	426444	715648	714848	941616	5519112	10919376	1308368	1205616	9503248	11369752	9858576	1106840	931080	646312	1626440	180575280	11941616	677728	776424	725200	769840	18756960	8200512	688048	1108088	896872	13885824	749576	338652	648696	877752	349728	444520	517984	705784	11341624
2025-11-24	10368952	6304580	14912976	1219136	31020316	19379424	829896	1974064	843036	13333432	901720	1209688	2499320	10095200	426444	357824	1072272	1883232	16557336	5459688	1962552	2411232	9503248	11369752	4929288	1660260	1862160	323156	1626440	171504260	11941616	677728	1164636	1450400	1154760	18756960	4100256	688048	1108088	448436	13885824	1124364	1015956	648696	1316628	1049184	444520	517984	1411568	0
2025-12-01	796920	0	7456488	9935940	0	0	276632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162296692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5670812
2025-12-08	1593840	0	0	0	0	0	0	0	281012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184734840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-15	3187680	40069168	34006884	2438272	24285988	32299040	1659792	2467580	1405060	53333728	1803440	2419376	1999456	25238000	1705776	715648	1787120	1883232	27595560	21838752	3925104	1808424	19006496	51163884	29575728	1660260	2793240	2262092	4879320	142179236	17912424	1016592	1164636	1087800	1539680	42470064	16401024	1720120	1662132	1793744	27664228	1873940	2031912	1621740	2194380	1398912	889040	1294960	1411568	22683248
2025-12-22	796920	11476076	0	0	16388672	6459808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14787864	0	465540	0	0	113520704	5970808	677728	0	0	0	0	0	0	0	448436	13885824	1499152	338652	0	0	0	0	258992	0	0
2025-12-29	2390760	34428228	22369464	1828704	24583008	19379424	829896	1480548	843036	20000148	1352580	1814532	1499592	15142800	1279332	1073472	1072272	1412424	22076448	16379064	2616736	1808424	14254872	17054628	14787864	1660260	1396620	969468	3252880	108997224	17912424	1016592	1164636	1087800	1154760	28135440	12300768	1032072	1662132	1345308	20828736	1124364	1015956	973044	1316628	1049184	889040	776976	705784	11341624
2026-01-05	796920	11476076	0	0	0	0	0	0	0	0	0	604844	0	0	0	357824	0	0	0	0	0	0	0	0	0	0	0	0	0	117514240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	444520	0	0	0
2026-01-12	3984600	11476076	0	1219136	8194336	12919616	553264	987032	843036	13333432	901720	1814532	1499592	0	426444	357824	357424	470808	11038224	0	0	0	0	0	0	2213680	465540	323156	1626440	137476504	0	338864	388212	1087800	769840	0	0	688048	1108088	448436	0	0	677304	1297392	0	349728	1333560	517984	705784	0
2026-01-19	26663400	45904304	37282440	3047840	40971680	19379424	1106528	1974064	1124048	20000148	1803440	1814532	1499592	20190400	2132220	1431296	1429696	1883232	22076448	21838752	2616736	3014040	19006496	22739504	19717152	2767100	1396620	1615780	2439660	115306036	17912424	1355456	1552848	1087800	1539680	28135440	12300768	1032072	1108088	1345308	13885824	1124364	677304	648696	1316628	1049184	1333560	517984	1058676	11341624
2026-01-26	1593840	0	0	609568	0	0	276632	0	281012	0	0	0	499864	0	0	0	0	0	0	0	0	0	4751624	0	4929288	0	0	323156	0	127763052	0	0	0	362600	0	0	4100256	0	554044	0	6942912	0	0	324348	0	0	0	517984	352892	5670812
2026-02-02	7568600	0	0	2950272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5459688	0	0	0	0	0	0	0	0	0	121347168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-02-09	4781520	11476076	7456488	3047840	8194336	6459808	276632	493516	281012	6666716	450860	604844	499864	5047600	426444	357824	357424	470808	5519112	5459688	654184	602808	4751624	5684876	4929288	553420	465540	323156	813220	93272116	5970808	338864	388212	362600	384920	9378480	4100256	344024	554044	448436	6942912	374788	338652	324348	438876	349728	444520	258992	352892	5670812
2026-02-16	2641800	13826544	11571056	2238304	7721056	7279008	829896	698316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97610928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-02-23	6010320	17819800	21637684	2647904	4524168	9103284	553264	987032	1124048	20409748	1762180	1814532	1818928	204800	1279332	3119168	971824	2190432	10043280	14197276	3578120	3230432	9275792	10978720	5066496	1660260	2476560	646312	1222820	103978648	15694200	1765056	3169860	1702200	1154760	8904192	20910880	2056072	3384620	1267636	21149756	1056776	307200	1263096	2545428	554528	2597280	258992	3847136	14851876
2026-03-02	38420608	218462320	164042736	11986560	147498048	38758848	2213056	4832760	1967084	53333728	4406200	4233908	3998912	40380800	4264440	2146944	3574240	4605680	49672008	27298440	4579288	4219656	47516240	39794132	24646440	4980780	4553000	2908404	5692540	146100592	42236864	2372048	2717484	2175600	2694440	75027840	24601536	2408168	5540440	3587488	69920832	2998304	2370564	2594784	2194380	3147552	3556160	1812944	1764460	34024872
2026-03-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4513680	0	0	0	450824	0	0	0	0	0	0	77624604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-03-16	3984600	55792540	7456488	3355040	32777344	17034184	1106528	493516	562024	13333432	901720	1814532	1499592	15142800	426444	357824	0	1883232	5519112	5459688	654184	602808	9503248	0	14787864	553420	1396620	323156	4066100	51329468	17912424	677728	776424	725200	0	0	4100256	688048	554044	1793744	6942912	1124364	677304	648696	877752	1049184	0	517984	352892	17012436
2026-03-23	2988036	22192136	12557632	1828704	1028672	1117884	829896	2756296	562024	8583076	450860	1712132	499864	542000	1279332	1330048	714848	1412424	10135192	512000	2002336	1103216	4928060	4114568	423688	0	1750280	937556	506020	82868112	597276	677728	0	977000	1154760	5385748	1710808	651224	963644	858036	1647064	749576	1291704	0	1316628	1006656	444520	517984	660092	10430108
2026-03-30	3187680	11680876	14912976	1219136	16388672	12919616	553264	987032	843036	13333432	1352580	1209688	999728	31277125	852888	1431298	714849	1412425	22076448	10919376	654184	602808	4751624	11369752	9858576	1106840	2793242	646312	2439661	77011648	11941616	677728	776424	725200	384920	18961760	8200512	344024	1108088	896872	6942912	1124366	677304	973044	438876	699456	444520	776976	705784	17012436
2026-04-06	10974360	0	7456488	1526336	8194336	0	0	493516	562024	13333432	450860	604844	999728	10095200	0	357824	0	470808	11038224	5459688	0	0	0	0	4929288	553420	465540	323156	1626440	57400076	0	0	388212	725200	384920	9378480	4100256	344024	554044	0	0	749576	338652	324348	877753	0	0	0	0	11341624
2026-04-13	0	0	7456488	0	8194336	0	276632	0	0	0	0	0	499864	0	0	0	714849	0	11038224	0	654184	602808	4751624	0	0	0	465541	323156	0	50853060	11941617	677729	0	0	0	0	0	0	0	0	0	0	0	0	0	349728	444520	0	0	5670812
2026-04-20	1593840	11476076	7456488	609568	0	6459808	0	493516	281012	0	0	0	0	5047600	426444	357824	1072272	0	5519112	10919376	0	0	0	0	0	0	0	0	0	19665108	0	338864	388212	362600	769840	0	0	344024	0	448436	0	0	338652	324348	0	349728	0	0	0	0
2026-04-27	796920	0	0	0	0	0	0	0	281012	0	0	0	0	0	0	0	0	0	0	0	654184	0	0	0	0	0	0	0	0	2767624	0	0	0	0	0	0	0	344024	0	0	0	0	0	0	0	0	0	0	0	0
