week_start	sub-anm369962/sub-anm369962_ses-20170309.nwb	sub-anm369962/sub-anm369962_ses-20170313.nwb	sub-anm369962/sub-anm369962_ses-20170314.nwb	sub-anm369962/sub-anm369962_ses-20170316.nwb	sub-anm369962/sub-anm369962_ses-20170317.nwb	sub-anm369963/sub-anm369963_ses-20170227.nwb	sub-anm369963/sub-anm369963_ses-20170228.nwb	sub-anm369963/sub-anm369963_ses-20170301.nwb	sub-anm369963/sub-anm369963_ses-20170302.nwb	sub-anm369963/sub-anm369963_ses-20170306.nwb	sub-anm369963/sub-anm369963_ses-20170309.nwb	sub-anm369963/sub-anm369963_ses-20170310.nwb	sub-anm369964/sub-anm369964_ses-20170321.nwb	sub-anm369964/sub-anm369964_ses-20170322.nwb	sub-anm369964/sub-anm369964_ses-20170323.nwb	sub-anm372793/sub-anm372793_ses-20170504.nwb	sub-anm372793/sub-anm372793_ses-20170508.nwb	sub-anm372793/sub-anm372793_ses-20170512.nwb	sub-anm372793/sub-anm372793_ses-20170513.nwb	sub-anm372793/sub-anm372793_ses-20170514.nwb	sub-anm372794/sub-anm372794_ses-20170621.nwb	sub-anm372794/sub-anm372794_ses-20170622.nwb	sub-anm372794/sub-anm372794_ses-20170624.nwb	sub-anm372794/sub-anm372794_ses-20170625.nwb	sub-anm372794/sub-anm372794_ses-20170626.nwb	sub-anm372794/sub-anm372794_ses-20170627.nwb	sub-anm372795/sub-anm372795_ses-20170714.nwb	sub-anm372795/sub-anm372795_ses-20170715.nwb	sub-anm372795/sub-anm372795_ses-20170716.nwb	sub-anm372795/sub-anm372795_ses-20170718.nwb	sub-anm372797/sub-anm372797_ses-20170615.nwb	sub-anm372797/sub-anm372797_ses-20170617.nwb	sub-anm372904/sub-anm372904_ses-20170615.nwb	sub-anm372904/sub-anm372904_ses-20170616.nwb	sub-anm372904/sub-anm372904_ses-20170617.nwb	sub-anm372904/sub-anm372904_ses-20170618.nwb	sub-anm372904/sub-anm372904_ses-20170619.nwb	sub-anm372905/sub-anm372905_ses-20170715.nwb	sub-anm372905/sub-anm372905_ses-20170716.nwb	sub-anm372905/sub-anm372905_ses-20170717.nwb	sub-anm372906/sub-anm372906_ses-20170608.nwb	sub-anm372906/sub-anm372906_ses-20170610.nwb	sub-anm372906/sub-anm372906_ses-20170611.nwb	sub-anm372906/sub-anm372906_ses-20170612.nwb	sub-anm372907/sub-anm372907_ses-20170608.nwb	sub-anm372907/sub-anm372907_ses-20170610.nwb	sub-anm372907/sub-anm372907_ses-20170612.nwb	sub-anm372907/sub-anm372907_ses-20170613.nwb	sub-anm372909/sub-anm372909_ses-20170520.nwb	sub-anm372909/sub-anm372909_ses-20170522.nwb
2023-02-06	796920	6233196	7456488	609568	8194336	6459808	276632	493516	281012	6666716	450860	604844	499864	5047600	426444	357824	357424	470808	5519112	5459688	654184	602808	4751624	5684876	4929288	553420	465540	323156	813220	452348	5970808	338864	388212	362600	384920	9378480	4100256	344024	554044	448436	6942912	374788	338652	324348	438876	349728	444520	258992	352892	5670812
2023-02-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-02-27	1593840	18699588	7456488	1828704	24583008	19379424	829896	493516	843036	20000148	450860	1814532	999728	10095200	1705776	715648	1072272	941616	16557336	5459688	1962552	1205616	9503248	17054628	9858576	1660260	0	969468	1626440	1357044	17912424	677728	1552848	362600	384920	18756960	8200512	688048	554044	896872	6942912	749576	677304	648696	877752	1049184	1333560	517984	705784	5670812
2023-03-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-03-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3166436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-03-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8594612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-03-27	796920	11476076	7456488	609568	8194336	0	276632	493516	281012	6666716	450860	604844	0	0	0	357824	0	470808	5519112	5459688	0	602808	0	5684876	0	553420	465540	323156	813220	23522096	0	0	388212	362600	384920	9378480	4100256	344024	554044	0	6942912	0	338652	0	438876	0	0	258992	0	5670812
2023-04-03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44330104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-04-10	0	11476076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357424	0	0	0	0	0	0	0	0	0	465540	0	0	41616016	0	0	0	0	0	0	0	0	0	0	0	0	338652	324348	0	0	0	0	0	0
2023-04-17	796920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39806624	0	0	0	0	0	0	0	0	0	0	0	0	338652	0	0	0	0	0	0	0
2023-04-24	0	37361994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24879140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-05-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4975828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-05-08	796920	38182221	7456488	1219136	23025072	12919616	829896	987032	562024	13333432	901720	604844	499864	5047600	852888	357824	714848	470808	5519112	5459688	654184	1205616	9503248	5684876	9858576	1106840	931080	969468	1626440	24879140	5970808	677728	388212	362600	384920	18756960	8200512	344024	1108088	896872	13885824	749576	338652	648696	438876	349728	444520	517984	705784	5670812
2023-05-15	796920	6233196	7456488	609568	8194336	6459808	276632	493516	281012	6666716	450860	604844	499864	5047600	426444	357824	357424	470808	5519112	5459688	654184	602808	4751624	5684876	4929288	553420	465540	323156	813220	39806624	5970808	338864	388212	362600	384920	9378480	4100256	344024	554044	448436	6942912	374788	338652	324348	438876	349728	444520	258992	352892	5670812
2023-05-22	1849840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34378448	0	0	0	0	0	0	0	0	0	0	0	0	338652	0	0	0	0	0	0	0
2023-05-29	1061472	11476076	0	0	0	0	276632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37997232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-06-05	995536	0	0	0	0	0	276632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36640188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-06-12	1391408	0	0	0	8194336	0	0	0	0	0	0	0	0	0	0	0	0	0	11038224	0	0	0	0	0	0	0	0	0	0	31212012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-06-19	10857064	0	7456488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23069748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-06-26	17408992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34830796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-07-03	2298832	11476076	0	0	16388672	6459808	276632	493516	281012	6666716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37997232	0	0	0	0	0	0	0	0	0	0	6636400	0	0	0	0	0	0	0	0	0
2023-07-10	2821440	22952152	14912976	1219136	16388672	12919616	553264	987032	562024	13333432	901720	1209688	999728	10095200	852888	715648	714848	941616	11038224	10919376	1308368	1205616	9503248	11369752	9858576	1106840	931080	646312	1626440	35283144	11941616	677728	776424	725200	769840	18756960	8200512	688048	1108088	896872	13885824	749576	677304	648696	877752	699456	889040	517984	705784	11341624
2023-07-17	1224384	6304580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37997232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-07-24	1543024	0	0	0	0	0	276632	493516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28497924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-07-31	1152208	9987313	0	0	0	0	276632	0	0	0	0	0	0	0	426444	0	0	0	0	0	0	0	0	0	0	0	0	323156	0	35735492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-08-07	1146720	21435572	0	0	0	0	553264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	602808	0	0	0	0	0	323156	0	39806624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-08-14	1109160	0	0	609568	0	0	0	0	0	6666716	0	0	0	0	0	0	0	470808	0	0	0	0	0	4446388	0	0	0	969468	0	52942380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-08-21	1297984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4446388	0	0	0	0	48847792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-08-28	2117472	6304580	0	0	0	0	1936424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1938936	0	54237716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-09-04	3779000	22952152	22369464	1219136	24583008	19379424	829896	987032	843036	13333432	1352580	1209688	1499592	15142800	1279332	1073472	1072272	941616	11038224	16379064	1962552	1808424	14254872	11369752	14787864	1660260	1396620	969468	2439660	47322108	17912424	1016592	1164636	1087800	769840	28135440	12300768	1032072	1662132	1345308	20828736	1124364	1015956	973044	1316628	1049184	1333560	776976	1058676	17012436
2023-09-11	1277192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49512316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-09-18	1261624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357424	0	0	0	0	0	0	0	0	0	0	0	0	38865172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-09-25	1718000	10817332	0	0	0	0	276632	493516	0	0	0	0	499864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323156	0	49588248	132728	0	0	0	0	0	0	0	0	0	0	374788	0	0	0	0	0	0	0	0
2023-10-02	614120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	553420	0	0	0	59416276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-09	1000656	18316464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45490832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-16	1760384	11476076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44301636	0	0	0	0	0	9378480	0	0	0	0	0	0	338652	324348	0	0	0	0	0	0
2023-10-23	918096	11476076	7456488	0	8194336	6459808	553264	493516	281012	0	450860	604844	0	0	426444	0	357424	941616	5519112	5459688	654184	602808	4751624	5684876	4929288	0	465540	646312	813220	39130704	0	338864	388212	362600	384920	9378480	4100256	344024	554044	448436	6942912	374788	338652	0	438876	349728	444520	258992	352892	5670812
2023-10-30	366696	0	0	0	0	0	276632	0	0	0	0	0	0	0	0	0	0	0	5519112	0	0	0	0	0	0	0	0	0	0	36301636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-11-06	0	14998264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35426320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-11-13	2084880	11476076	7456488	0	8194336	0	276632	0	281012	6666716	0	604844	0	0	426444	357824	357424	470808	5519112	5459688	654184	602808	4751624	0	4929288	553420	465540	323156	813220	47746660	5970808	338864	388212	362600	384920	9378480	4100256	344024	554044	0	6942912	0	0	0	0	349728	444520	517984	0	5670812
2023-11-20	2061280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70709276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-11-27	976592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63360240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-12-04	1876968	6233196	7456488	0	8194336	6459808	0	0	0	6666716	0	0	0	5047600	0	0	0	0	5519112	5459688	0	1205616	4751624	5684876	4929288	0	0	0	0	63700072	5970808	0	0	0	0	9378480	4100256	0	0	0	6942912	0	0	0	0	0	0	0	0	5670812
2023-12-11	2390760	22952152	14912976	609568	16388672	5242880	276632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59275644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-12-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41163668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-12-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39354276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-01	796920	20368852	0	0	0	0	553264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	646312	0	39354276	0	0	0	0	0	8892776	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-08	965368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60272548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65587776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-22	3677400	132728	10410264	1116736	10784180	1041216	553264	1378148	562024	1783632	1311320	1609732	999728	5530388	426444	614400	1072272	1412424	4947900	4958388	1001168	1205616	8030044	5265588	9153408	963020	931080	1260712	1626440	66835212	512000	984928	776424	1087800	384920	9694276	4380024	651224	963644	1267636	3505256	1499152	0	938748	1316628	1006656	1298640	1035968	1320184	4016088
2024-01-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86510020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-02-05	796920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107643000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-02-12	2390760	22952152	14912976	1219136	16388672	12919616	553264	987032	562024	13333432	901720	1209688	999728	10095200	852888	715648	714848	941616	11038224	10919376	1308368	1205616	9503248	11369752	9858576	1106840	931080	646312	1626440	68161580	11941616	677728	776424	725200	769840	18756960	8200512	688048	1108088	896872	13885824	749576	677304	648696	877752	699456	889040	517984	705784	11341624
2024-02-19	796920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78104216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-02-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52254284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-03-04	2390760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30817872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-03-11	2813840	11153012	12811072	1726304	10220056	11543208	829896	924664	796972	12026928	1729616	1626004	921408	15026164	1279332	1073472	1072272	941616	15178856	5243136	1757752	1248456	4239280	10503404	12014992	1009544	1396620	323156	2812464	62787684	4446388	338864	688568	1009208	1081352	15807012	2706268	965480	1586564	1706176	9517676	1036268	1290128	899124	1668848	1049184	1778080	258992	985620	14698028
2024-03-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27011192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-03-25	4167120	22212888	7129688	2233472	13057132	7412160	553264	1974064	1124048	1045432	1352580	737572	1499592	19529976	1705776	1073472	357424	2354040	10968524	10995052	2207136	1706024	10204024	3249764	10427852	2008880	931080	969468	2945680	129134112	7058024	677728	1297364	1087800	769840	13211568	7322780	1032072	2011376	1345308	7354368	749576	677304	1297392	1755504	1398912	1778080	1035968	705784	5752812
2024-04-01	387320	7716916	390888	1014336	6782880	418208	276632	493516	562024	6666716	348460	1609732	999728	4885988	852888	357824	714848	839216	399112	5901776	1001168	1000816	4897212	6044952	0	902040	465540	0	1216840	90731612	16388004	677728	776424	725200	384920	6738224	4514112	2752192	903288	896872	7128112	749576	677304	648696	877752	349728	444520	1035968	352892	4894800
2024-04-08	0	11476076	0	609568	21864492	6459808	0	0	0	0	1352580	0	1999456	5047600	0	0	0	0	5519112	0	0	602808	4751624	5684876	4929288	0	0	0	0	94000044	5970808	0	388212	0	0	9378480	0	344024	554044	448436	0	374788	338652	648696	438876	349728	444520	258992	352892	5670812
2024-04-15	0	0	0	3047840	0	0	276632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	813220	107193248	0	677728	0	0	0	0	0	0	0	0	0	0	1015956	0	0	0	0	0	0	0
2024-04-22	1184240	6370944	390888	404768	411936	6656424	553264	884632	281012	4866704	799320	1004888	397464	4885988	1279332	715648	714848	839216	16297488	0	654184	398008	5162668	360076	5776664	902040	828680	1292624	1216840	120453260	4446388	0	776424	725200	769840	24566088	2603868	344024	903288	448436	491712	374788	677304	648696	438876	699456	2222600	0	352892	3235700
2024-04-29	0	0	0	0	0	0	0	0	0	0	0	0	0	10095200	0	357824	0	0	0	21838752	0	0	0	0	0	0	0	0	0	126581736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349728	0	517984	0	22683248
2024-05-06	0	0	0	0	0	12919616	0	0	0	0	0	3629064	0	0	0	0	0	0	0	0	654184	0	0	0	0	0	465540	0	0	93774772	0	0	0	725200	0	27118824	0	0	1108088	0	0	374788	0	0	0	0	0	0	0	5670812
2024-05-13	0	0	0	0	0	0	0	0	0	0	1803440	0	0	0	0	715648	0	0	0	0	0	0	0	0	0	0	0	0	0	104509336	0	0	0	0	0	0	12300768	0	0	0	0	0	1015956	324348	0	0	0	0	0	0
2024-05-20	0	0	0	0	0	0	0	0	0	0	0	604844	0	5047600	0	0	0	0	0	0	654184	0	0	0	14787864	0	0	0	0	122817400	0	0	0	0	0	33394704	0	0	0	0	27332408	0	0	0	0	0	889040	0	0	0
2024-05-27	0	19511016	0	0	0	6459808	0	0	281012	0	0	0	0	0	426444	0	357424	0	0	0	0	602808	0	0	0	0	0	0	0	127171268	0	1355456	388212	0	0	0	0	0	0	0	20721316	749576	0	0	0	0	1778080	0	1411568	0
2024-06-03	0	0	0	0	8194336	6459808	0	1480548	562024	0	450860	604844	499864	5047600	0	715648	0	470808	0	0	0	1205616	0	0	0	0	0	0	0	97199544	0	0	0	0	0	26633120	0	0	554044	0	0	0	0	324348	1316628	0	444520	0	0	0
2024-06-10	1593840	22952152	0	3047840	0	6459808	553264	0	562024	0	0	604844	499864	5047600	1279332	1073472	1072272	470808	0	0	654184	0	0	11369752	4929288	0	0	1292624	0	101809336	0	0	388212	362600	0	0	20501280	0	0	448436	6942912	0	677304	0	438876	0	889040	0	0	0
2024-06-17	0	11476076	7456488	0	8194336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	813220	97829404	0	0	0	0	0	0	0	0	0	448436	0	0	0	0	0	0	0	0	352892	5670812
2024-06-24	0	0	0	0	0	0	0	493516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120544872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133268824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-08	2401248	18246684	0	609568	7562036	6890304	553264	0	562024	7173048	0	604844	499864	5037540	0	715648	357424	470808	6595864	5459688	1308368	602808	5308944	441996	5402128	975768	931080	0	813220	95098412	334712	677728	776424	362600	769840	6968220	4661568	0	977016	448436	520384	374788	677304	648696	438876	699456	444520	258992	705784	6098744
2024-07-15	796920	11476076	7456488	609568	8194336	0	0	493516	281012	4446388	450860	0	499864	0	426444	357824	0	0	5519112	4446388	654184	602808	4751624	0	0	553420	465540	0	0	110276672	0	338864	0	362600	0	9378480	2190012	0	0	448436	0	374788	0	324348	438876	0	444520	258992	352892	4446388
2024-07-22	796920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4751624	0	0	0	0	0	0	90236812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258992	0	0
2024-07-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70411096	0	0	0	0	0	0	0	0	0	0	6942912	0	0	0	0	0	0	0	0	0
2024-08-05	0	6233196	7456488	0	8194336	6459808	276632	0	0	6666716	0	0	0	5047600	0	0	0	0	5519112	5459688	0	0	4751624	5684876	4929288	0	0	0	0	77648664	5970808	0	0	0	384920	9378480	4100256	0	0	0	6942912	0	0	0	0	0	444520	0	0	5670812
2024-08-12	796920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65887616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-19	0	0	0	0	0	0	0	0	0	0	0	0	499864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95135044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-26	1593840	45904304	14912976	1219136	16388672	14711444	553264	1480548	562024	13333432	1352580	2419376	999728	10095200	852888	1073472	714848	941616	22076448	16379064	1308368	1205616	9503248	11369752	9858576	1660260	931080	969468	1626440	59501208	11941616	677728	776424	725200	1154760	18756960	12580536	1032072	1108088	1345308	18265848	749576	1015956	973044	877752	699456	889040	517984	705784	11341624
2024-09-02	2390760	22952152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470808	0	0	0	0	0	0	4929288	0	0	0	813220	89361592	0	0	0	0	0	0	0	0	0	896872	0	0	1015956	973044	0	0	0	0	0	0
2024-09-09	0	0	44738928	0	0	0	829896	0	281012	0	450860	0	0	0	1279332	357824	1072272	0	0	0	0	0	0	56848760	0	0	0	323156	0	80198853	0	0	0	362600	0	0	0	0	0	0	0	1124364	0	0	0	349728	0	0	0	0
2024-09-16	807408	50534228	59651904	1219136	63996752	45649152	0	0	562024	47173344	901720	1078616	0	30876752	426444	357824	357424	941616	44614008	38217816	1308368	0	38012992	45921004	39424244	553420	931080	323156	1364296	83986952	42130368	338864	0	362600	0	73083164	31453116	344024	977016	448436	48600384	374788	677304	324348	877752	699456	444520	517984	0	45794428
2024-09-23	0	128217468	96934344	0	106526368	77517696	0	0	0	80000592	0	0	0	60571200	0	0	0	0	65676880	49137192	0	0	42764616	51163884	44363592	0	0	0	0	64024688	47766464	0	0	0	0	84406320	36902304	0	0	0	62486208	0	0	0	0	0	0	0	0	56708120
2024-09-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69851676	0	0	0	362600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-10-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77731676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-10-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79326924	0	0	0	0	0	0	0	344024	0	0	0	0	338652	0	0	0	0	0	0	0
2024-10-21	0	11476076	7456488	0	8194336	6459808	553264	0	0	6666716	0	0	0	5047600	0	0	0	0	5519112	5459688	0	0	4751624	5684876	4929288	0	0	0	0	66339964	5970808	0	0	0	0	9378480	4100256	0	0	0	6942912	0	0	0	0	0	0	0	0	5670812
2024-10-28	1981160	21828860	14092888	609568	14830736	6459808	276632	0	0	11113104	450860	0	499864	5047600	426444	0	0	470808	11038224	10919376	654184	602808	9503248	5684876	4929288	0	465540	0	0	70279964	11941616	338864	388212	0	384920	14355780	4100256	344024	554044	448436	12119304	374788	338652	324348	0	349728	444520	258992	352892	5670812
2024-11-04	0	0	0	0	8194336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107620792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-11-11	0	0	7456488	609568	8194336	0	276632	493516	281012	6666716	450860	604844	499864	0	426444	357824	357424	470808	0	0	0	1205616	4751624	0	4929288	0	465540	323156	813220	99313248	5970808	0	388212	362600	384920	9378480	4100256	344024	554044	448436	6942912	374788	0	324348	0	0	444520	258992	352892	5670812
2024-11-18	2631928	11476076	16481992	1219136	25414176	16576220	553264	493516	0	10714920	1803440	604844	0	0	0	0	0	0	0	0	0	602808	0	0	0	0	0	0	0	161748104	0	0	0	0	0	0	0	344024	0	0	0	0	0	0	0	0	0	0	0	0
2024-11-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426444	0	0	0	0	0	0	0	0	0	0	0	0	0	813220	118633080	0	0	0	725200	0	9378480	0	0	0	0	0	0	0	0	438876	0	0	0	0	0
2024-12-02	0	3087468	0	0	8194336	0	0	0	0	6666716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88242752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	444520	0	0	0
2024-12-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	941616	0	0	0	0	0	0	0	0	0	0	0	96492088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-12-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104931508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-12-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106020872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
