date	bytes_sent	number_of_requests	number_of_downloads
2025-08-28	36073999674	4100	840
2025-08-29	19126430010	1100	100
2025-08-30	363726704	<50	<50
2025-08-31	395136336	<50	<50
2025-09-01	664607568	<50	<50
2025-09-02	673026778	<50	<50
2025-09-03	304105700	<50	<50
2025-09-04	706969806	<50	<50
2025-09-05	889480412	<50	<50
2025-09-06	332500656	<50	<50
2025-09-07	542532236	<50	<50
2025-09-08	719564874	<50	<50
2025-09-09	1268717004	<50	<50
2025-09-10	269298024	<50	<50
2025-09-11	256419728	<50	<50
2025-09-12	352611170	<50	<50
2025-09-13	572316710	<50	<50
2025-09-28	1110377348	1160	240
2025-11-13	52406416	<50	<50
2025-12-12	16269016	<50	<50
2025-12-13	491794644	100	<50
2025-12-14	79252218	<50	<50
2025-12-15	16248904	<50	<50
2025-12-16	2450190432	420	340
2025-12-17	721785430	80	<50
2025-12-18	27089296538	380	340
2025-12-19	2768430978	420	340
2025-12-20	40889432	<50	<50
2025-12-21	926899828	180	<50
2025-12-22	32505216	<50	<50
2025-12-23	264628662	60	<50
2025-12-24	16205736	<50	<50
2025-12-25	340018118	60	<50
2025-12-26	511338424	100	<50
2025-12-28	7599536	<50	<50
2025-12-29	58317328	<50	<50
2025-12-30	375644502	80	<50
2025-12-31	413998032	80	<50
2026-01-01	234126722	<50	<50
2026-01-02	1220032292	240	<50
2026-01-03	565586248	120	<50
2026-01-04	886813110	180	<50
2026-01-05	205110022	<50	<50
2026-01-06	318192564	60	<50
2026-01-07	265050508	60	<50
2026-01-08	476657046	100	<50
2026-01-09	1024521150	200	<50
2026-01-10	177773006	<50	<50
2026-01-11	58833184	<50	<50
2026-01-12	16258912	<50	<50
2026-01-16	5199757992	120	<50
2026-01-17	7879326072	180	<50
2026-01-18	7981046066	200	<50
2026-01-19	1516413156	60	<50
2026-01-22	656524014	120	<50
2026-01-23	2369093854	460	<50
2026-01-24	318192990	60	<50
2026-01-26	217471396	<50	<50
2026-01-27	2010507900	400	<50
2026-01-28	508613946	100	<50
2026-01-29	506350582	100	<50
2026-01-30	1670047044	320	<50
2026-01-31	2200082050	440	<50
2026-02-01	1211110268	240	<50
2026-02-02	621220720	120	<50
2026-02-03	658618214	140	<50
2026-02-04	1794156396	360	<50
2026-02-05	1717604164	340	<50
2026-02-19	458752	<50	<50
2026-02-20	177620908	60	<50
2026-02-24	321698820	<50	<50
2026-02-25	241359000	80	<50
2026-02-26	106113916	100	<50
2026-02-27	122304784	120	<50
2026-02-28	64907752	80	<50
2026-03-01	125469176	140	<50
2026-03-02	100867436	120	<50
2026-03-03	61937872	80	<50
2026-03-04	68517528	80	<50
2026-03-05	118973596	140	<50
2026-03-06	89274976	100	<50
2026-03-07	81664988	80	<50
2026-03-08	100257432	100	<50
2026-03-09	2807316600	620	<50
2026-03-10	48549292	60	<50
2026-03-12	32514992	<50	<50
2026-03-17	16238048	<50	<50
2026-03-18	2334056604	560	<50
2026-03-19	2530699444	280	280
2026-03-20	6223260	<50	<50
2026-03-25	63552600	<50	<50
2026-03-26	217770332	<50	<50
2026-03-27	180723392	<50	<50
2026-03-28	88749824	<50	<50
2026-03-29	24644520	<50	<50
2026-03-30	31748528	<50	<50
2026-03-31	64638698	<50	<50
2026-04-01	29212312	<50	<50
2026-04-02	64638698	<50	<50
2026-04-03	17297292	<50	<50
2026-04-04	127218656	<50	<50
2026-04-05	310923424	<50	<50
2026-04-06	147269486	<50	<50
2026-04-07	73136824	<50	<50
2026-04-08	175330088	<50	<50
2026-04-09	112270328	<50	<50
2026-04-10	103843656	<50	<50
2026-04-11	338422556	<50	<50
2026-04-12	401210000	<50	<50
2026-04-13	243688628	<50	<50
2026-04-14	357731616	<50	<50
2026-04-15	153978252	<50	<50
2026-04-16	188970732	<50	<50
2026-04-17	201352344	<50	<50
2026-04-18	60513732	<50	<50
2026-04-19	50943552	<50	<50
2026-04-20	94540736	<50	<50
2026-04-21	2892165764	280	280
2026-04-22	287189428	<50	<50
2026-04-23	374342652	<50	<50
2026-04-24	87116664	<50	<50
2026-04-25	193717268	<50	<50
2026-04-26	307665016	<50	<50
2026-04-27	82130136	<50	<50
2026-04-28	3013710104	240	240
2026-04-29	153292264	<50	<50
2026-04-30	146103420	<50	<50
2026-05-01	450884852	<50	<50
2026-05-02	87833972	<50	<50
2026-05-03	48284080	<50	<50
2026-05-12	5908032	<50	<50
2026-05-14	38152356	60	<50
2026-05-15	279467794	80	<50
2026-05-16	75429244	80	<50
2026-05-17	1399683594	220	<50
2026-05-18	1497106428	320	280
2026-05-19	2691642742	120	80
2026-05-20	34244904	60	<50
2026-05-21	42839408	80	<50
2026-05-22	53742020	60	<50
2026-05-23	171875080	<50	<50
2026-05-24	330445436	100	<50
2026-05-25	254891492	100	<50
2026-05-26	70357680	60	<50
2026-05-27	147489716	140	<50
2026-05-28	125350360	140	<50
2026-05-29	42241076	<50	<50
2026-05-30	35971344	100	<50
2026-05-31	13724928	60	<50
2026-06-01	5089292	<50	<50
2026-06-02	11811972	<50	<50
2026-06-03	31532440	60	<50
2026-06-04	149287864	80	<50
2026-06-05	26820464	60	<50
2026-06-06	22469244	<50	<50
2026-06-07	57122976	<50	<50
2026-06-08	98607012	<50	<50
2026-06-09	40076004	<50	<50
2026-06-10	66655792	160	<50
2026-06-11	29033056	60	<50
2026-06-12	118965956	120	<50
2026-06-13	61397060	120	<50
2026-06-14	119634092	<50	<50
2026-06-15	82554408	60	<50
2026-06-16	94625368	<50	<50
2026-06-17	19413612	60	<50
2026-06-18	67781560	60	<50
2026-06-19	2441068	<50	<50
2026-06-20	19056992	80	<50
2026-06-21	7958992	<50	<50
