region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
VPN	42866087188	2846	2272	131
AWS/us-east-1	32351862986	4100	848	279
CHN	39036126584	3794	123	252
AWS/ap-southeast-1	3476155440	742	742	0
USA	10468400922	2057	31	100
GitHub	4178861988	7885	1587	1366
CAN/ON	2911047960	234	234	0
USA/NC	2332230164	345	345	0
USA/MA	29091111728	933	0	382
AWS/us-east-2	4171486296	54	54	0
MEX/CMX	5175180140	1404	62	286
USA/NY	6242668446	37	37	0
USA/MD	43711088	30	10	5
FRA/IDF	55117216	142	26	13
JAM/01	5044116	2	2	0
BRA/RJ	6117552	1	1	0
TUR/34	6117552	1	1	0
TGO/M	12053472	2	2	0
BRA/SP	8581548	2	2	0
VNM/SG	47689824	5	5	0
VNM/06	12512028	1	1	0
PHL/03	1965240	1	1	0
MYS/10	6092244	2	2	0
IRQ/NA	13363632	1	1	0
KEN/30	27538620	3	3	0
IND/DL	2096256	1	1	0
BRA/CE	14293056	2	2	0
CHL/RM	22338228	3	3	0
BRA/ES	10677804	1	1	0
IDN/JK	6681816	1	1	0
MAR/03	6223260	1	1	0
NPL	15197856	1	1	0
HKG	10022724	3	3	0
CRI/H	15911984	1	1	0
BRA/PA	3995988	1	1	0
IRQ/MA	3406416	1	1	0
ECU/P	20628560	2	2	0
USA/CA	10944324	13	4	4
CHE/VD	2354500	9	2	2
GCP/us-central1	128277088	9	9	0
SGP	12246912	2	2	0
VNM/HN	28003128	3	3	0
IDN/YO	21748656	3	3	0
ZAF/WC	2358288	1	1	0
IDN/JB	6943848	1	1	0
BGD	10874328	1	1	0
JOR/AM	14935824	1	1	0
VNM	19316064	2	2	0
VEN/A	12512028	2	2	0
USA/IL	8933916	8	2	2
BRA/MG	4782084	2	2	0
COL	16264064	1	1	0
BGD/C	9826200	1	1	0
ARE/AZ	5240640	1	1	0
IRN	3144384	1	1	0
EST/37	5908032	1	1	0
IRL/L	4192512	1	1	0
USA/PA	52406416	3	1	1
USA/SC	286803780	1	1	0
KEN/28	3406416	1	1	0
MEX/BCN	14149728	1	1	0
ZAF/GP	10022724	1	1	0
IND/MP	2358288	1	1	0
UKR/51	3078876	1	1	0
NPL/P3	6083448	1	1	0
BWA/GA	2358288	1	1	0
ARM/ER	12643044	1	1	0
GCP/us-west2	16257496	1	1	0
ARG/B	1375668	1	1	0
MEX/DUR	14600272	1	1	0
SEN/DK	6943848	1	1	0
COL/DC	4323528	1	1	0
MEX/NLE	8057484	1	1	0
