region	bytes_sent
AWS/us-east-1	1571814464614
TW/Taiwan	1508752053656
CA/Quebec	299586405114
GitHub	118047187143
AWS/ap-southeast-1	22920856152
GCP/us-central1	8548000323
VPN	2490614160
NL/North Holland	1605532210
US/Pennsylvania	1243264571
US/Maryland	1194916759
GB/England	410355264
US/Massachusetts	275358990
US/California	251990800
DE/North Rhine-Westphalia	247544361
AWS/us-east-2	203482025
AT/Vienna	188587640
KR/Seoul	154911752
US/Washington	103135320
US/Indiana	44585508
US/Texas	37296474
US/Rhode Island	29735000
US/Virginia	16442508
