region	bytes_sent
US/New Hampshire	1773952276211
GitHub	394720172080
US/California	196097707877
US/Georgia	163913043850
US/Maryland	126173763688
AWS/us-east-2	126167740781
NL/North Holland	90427464999
US/New York	79263903089
JP/Tokyo	64634246891
AWS/us-east-1	64071831936
SE/Skåne	62989445281
DE/North Rhine-Westphalia	62572042499
US/New Jersey	49905980870
CA/Quebec	47255131862
GB/England	13388454174
CN/Shanghai	10715612523
VPN	10391996328
ES/Madrid	9572414306
GCP/us-central1	6680513095
PT/Lisbon	6593972170
IN/Punjab	4731327678
FR/Provence-Alpes-Côte d'Azur	3499499580
HK/Hong Kong	2751357262
IN/Maharashtra	2604580451
CA/British Columbia	2464968984
VN/Ho Chi Minh	2303293539
US/Illinois	2228502732
US/Washington	2094959196
DE/Lower Saxony	1068836716
VN/Kiên Giang Province	972603259
US/Indiana	939323128
US/Rhode Island	877936248
IN/Uttarakhand	845649414
IN/Uttar Pradesh	434856514
TW/Taiwan	343947897
SE/Stockholm	286330782
US/Nevada	286330782
GR/Central Macedonia	228512540
US/Minnesota	228512540
US/Virginia	212563538
US/Massachusetts	201424786
US/Connecticut	178742229
US/Pennsylvania	176230302
AWS/ap-southeast-1	43468420
IN/Telangana	27474696
IN/Haryana	23094672
DE/Thuringia	21369208
US/Missouri	17436313
RU/Moscow	10451861
GCP/us-east1	584
