week_start	sub-BH497/sub-BH497_ses-20240310T143729_ecephys.nwb	sub-BH497/sub-BH497_ses-20240310T145053_ecephys.nwb	sub-BH497/sub-BH497_ses-20240310T145814_ecephys.nwb	sub-BH497/sub-BH497_ses-20240310T150748_ecephys.nwb	sub-BH497/sub-BH497_ses-20240310T152652_ecephys.nwb	sub-BH498/sub-BH498_ses-20230906T180913_ecephys.nwb	sub-BH498/sub-BH498_ses-20240305T191833_ecephys.nwb	sub-BH498/sub-BH498_ses-20240305T200606_ecephys.nwb	sub-BH498/sub-BH498_ses-20240305T204552_ecephys.nwb	sub-BH498/sub-BH498_ses-20240306T124227_ecephys.nwb	sub-BH498/sub-BH498_ses-20240306T175805_ecephys.nwb	sub-BH498/sub-BH498_ses-20240306T184536_ecephys.nwb	sub-BH498/sub-BH498_ses-20240306T231317_ecephys.nwb	sub-BH498/sub-BH498_ses-20240310T143729_ecephys.nwb	sub-BH498/sub-BH498_ses-20240310T145053_ecephys.nwb	sub-BH498/sub-BH498_ses-20240310T145814_ecephys.nwb	sub-BH498/sub-BH498_ses-20240310T150748_ecephys.nwb	sub-BH498/sub-BH498_ses-20240310T152652_ecephys.nwb	sub-BH506/sub-BH506_ses-20231018T181609_ecephys.nwb	sub-BH506/sub-BH506_ses-20231026T155106_ecephys.nwb	sub-BH506/sub-BH506_ses-20231026T172706_ecephys.nwb	sub-BH506/sub-BH506_ses-20231026T222022_ecephys.nwb	sub-BH506/sub-BH506_ses-20231026T231103_ecephys.nwb	sub-BH506/sub-BH506_ses-20240308T150612_ecephys.nwb	sub-BH506/sub-BH506_ses-20240308T203635_ecephys.nwb	sub-BH506/sub-BH506_ses-20240309T154317_ecephys.nwb	sub-BH506/sub-BH506_ses-20240309T162519_ecephys.nwb	sub-BH508/sub-BH508_ses-20230818T232609_ecephys.nwb	sub-BH508/sub-BH508_ses-20230827T140843_ecephys.nwb	sub-BH508/sub-BH508_ses-20230827T172257_ecephys.nwb	sub-BH508/sub-BH508_ses-20230827T235425_ecephys.nwb	sub-BH508/sub-BH508_ses-20231012T200751_ecephys.nwb	sub-BH508/sub-BH508_ses-20231022T185210_ecephys.nwb	sub-BH508/sub-BH508_ses-20240307T002354_ecephys.nwb	sub-BH508/sub-BH508_ses-20240307T131948_ecephys.nwb	sub-BH508/sub-BH508_ses-20240307T151910_ecephys.nwb	sub-BH508/sub-BH508_ses-20240307T161026_ecephys.nwb	sub-BH512/sub-BH512_ses-20231013T125904_ecephys.nwb	sub-BH512/sub-BH512_ses-20231013T144925_ecephys.nwb	sub-BH512/sub-BH512_ses-20231017T111224_ecephys.nwb	sub-BH512/sub-BH512_ses-20231017T133912_ecephys.nwb	sub-BH512/sub-BH512_ses-20231017T150024_ecephys.nwb	sub-BH512/sub-BH512_ses-20240309T173451_ecephys.nwb	sub-BH512/sub-BH512_ses-20240309T174222_ecephys.nwb	sub-BH512/sub-BH512_ses-20240309T183140_ecephys.nwb	sub-BH512/sub-BH512_ses-20240309T183856_ecephys.nwb	sub-BH512/sub-BH512_ses-20240309T184852_ecephys.nwb	sub-BH512/sub-BH512_ses-20240309T185729_ecephys.nwb	sub-BH512/sub-BH512_ses-20240503T224059_ecephys.nwb	sub-BH514/sub-BH514_ses-20240309T183140_ecephys.nwb	sub-BH514/sub-BH514_ses-20240309T183856_ecephys.nwb	sub-BH514/sub-BH514_ses-20240309T184852_ecephys.nwb	sub-BH514/sub-BH514_ses-20240309T185729_ecephys.nwb	sub-BH519/sub-BH519_ses-20231013T121604_ecephys.nwb	sub-BH519/sub-BH519_ses-20231018T184827_ecephys.nwb	sub-BH519/sub-BH519_ses-20231022T163921_ecephys.nwb	sub-BH519/sub-BH519_ses-20231026T144609_ecephys.nwb	sub-BH519/sub-BH519_ses-20231026T152635_ecephys.nwb	sub-BH521/sub-BH521_ses-20240206T145744_ecephys.nwb	sub-BH521/sub-BH521_ses-20240206T162653_ecephys.nwb	sub-BH521/sub-BH521_ses-20240206T222855_ecephys.nwb	sub-BH521/sub-BH521_ses-20240309T142951_ecephys.nwb	sub-BH521/sub-BH521_ses-20240309T145624_ecephys.nwb	sub-BH526/sub-BH526_ses-20231029T172456_ecephys.nwb	sub-BH526/sub-BH526_ses-20231029T182226_ecephys.nwb	sub-BH526/sub-BH526_ses-20231029T184425_ecephys.nwb	sub-BH526/sub-BH526_ses-20231029T191050_ecephys.nwb	sub-BH526/sub-BH526_ses-20231029T192529_ecephys.nwb	sub-BH526/sub-BH526_ses-20240130T184318_ecephys.nwb	sub-BH526/sub-BH526_ses-20240130T195206_ecephys.nwb	sub-BH527/sub-BH527_ses-20231029T233334_ecephys.nwb	sub-BH527/sub-BH527_ses-20231030T000325_ecephys.nwb	sub-BH527/sub-BH527_ses-20231201T162833_ecephys.nwb	sub-BH527/sub-BH527_ses-20240304T222814_ecephys.nwb	sub-BH527/sub-BH527_ses-20240305T165812_ecephys.nwb
2024-11-11	0	0	9367644	0	0	0	4520052	12384676	0	0	0	3340696	0	0	6157752	4192512	8319516	4127004	0	0	3276200	0	0	1924608	0	0	0	0	0	8778072	0	9236628	766112	0	0	0	0	6092624	0	5362120	4127004	4061496	0	0	0	9157784	0	0	7433800	0	8909088	0	0	2161764	0	0	8122992	0	5058616	4127004	0	4061496	0	0	0	0	5739784	0	0	0	0	0	4389036	2512832	0
2024-11-18	19594256	8122992	34404432	15600088	15768648	15187380	13840816	9434984	10748948	6698880	1860000	2161764	7076448	13923916	27613856	0	0	0	0	0	0	0	0	0	0	0	0	40639440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25871296	0	0	0	0	42719152	0	0	0	3956832	0	9958080	0	0	0	0
2024-11-25	18640708	0	0	0	17752668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-12-02	0	0	0	0	3056512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3276200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7604432	0	0	0	7433800	0	0	8195784	0	0	0	0	0	0	0	0	0	0	0	0	0	3644096	0	0	0	0	0	0	0	0	0
2024-12-09	0	0	214128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-02-17	68579896	46763000	23801536	25697504	22890240	40421088	22347232	15334368	17174368	6698880	1860000	10022088	17691120	21002128	37409536	35701656	51394144	34334712	19273360	26158224	19657200	24394800	39484840	9623040	14609560	28049080	9773296	77684596	79136240	85063184	103335816	54210560	3064448	1753728	4291360	12159968	1710408	30463120	29282400	21448480	24071880	25892240	24763800	30567296	22813296	36631136	40977840	22276680	14867600	22813944	27474000	24587352	29703104	21586160	24132928	17255960	21697760	20133880	25293080	6467824	19524432	16651776	23195200	23824704	245545744	5466144	17219352	17928864	3956832	1815728	19916160	13077872	85946920	3769248	3058576
2025-02-24	14214715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6157752	8319516	9564168	0	0	0	0	0	570136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9826200	1822048	4192512	0	0	907864	0	0	0	0	0
2025-03-03	981478936	430661752	562136832	569662560	483988048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-10	9797128	0	307200	0	0	0	0	0	0	0	0	0	0	0	307200	0	0	4520052	307200	307200	0	0	0	307200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307200	307200	0	4651068	0	0	0	0	0	0	307200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307200	0	0	0
2025-03-17	9607544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-24	57645264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-31	2094892976	210749368	0	936778432	0	687462720	2488120264	565508416	402192784	150156296	13630848	226986048	234508400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	932680320	106965240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-07	1431724276	9352600	23373716	12848752	11445120	0	5586808	0	4293592	1674720	465000	3340696	3538224	9796912	9352384	1803711704	0	11444904	22692408	16207468	3276200	0	7896968	1924608	2921912	5609816	0	0	18278272	13350256	0	10842112	766112	438432	0	3039992	570136	6092624	0	5362120	4814376	5178448	8254600	7641824	7604432	9157784	0	7425560	7433800	7604648	0	8195784	7425776	4317232	6033232	3451192	0	4026776	5058616	0	6508144	0	5798800	5956176	0	0	5739784	5976288	1318944	0	4979040	6538936	15181248	1256416	1529288
2025-04-14	132444220	19012400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	716800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34821208	85784148	0	0	0	0	0	0	0	0	0	0
2025-04-21	0	18705200	11900768	72017021	11445120	6736848	5586808	0	4293592	1674720	465000	0	3538224	9796912	9352384	0	12848536	11444904	3854672	6579480	3276200	4878960	7896968	1924608	2921912	0	4886648	15341112	18278272	13350256	17420952	10842112	766112	438432	1072840	3039992	0	0	7320600	5362120	4814376	5178448	8254600	7641824	7604432	9157784	8195568	7425560	7433800	7604648	0	8195784	7425776	4317232	0	3451192	5424440	4026776	5058616	6467824	6508144	5550592	5798800	5956176	41549160	0	0	5976288	1318944	907864	4979040	6538936	15181248	1256416	0
2025-05-05	9797128	0	0	0	0	6736848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-06-09	9797128	9352600	11900768	12848752	11445120	6736848	5586808	2555728	4293592	1674720	465000	3340696	3538224	9796912	9352384	11900552	12848536	11444904	3854672	6579480	3276200	4878960	7896968	1924608	2921912	5609816	4886648	15341112	18278272	13350256	17420952	10842112	766112	438432	1072840	3039992	570136	6092624	7320600	0	4814376	5178448	8254600	7641824	7604432	9157784	8195568	7425560	7433800	7604648	9158000	8195784	7425776	0	0	0	0	0	5058616	6467824	6508144	5550592	5798800	5956176	41549160	1822048	5739784	5976288	1318944	907864	4979040	6538936	15181248	1256416	1529288
2025-07-28	0	0	0	12848752	0	0	0	0	0	0	0	3340696	0	0	0	0	12848536	0	0	0	3276200	0	0	1924608	0	0	0	0	0	0	0	0	0	0	1072840	0	0	6092624	0	0	0	10356896	0	0	0	0	8195568	0	0	0	0	0	0	0	0	0	0	0	0	0	6508144	0	5798800	0	0	1822048	0	0	1318944	0	0	0	0	1256416	0
2025-08-04	9797128	0	0	0	0	6736848	0	2555728	0	0	0	0	0	0	0	0	0	11444904	3854672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7641824	0	0	0	0	0	7604648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	907864	4979040	0	0	0	0
2025-08-11	0	0	0	0	0	0	0	0	4293592	0	0	0	0	0	0	11900552	0	0	0	0	0	0	0	0	0	5609816	0	15341112	0	0	0	10842112	0	0	0	0	0	0	0	0	4814376	0	0	0	0	0	0	0	7433800	0	0	0	0	0	0	0	0	0	5058616	6467824	0	0	0	0	41549160	0	5739784	0	0	0	0	0	0	0	0
2025-08-18	0	0	0	0	0	0	0	0	0	0	465000	0	0	0	0	0	0	0	0	0	0	0	0	0	2921912	0	0	0	18278272	0	0	0	0	0	0	0	0	0	7320600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6033232	0	0	0	0	0	0	0	0	5956176	0	0	0	5976288	0	0	0	0	0	0	0
2025-08-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10842112	0	0	1072840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9158000	0	0	0	0	0	0	0	5058616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-01	0	9352600	0	0	0	0	0	0	0	0	0	0	0	0	9352384	0	0	11444904	3854672	6579480	0	0	0	1924608	0	5609816	0	0	0	0	0	0	0	438432	0	0	570136	0	0	0	0	0	8254600	0	0	0	0	7425560	0	7604648	0	0	0	0	0	3451192	0	0	0	0	0	5550592	0	0	41549160	0	0	0	0	0	0	0	15181248	0	0
2025-09-08	448384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4886648	0	0	13350256	17420952	0	766112	0	0	0	0	12185248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7425776	0	0	0	0	4026776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1256416	0
2025-09-15	24148504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6657672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-06	0	0	0	0	5242880	0	0	0	0	5024160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-20	0	0	0	0	11445120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-27	0	0	0	0	22890240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-03	0	0	0	0	11445120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-24	9797128	9352600	0	12848752	11445120	6736848	5586808	0	0	1674720	465000	3340696	3538224	9796912	9352384	11900552	0	11444904	3854672	6579480	3276200	4878960	7896968	1924608	2921912	5609816	4886648	15341112	18278272	13350256	17420952	10842112	766112	438432	1072840	3039992	570136	6092624	7320600	5362120	4814376	5178448	8254600	7641824	7604432	9157784	8195568	7425560	0	7604648	0	8195784	7425776	4317232	6033232	0	5424440	0	0	6467824	6508144	0	5798800	5956176	0	1822048	5739784	5976288	0	907864	4979040	6538936	15181248	0	0
2025-12-15	9797128	4127004	17796488	25164256	10219248	19893480	5586808	5111456	4293592	5024160	1395000	10022088	7076448	8319516	18704768	7533420	23526340	18126720	3854672	19738440	9828600	13884924	18574772	3849216	2921912	15281128	9013652	8254008	26466772	21735280	32160252	20864836	1532224	876864	2145680	3039992	1710408	16312252	11447604	14785736	13755756	20713792	16050052	21048352	19335868	15381044	14156796	8188500	18994604	19003040	16953452	8195784	13321496	8634464	10160236	6902384	10848880	12080328	10117232	12935648	19524432	15162680	11597600	11912352	57271080	5466144	11479568	17928864	3956832	1815728	14085084	6538936	28413864	3769248	4587864
2025-12-22	0	0	0	0	11445120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3276200	0	0	0	2921912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6508144	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-29	0	0	0	0	0	0	0	0	4293592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	907864	0	0	0	0	0
2026-01-05	9797128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3039992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5956176	0	0	0	0	0	0	0	0	0	0	0
2026-01-12	0	0	0	0	22890240	0	0	0	0	0	465000	10022088	0	0	0	0	0	0	0	6579480	6552400	0	0	0	5843824	11219632	9773296	0	0	0	0	0	2298336	0	0	0	1710408	0	0	0	0	15535344	0	0	15208864	0	0	0	14867600	22813944	0	24587352	0	0	0	0	0	0	0	0	13016288	0	0	0	0	1822048	17219352	0	0	907864	0	13077872	0	0	4587864
2026-01-19	0	0	0	0	0	0	5586808	0	0	1674720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15728640	0	0	0	0	0	0	0	0	0	7320600	0	0	0	0	7641824	0	0	0	0	0	0	0	0	0	0	24132928	0	0	0	0	0	0	0	0	0	0	0	5739784	0	0	0	4979040	0	0	2512832	0
2026-01-26	0	9352600	1415008	7605872	0	0	0	2555728	0	0	0	0	3538224	9796912	0	0	0	6202024	0	6579480	0	4878960	7896968	1924608	0	0	4886648	15341112	0	5242880	17420952	5599232	766112	0	1072840	0	0	0	0	5362120	0	0	0	0	0	0	0	7425560	0	0	0	0	7425776	4317232	0	3451192	0	0	0	0	0	5550592	0	0	0	0	0	0	1318944	0	0	6538936	9938368	0	1529288
2026-02-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9352384	6657672	2362776	0	3854672	0	0	0	0	0	0	5609816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5424440	0	5058616	0	0	0	5798800	0	26214400	0	0	0	0	0	0	0	0	0	0
2026-02-09	0	0	11900768	0	0	13473696	0	2555728	4293592	0	0	3340696	3538224	9796912	9352384	11900552	12848536	11444904	7709344	6579480	3276200	4878960	0	1924608	2921912	5609816	4886648	0	18278272	0	17420952	10842112	0	0	1072840	3039992	0	6092624	7320600	0	4814376	5178448	0	7641824	15208864	9157784	8195568	0	7433800	7604648	9158000	8195784	7425776	4317232	0	3451192	5424440	4026776	5058616	6467824	6508144	5550592	5798800	5956176	0	3644096	5739784	0	0	0	4979040	0	0	1256416	0
2026-02-16	0	0	0	0	0	13529340	11788016	2862928	4600792	3349440	930000	307200	307200	0	0	0	0	0	7709344	6886680	0	0	0	0	0	0	0	0	0	0	0	0	766112	0	0	0	570136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	907864	0	0	0	0	0
2026-02-23	0	0	0	0	0	0	0	2555728	0	0	0	0	3538224	0	3289044	0	355736	0	3854672	0	3583400	0	0	2231808	3229112	4192512	0	0	4434204	0	4585560	0	0	0	0	0	0	4127004	0	307200	0	307200	0	0	0	0	0	0	0	5220300	0	0	0	0	8450532	3451192	0	307200	348216	323824	0	4192512	4127004	0	4499712	0	0	0	0	0	0	0	0	0	1836488
2026-03-02	0	4434204	4696236	4434204	0	4127004	0	0	0	0	0	307200	0	376112	0	5045928	0	0	0	0	0	4434204	0	0	0	0	0	0	0	4585560	0	307200	1073312	0	0	3347192	0	0	4434204	0	0	0	0	3581316	334032	351384	413168	0	4953760	0	4434204	4827252	4127004	4434204	0	0	4827252	0	0	0	4127004	0	0	0	0	1822048	0	3844632	0	0	3582600	4127004	0	0	0
2026-03-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4709232	0	2075916	0	0	307200	0	0	0	0	0	0	0	0	0	0	0	307200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	907864	0	0	0	0	0
2026-03-16	9797128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2921912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8089776	0	0	0	15208864	0	0	0	12215884	3668448	0	8122992	0	0	0	0	0	0	0	0	6508144	0	0	11912352	0	1822048	0	0	0	0	0	0	0	0	0
2026-03-23	19594256	9352600	11900768	0	11445120	6736848	5586808	2555728	4293592	3656640	465000	3340696	3538224	0	0	0	0	0	3854672	6579480	3276200	4878960	7896968	1924608	2921912	5609816	4886648	15341112	27036004	13350256	17420952	10842112	766112	438432	1072840	3039992	570136	6092624	14641200	5362120	4814376	5178448	0	0	0	0	0	0	0	0	0	0	7425776	8634464	6033232	3451192	5424440	4026776	0	0	0	5550592	5798800	5956176	41856360	1822048	11479568	5976288	2637888	1815728	4979040	6538936	15181248	1256416	1529288
2026-03-30	0	0	0	0	0	0	0	0	0	0	465000	0	0	0	0	0	12848536	0	0	0	0	0	0	0	0	5609816	0	0	307200	0	0	0	0	0	0	0	0	0	0	0	0	5178448	0	0	0	0	0	0	0	0	0	0	0	0	6033232	0	0	0	0	0	0	0	5798800	23824704	0	5466144	11479568	5976288	1318944	907864	0	6538936	0	0	1529288
2026-04-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7641824	0	0	0	7425560	0	0	0	0	0	0	0	0	10848880	8053552	0	0	0	0	0	0	41549160	0	5739784	0	0	1815728	4979040	0	15181248	2512832	0
2026-04-13	0	9352600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7896968	0	0	0	0	0	0	0	0	0	0	438432	0	3039992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6033232	0	5424440	0	0	0	0	0	0	0	0	0	0	0	0	0	4979040	0	15181248	0	1529288
2026-04-20	0	0	0	0	11445120	0	0	0	4293592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7433800	0	0	8195784	0	0	0	6902384	0	0	0	0	13016288	0	0	5956176	0	0	0	0	0	0	0	0	0	0	0
2026-04-27	0	0	11900768	0	0	0	5586808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7896968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7641824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15181248	0	0
