date	bytes_sent	number_of_requests	number_of_downloads
2024-03-30	812246688	360	140
2024-03-31	142832148	100	<50
2024-04-01	61986364	<50	<50
2024-04-04	240750536	180	60
2024-04-10	13474272	<50	<50
2024-04-19	251610872	180	60
2024-06-01	1256416	<50	<50
2024-07-09	210793848	200	60
2024-07-24	323845344	60	60
2024-08-26	1674720	<50	<50
2024-08-27	8195784	<50	<50
2024-08-30	1822048	<50	<50
2024-09-03	907864	<50	<50
2024-09-04	16391568	<50	<50
2024-09-05	11117696	<50	<50
2024-09-06	8195784	<50	<50
2024-09-07	8195784	<50	<50
2024-09-08	19079408	<50	<50
2024-09-09	24579856	<50	<50
2024-09-10	40090632	<50	<50
2024-09-11	26789472	<50	<50
2024-09-13	438432	<50	<50
2024-09-14	6576480	<50	<50
2024-09-20	267148400	200	60
2024-09-25	241724712	60	<50
2024-09-29	90062268	<50	<50
2024-09-30	366356352	160	<50
2024-10-01	86609264	60	<50
2024-10-02	5956176	<50	<50
2024-10-03	8110816	<50	<50
2024-10-04	878338800	80	<50
2024-10-06	9797128	<50	<50
2024-10-07	9157784	<50	<50
2024-10-08	9157784	<50	<50
2024-10-10	5739784	<50	<50
2024-10-12	19183880	<50	<50
2024-10-17	1006384	<50	<50
2024-10-28	520939192	140	<50
2024-11-05	379562820	80	80
2024-11-07	48638240	<50	<50
2024-11-12	36055192	<50	<50
2024-11-13	78994172	<50	<50
2024-11-14	55276216	<50	<50
2024-11-15	6879256	<50	<50
2024-11-16	7667184	<50	<50
2024-11-19	16502124	<50	<50
2024-11-20	91403776	<50	<50
2024-11-22	340166336	220	<50
2024-11-26	17752668	<50	<50
2024-11-27	28437836	<50	<50
2024-12-02	17622264	<50	<50
2024-12-03	22155120	<50	<50
2024-12-13	214128	<50	<50
2025-02-06	9797128	<50	<50
2025-02-14	6736848	<50	<50
2025-02-15	19594256	<50	<50
2025-02-16	9797128	<50	<50
2025-02-17	549116704	100	80
2025-02-18	533883864	80	80
2025-02-19	7425776	<50	<50
2025-02-20	1810646616	260	240
2025-02-22	48541112	<50	<50
2025-02-27	14214715	<50	<50
2025-03-02	48665244	<50	<50
2025-03-05	6967552	120	<50
2025-03-06	4230761104	400	<50
2025-03-16	9797128	<50	<50
2025-03-19	19215088	<50	<50
2025-03-27	96075440	<50	<50
2025-03-31	4610531488	640	<50
2025-04-01	1354530976	100	<50
2025-04-02	6460475600	1560	<50
2025-04-04	96075440	<50	<50
2025-04-07	4375457176	400	<50
2025-04-09	61582256	80	<50
2025-04-10	159272544	120	<50
2025-04-12	58782768	<50	<50
2025-04-13	563275248	80	80
2025-04-15	111898032	140	<50
2025-04-16	204439108	160	<50
2025-04-21	63868895	<50	<50
2025-04-22	19149728	<50	<50
2025-04-24	533883864	80	80
2025-05-05	25886576	<50	<50
2025-05-08	6736848	<50	<50
2025-06-12	518724616	80	80
2025-07-26	15800216	<50	<50
2025-07-29	9433320	<50	<50
2025-07-30	63755040	<50	<50
2025-08-03	40617528	<50	<50
2025-08-04	7604648	<50	<50
2025-08-05	3854672	<50	<50
2025-08-06	20737480	<50	<50
2025-08-07	10704992	<50	<50
2025-08-09	15568464	<50	<50
2025-08-10	10403480	<50	<50
2025-08-11	23937536	<50	<50
2025-08-12	15135704	<50	<50
2025-08-13	14962416	<50	<50
2025-08-14	14331816	<50	<50
2025-08-15	26645144	<50	<50
2025-08-16	68284128	<50	<50
2025-08-17	5739784	<50	<50
2025-08-19	2921912	<50	<50
2025-08-20	11932464	<50	<50
