region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
CHN	248136164	1219	1219	0
VPN	262804516	1313	1269	31
USA/MA	136179665	850	0	502
USA	112974180	555	555	0
GH-actions	1284489972	9468	3156	2504
AWS/us-east-1	98521544	484	484	0
AWS/ap-southeast-1	142896872	702	702	0
VNM/HN	1628448	8	8	0
IND	203556	1	1	0
BRA/SP	407112	2	2	0
AWS/us-east-2	10788508	53	53	0
AWS/us-west-2	610668	3	3	0
GCP/us-west1	203556	1	1	0
USA/PA	4071120	30	10	10
VNM/SG	3867604	19	19	0
MEX/CMX	21093126	139	68	48
USA/CA	1529780	10	5	4
GCP/us-central1	1017780	5	5	0
USA/IL	539372	4	2	2
VNM/68	203556	1	1	0
GUY/DE	203556	1	1	0
PAK/PB	407112	2	2	0
ARG/B	407112	2	2	0
BRA/MG	203556	1	1	0
VNM/63	203556	1	1	0
UKR/35	203556	1	1	0
VNM/DN	407112	2	2	0
VNM	407112	2	2	0
VEN/A	407112	2	2	0
IDN/YO	203556	1	1	0
EGY/C	203556	1	1	0
BRA/SE	203596	1	1	0
VNM/34	203556	1	1	0
VNM/66	203556	1	1	0
VNM/39	203556	1	1	0
VNM/56	203556	1	1	0
IRN/02	203556	1	1	0
NPL/P5	203556	1	1	0
SGP	1936892	12	7	4
VNM/49	203556	1	1	0
UZB/SA	203556	1	1	0
MYS/13	203556	1	1	0
VNM/CT	407112	2	2	0
LBN/BA	203556	1	1	0
BRA/RS	407112	2	2	0
KAZ/79	203556	1	1	0
NPL	203556	1	1	0
VNM/HP	407112	2	2	0
PAK/SD	203556	1	1	0
COL/DC	203556	1	1	0
KAZ/71	203556	1	1	0
TUN/11	203556	1	1	0
MEX/YUC	203556	1	1	0
DOM/01	203556	1	1	0
FRA/PAC	203556	1	1	0
IRQ/DA	203556	1	1	0
VNM/51	203556	1	1	0
MRT	203556	1	1	0
EST/37	203556	1	1	0
CHE/VD	611912	4	2	1
FRA/IDF	917868	6	3	3
DEU/HE	203556	1	1	0
CHL/RM	407112	2	2	0
VNM/24	203596	1	1	0
BGD	203556	1	1	0
MEX/VER	203556	1	1	0
USA/GA	203556	1	1	0
HUN/KE	203556	1	1	0
